cut,ntr,nte,model,depth,n,units,roi,hit,be,edge_pp
2026-06-30,792,336,K_PROFIT+price+pmodel,0.2,67,-0.8321538559169745,-1.2420206804730964,50.74626865671642,50.97658433336464,-0.2303156766482246
2026-06-30,792,336,K_PROFIT+price+pmodel,0.3,101,1.7248285440528033,1.7077510337156467,52.475247524752476,51.08014045025777,1.3951070744947032
2026-06-30,792,336,K_PROFIT+price+pmodel,0.5,168,-2.942471647010506,-1.7514712184586345,51.19047619047619,51.6931434835493,-0.5026672930731095
2026-07-05,858,270,A_shipped_p,0.05,14,-1.8079670329670328,-12.914050235478806,50.0,58.23128917118686,-8.231289171186859
2026-07-05,858,270,A_shipped_p,0.1,27,-0.6626993973768169,-2.4544422125067293,55.55555555555556,57.20815346557495,-1.652597910019395
2026-07-05,858,270,A_shipped_p,0.2,54,-8.665080349757769,-16.046445092144015,46.2962962962963,55.78043030515833,-9.484134008862036
2026-07-05,858,270,A_shipped_p,0.3,81,-7.9061944081132065,-9.760733837176797,49.382716049382715,55.119084440545926,-5.736368391163211
2026-07-05,858,270,A_shipped_p,0.5,135,-8.999943965397128,-6.666625159553428,50.37037037037037,54.21720855035033,-3.8468381799799616
2026-07-05,858,270,B_shipped_EV,0.05,14,1.7382783882783883,12.416274201988488,57.14285714285714,51.23731635396535,5.905540788891791
2026-07-05,858,270,B_shipped_EV,0.1,27,2.012271062271062,7.452855786189118,55.55555555555556,51.608658983467514,3.9468965720880433
2026-07-05,858,270,B_shipped_EV,0.2,54,-4.457783882783883,-8.255155338488674,48.148148148148145,52.60052239405149,-4.452374245903343
2026-07-05,858,270,B_shipped_EV,0.3,81,-8.7768315018315,-10.835594446705556,46.913580246913575,53.07919270582047,-6.165612458906892
2026-07-05,858,270,B_shipped_EV,0.5,135,-7.755940314380852,-5.745140973615446,49.629629629629626,52.89497807656911,-3.265348446939484
2026-07-05,858,270,C_bookEV,0.05,14,-2.2785714285714285,-16.27551020408163,42.857142857142854,51.28646860128446,-8.429325744141607
2026-07-05,858,270,C_bookEV,0.1,27,-1.7417748917748925,-6.451018117684787,48.148148148148145,51.598360757081906,-3.450212608933761
2026-07-05,858,270,C_bookEV,0.2,54,0.49542160737812935,0.9174474210706098,53.70370370370371,52.4927565608902,1.2109471428135095
2026-07-05,858,270,C_bookEV,0.3,81,2.899125311081832,3.5791670507183113,54.32098765432099,52.141306778283905,2.1796808760370823
2026-07-05,858,270,C_bookEV,0.5,135,-6.752570305129914,-5.001903929725862,49.629629629629626,52.187916786197086,-2.5582871565674594
2026-07-05,858,270,D_refit_outcome,0.05,14,2.104761904761905,15.034013605442178,57.14285714285714,49.64232921549994,7.500527927357197
2026-07-05,858,270,D_refit_outcome,0.1,27,3.224327122153209,11.941952304271144,55.55555555555556,50.01199924468344,5.54355631087212
2026-07-05,858,270,D_refit_outcome,0.2,54,2.8539337474120092,5.285062495207424,53.70370370370371,50.83923794755921,2.8644657561444973
2026-07-05,858,270,D_refit_outcome,0.3,81,1.2470554405336998,1.5395746179428393,51.85185185185185,51.187851958649674,0.663999893202174
2026-07-05,858,270,D_refit_outcome,0.5,135,2.699916539792974,1.999938177624425,53.333333333333336,52.07076279511854,1.2625705382147956
2026-07-05,858,270,E_outcome+price,0.05,14,-4.245238095238095,-30.32312925170068,35.714285714285715,51.194850738040095,-15.48056502375438
2026-07-05,858,270,E_outcome+price,0.1,27,0.47432712215320827,1.7567671190859564,51.85185185185185,50.96920975473947,0.882642097112381
2026-07-05,858,270,E_outcome+price,0.2,54,2.2922935357717966,4.244988029207031,53.70370370370371,51.700260201513935,2.003443502189775
2026-07-05,858,270,E_outcome+price,0.3,81,5.591350929990481,6.902902382704299,55.55555555555556,52.0463804333694,3.509175122186157
2026-07-05,858,270,E_outcome+price,0.5,135,5.652485237522962,4.18702610186886,54.81481481481482,52.39573547506746,2.4190793397473556
2026-07-05,858,270,F_payout_weighted,0.05,14,2.1047619047619053,15.034013605442182,57.14285714285714,48.9929785661493,8.149878576707842
2026-07-05,858,270,F_payout_weighted,0.1,27,-0.49523809523809526,-1.834215167548501,48.148148148148145,49.52367648919968,-1.3755283410515347
2026-07-05,858,270,F_payout_weighted,0.2,54,2.0010351966873703,3.7056207346062418,51.85185185185185,50.24052580838574,1.6113260434661072
2026-07-05,858,270,F_payout_weighted,0.3,81,-2.1748060313277717,-2.684945717688607,49.382716049382715,50.46658529895651,-1.0838692495737945
2026-07-05,858,270,F_payout_weighted,0.5,135,2.4320812141990262,1.801541640147427,52.59259259259259,51.46486523917996,1.1277273534126309
2026-07-05,858,270,G_ridge_PROFIT,0.05,14,-2.530952380952381,-18.078231292517007,42.857142857142854,52.385326928516285,-9.528184071373431
2026-07-05,858,270,G_ridge_PROFIT,0.1,27,0.1248447204968941,0.46238785369220037,51.85185185185185,51.63075003363089,0.22110181822095853
2026-07-05,858,270,G_ridge_PROFIT,0.2,54,3.818407207046758,7.071124457493997,55.55555555555556,52.014207329186554,3.541348226369003
2026-07-05,858,270,G_ridge_PROFIT,0.3,81,5.396545735185287,6.662402142204058,55.55555555555556,52.14787723399016,3.407678321565399
2026-07-05,858,270,G_ridge_PROFIT,0.5,135,7.0667709518086745,5.234645149487907,55.55555555555556,52.475100554432544,3.0804550011230134
2026-07-05,858,270,H_ridge_PROFIT+price,0.05,14,-2.530952380952381,-18.078231292517007,42.857142857142854,52.385326928516285,-9.528184071373431
2026-07-05,858,270,H_ridge_PROFIT+price,0.1,27,0.12484472049689499,0.4623878536922037,51.85185185185185,51.894224890601684,-0.04237303874983667
2026-07-05,858,270,H_ridge_PROFIT+price,0.2,54,1.7684072070467594,3.274828161197702,53.70370370370371,52.12096597253056,1.5827377311731468
2026-07-05,858,270,H_ridge_PROFIT+price,0.3,81,3.246545735185288,4.008081154549738,54.32098765432099,52.234009878262334,2.086977776058653
2026-07-05,858,270,H_ridge_PROFIT+price,0.5,135,8.866770951808675,6.567978482821241,56.2962962962963,52.55740508118152,3.7388912151147764
2026-07-05,858,270,I_gbm_PROFIT,0.05,14,-4.666835016835017,-33.334535834535835,35.714285714285715,54.546485835518666,-18.83220012123295
2026-07-05,858,270,I_gbm_PROFIT,0.1,27,-6.501502603676517,-24.079639272875987,40.74074074074074,54.019969421175254,-13.279228680434514
2026-07-05,858,270,I_gbm_PROFIT,0.2,54,-6.680939833113746,-12.372110802062492,46.2962962962963,53.51537247178398,-7.219076175487679
2026-07-05,858,270,I_gbm_PROFIT,0.3,81,-2.7110757391866844,-3.34700708541566,50.617283950617285,53.01242918869301,-2.3951452380757274
2026-07-05,858,270,I_gbm_PROFIT,0.5,135,10.424743223420496,7.722032017348515,57.03703703703704,53.330835055658476,3.7062019813785625
2026-07-05,858,270,J_gbm_PROFIT+price,0.05,14,-6.407575757575757,-45.768398268398265,28.57142857142857,53.756797920420816,-25.185369348992246
2026-07-05,858,270,J_gbm_PROFIT+price,0.1,27,-8.080603132777046,-29.928159751026094,37.03703703703704,53.66688356648368,-16.629846529446645
2026-07-05,858,270,J_gbm_PROFIT+price,0.2,54,-1.2351393567285618,-2.287295105052892,51.85185185185185,53.241143509343495,-1.389291657491647
2026-07-05,858,270,J_gbm_PROFIT+price,0.3,81,-4.559212385149418,-5.628657265616565,49.382716049382715,52.96340916082708,-3.5806931114443614
2026-07-05,858,270,J_gbm_PROFIT+price,0.5,135,8.56495486363214,6.344411010097882,56.2962962962963,53.26415814681217,3.032138149484126
2026-07-05,858,270,K_PROFIT+price+pmodel,0.05,14,-2.375672877846791,-16.969091984619936,42.857142857142854,52.03925826849414,-9.182115411351283
2026-07-05,858,270,K_PROFIT+price+pmodel,0.1,27,0.12484472049689432,0.46238785369220115,51.85185185185185,51.89422489060169,-0.04237303874984377
2026-07-05,858,270,K_PROFIT+price+pmodel,0.2,54,1.7684072070467585,3.274828161197701,53.70370370370371,52.12096597253056,1.5827377311731468
2026-07-05,858,270,K_PROFIT+price+pmodel,0.3,81,3.4018252382908774,4.199784244803553,54.32098765432099,52.174195541962206,2.1467921123587814
2026-07-05,858,270,K_PROFIT+price+pmodel,0.5,135,8.866770951808673,6.567978482821239,56.2962962962963,52.55740508118152,3.7388912151147764
2026-07-10,924,204,A_shipped_p,0.05,10,2.1920329670329672,21.92032967032967,70.0,57.90263842437755,12.09736157562245
2026-07-10,924,204,A_shipped_p,0.1,20,1.0537841191067,5.2689205955334995,60.0,56.80532992216383,3.1946700778361716
2026-07-10,924,204,A_shipped_p,0.2,41,-5.150977785655203,-12.563360452817568,48.78048780487805,55.6133831766166,-6.832895371738552
2026-07-10,924,204,A_shipped_p,0.3,61,-4.811139463058261,-7.887113873866001,50.81967213114754,55.13417822998837,-4.31450609884083
2026-07-10,924,204,A_shipped_p,0.5,102,-8.217407580686828,-8.056281941849832,50.0,54.38442487872709,-4.3844248787270885
2026-07-10,924,204,B_shipped_EV,0.05,10,1.735897435897436,17.35897435897436,60.0,51.353455016763604,8.646544983236396
2026-07-10,924,204,B_shipped_EV,0.1,20,-0.7424908424908423,-3.7124542124542117,50.0,51.94116134837237,-1.9411613483723684
2026-07-10,924,204,B_shipped_EV,0.2,41,-6.6484432234432225,-16.215715179129813,43.90243902439025,52.395420778846066,-8.492981754455819
2026-07-10,924,204,B_shipped_EV,0.3,61,-11.831776556776557,-19.396355011109108,42.62295081967213,53.004734783901256,-10.381783964229129
2026-07-10,924,204,B_shipped_EV,0.5,102,-9.77473818317872,-9.583076650175215,48.03921568627451,52.96289094207426,-4.9236752557997505
2026-07-10,924,204,C_bookEV,0.05,10,-2.3809523809523805,-23.809523809523807,40.0,51.92223378634529,-11.922233786345288
2026-07-10,924,204,C_bookEV,0.1,20,-0.7965367965367963,-3.9826839826839815,50.0,51.91930504648275,-1.919305046482748
2026-07-10,924,204,C_bookEV,0.2,41,-1.7518868812347077,-4.272894832279775,51.21951219512195,52.39296682989472,-1.1734546347727672
2026-07-10,924,204,C_bookEV,0.3,61,0.17959460024677387,0.2944173774537277,52.459016393442624,51.88780296199764,0.5712134314449813
2026-07-10,924,204,C_bookEV,0.5,102,-6.291331785195742,-6.167972338427198,49.01960784313725,51.97754921250741,-2.957941369370161
2026-07-10,924,204,D_refit_outcome,0.05,10,0.0023809523809523725,0.023809523809523725,50.0,48.17609131766078,1.8239086823392228
2026-07-10,924,204,D_refit_outcome,0.1,20,0.05714285714285716,0.2857142857142858,50.0,49.58227365305838,0.41772634694162036
2026-07-10,924,204,D_refit_outcome,0.2,41,-3.8185300207039328,-9.313487855375445,46.34146341463415,50.44771077705336,-4.106247362419211
2026-07-10,924,204,D_refit_outcome,0.3,61,1.1597962527836307,1.9013053324321814,52.459016393442624,51.028390945886535,1.4306254475560891
2026-07-10,924,204,D_refit_outcome,0.5,102,4.6995192109848505,4.607371775475343,54.90196078431373,52.071675174230705,2.830285610083024
2026-07-10,924,204,E_outcome+price,0.05,10,-2.0476190476190474,-20.476190476190474,40.0,49.38382078625981,-9.383820786259811
2026-07-10,924,204,E_outcome+price,0.1,20,-0.2928571428571427,-1.4642857142857135,50.0,50.77345757223806,-0.7734575722380583
