rid,date,away,home,gn,y_nrfi,nrfi_odds,yrfi_odds,pay_n,pay_y,imp_n,imp_y,vig,dev_n,dev_y,p_raw,p_live,lam,park
398,2026-05-01,LAD,STL,1,0,-125.0,-105.0,0.8,0.9523809523809523,0.5555555555555556,0.5121951219512195,1.067750677506775,0.5203045685279188,0.4796954314720812,0.4741360436774874,0.413,0.8454,0.97
399,2026-05-01,ATL,COL,1,0,115.0,-150.0,1.15,0.6666666666666666,0.46511627906976744,0.6,1.0651162790697675,0.43668122270742354,0.5633187772925764,0.3705117306524374,0.413,0.7991,1.22
400,2026-05-01,NYM,LAA,1,0,-105.0,-125.0,0.9523809523809523,0.8,0.5121951219512195,0.5555555555555556,1.067750677506775,0.4796954314720812,0.5203045685279188,0.3072579691687521,0.4494,0.7335,0.99
401,2026-05-01,PHI,MIA,1,0,-135.0,100.0,0.7407407407407407,1.0,0.574468085106383,0.5,1.074468085106383,0.5346534653465347,0.4653465346534653,0.3661152580637817,0.413,0.8179,0.95
402,2026-05-01,TEX,DET,1,0,-135.0,105.0,0.7407407407407407,1.05,0.574468085106383,0.4878048780487805,1.0622729631551635,0.5407914020517831,0.4592085979482169,0.5039966451077366,0.4435,0.7686,0.98
403,2026-05-01,MIL,WSH,1,0,-140.0,105.0,0.7142857142857143,1.05,0.5833333333333334,0.4878048780487805,1.071138211382114,0.5445920303605313,0.4554079696394686,0.4565772142683311,0.4493,0.736,0.97
404,2026-05-01,CIN,PIT,1,0,-120.0,-110.0,0.8333333333333334,0.9090909090909091,0.5454545454545454,0.5238095238095238,1.0692640692640691,0.5101214574898786,0.48987854251012153,0.5321435979720462,0.4891,0.596,0.96
405,2026-05-01,SF,TB,1,1,-140.0,105.0,0.7142857142857143,1.05,0.5833333333333334,0.4878048780487805,1.071138211382114,0.5445920303605313,0.4554079696394686,0.480742718458304,0.4849,0.6492,0.93
406,2026-05-01,TOR,MIN,1,1,-105.0,-125.0,0.9523809523809523,0.8,0.5121951219512195,0.5555555555555556,1.067750677506775,0.4796954314720812,0.5203045685279188,0.5335360493414595,0.4692,0.6727,0.97
407,2026-05-01,KC,SEA,1,0,-160.0,125.0,0.625,1.25,0.6153846153846154,0.4444444444444444,1.0598290598290598,0.5806451612903226,0.4193548387096774,0.5407452078909123,0.4692,0.6647,0.95
408,2026-05-01,ARI,CHC,1,0,-170.0,130.0,0.5882352941176471,1.3,0.6296296296296297,0.43478260869565216,1.0644122383252819,0.5915279878971256,0.40847201210287437,0.5387614049141454,0.4891,0.6166,1.0
409,2026-05-01,CLE,OAK,1,0,-115.0,-115.0,0.8695652173913043,0.8695652173913043,0.5348837209302325,0.5348837209302325,1.069767441860465,0.5,0.5,0.44200003600302046,0.4891,0.5919,0.93
410,2026-05-01,CWS,SD,1,1,-115.0,-115.0,0.8695652173913043,0.8695652173913043,0.5348837209302325,0.5348837209302325,1.069767441860465,0.5,0.5,0.4643188247129609,0.4891,0.6355,0.95
411,2026-05-01,BAL,NYY,1,0,-110.0,-120.0,0.9090909090909091,0.8333333333333334,0.5238095238095238,0.5454545454545454,1.0692640692640691,0.48987854251012153,0.5101214574898786,0.4222818104037616,0.4891,0.6093,1.02
412,2026-05-01,HOU,BOS,1,1,100.0,-130.0,1.0,0.7692307692307693,0.5,0.5652173913043478,1.0652173913043477,0.4693877551020409,0.5306122448979592,0.4718384289078107,0.4692,0.6889,1.05
413,2026-05-02,TEX,DET,1,0,-130.0,100.0,0.7692307692307693,1.0,0.5652173913043478,0.5,1.0652173913043477,0.5306122448979592,0.4693877551020409,0.4823697889453362,0.6489,0.4595,0.98
414,2026-05-02,ARI,CHC,1,1,-155.0,120.0,0.6451612903225806,1.2,0.6078431372549019,0.45454545454545453,1.0623885918003564,0.5721476510067114,0.4278523489932886,0.549529517363666,0.6546,0.4391,1.0
415,2026-05-02,LAD,STL,1,1,-105.0,-120.0,0.9523809523809523,0.8333333333333334,0.5121951219512195,0.5454545454545454,1.057649667405765,0.48427672955974843,0.5157232704402516,0.46802554692060566,0.3797,0.9713,0.97
416,2026-05-02,MIL,WSH,1,0,-145.0,115.0,0.6896551724137931,1.15,0.5918367346938775,0.46511627906976744,1.056953013763645,0.5599461158509206,0.4400538841490795,0.4333873248647225,0.413,0.7986,0.97
417,2026-05-02,SF,TB,1,1,-165.0,125.0,0.6060606060606061,1.25,0.6226415094339622,0.4444444444444444,1.0670859538784065,0.5834970530451867,0.4165029469548134,0.4447996758784935,0.4692,0.6765,0.93
418,2026-05-02,NYM,LAA,1,0,-145.0,110.0,0.6896551724137931,1.1,0.5918367346938775,0.47619047619047616,1.0680272108843538,0.554140127388535,0.4458598726114649,0.4565379947350775,0.6168,0.5263,0.99
419,2026-05-02,BAL,NYY,1,1,-115.0,-110.0,0.8695652173913043,0.9090909090909091,0.5348837209302325,0.5238095238095238,1.0586932447397563,0.5052301255230125,0.4947698744769875,0.38729753647757253,0.4303,0.7814,1.02
420,2026-05-02,CLE,OAK,1,0,120.0,-155.0,1.2,0.6451612903225806,0.45454545454545453,0.6078431372549019,1.0623885918003564,0.4278523489932886,0.5721476510067114,0.37850527979402315,0.4063,0.8735,0.93
421,2026-05-02,HOU,BOS,1,0,-115.0,-115.0,0.8695652173913043,0.8695652173913043,0.5348837209302325,0.5348837209302325,1.069767441860465,0.5,0.5,0.5023651569059701,0.413,0.8435,1.05
422,2026-05-02,TOR,MIN,1,0,-135.0,105.0,0.7407407407407407,1.05,0.574468085106383,0.4878048780487805,1.0622729631551635,0.5407914020517831,0.4592085979482169,0.5839074640673079,0.4891,0.6166,0.97
423,2026-05-02,CIN,PIT,1,0,-120.0,-105.0,0.8333333333333334,0.9523809523809523,0.5454545454545454,0.5121951219512195,1.057649667405765,0.5157232704402516,0.48427672955974843,0.5066812214977634,0.4692,0.6713,0.96
424,2026-05-02,PHI,MIA,1,1,-115.0,-115.0,0.8695652173913043,0.8695652173913043,0.5348837209302325,0.5348837209302325,1.069767441860465,0.5,0.5,0.38117382010209117,0.4692,0.6615,0.95
425,2026-05-02,CWS,SD,1,1,-120.0,-105.0,0.8333333333333334,0.9523809523809523,0.5454545454545454,0.5121951219512195,1.057649667405765,0.5157232704402516,0.48427672955974843,0.4692982077645522,0.4891,0.6106,0.95
426,2026-05-02,KC,SEA,1,0,-130.0,100.0,0.7692307692307693,1.0,0.5652173913043478,0.5,1.0652173913043477,0.5306122448979592,0.4693877551020409,0.49658346214719834,0.5543,0.5521,0.95
427,2026-05-02,ATL,COL,1,0,-125.0,-105.0,0.8,0.9523809523809523,0.5555555555555556,0.5121951219512195,1.067750677506775,0.5203045685279188,0.4796954314720812,0.4370413918923849,0.4891,0.6231,1.22
