season,date,game_pk,away,home,event_id,commence_time,snapshot_ts,book,over_price,under_price,n_books_0_5,cons_over_devig,fanduel_over_devig,nrfi_prob,fi_total_runs
2024,2024-05-22,745173,BAL,STL,a1a578caa7499bf55e997b9d9962aad0,2024-05-22T17:15:00Z,2024-05-22T16:10:38Z,superbook,-115,-115,1,0.500000,,0.4478,0
2024,2024-05-22,745576,TEX,PHI,20acb18a4796125a99e9131b22e4c87d,2024-05-22T22:40:00Z,2024-05-22T21:35:38Z,superbook,-135,105,1,0.540791,,0.4368,1
2024,2024-05-22,745661,COL,OAK,a473374c3df0b525c5894c549e1dc90a,2024-05-23T01:40:00Z,2024-05-23T00:35:38Z,betrivers,120,-148,3,0.448137,,0.447,2
2024,2024-05-22,746143,ARI,LAD,3f9840df9d25e14681836c5b931a943d,2024-05-23T02:10:00Z,2024-05-23T01:05:38Z,betrivers,-120,-104,3,0.507887,,0.4332,0
2024,2024-05-23,746714,SD,CIN,00e1df982e706c53445c84b8ddfc8331,2024-05-23T17:10:00Z,2024-05-23T16:05:38Z,superbook,-130,100,1,0.530612,,0.416,3
2024,2024-05-23,746792,BAL,CWS,281289c410b7bddb2ae5d7cd380dfc23,2024-05-23T23:40:00Z,2024-05-23T22:35:39Z,betrivers,100,-124,3,0.476283,,0.4141,1
2024,2024-05-23,746874,ATL,CHC,3c4b314d6d35e3bdebe37c72cf144ff9,2024-05-23T18:20:00Z,2024-05-23T17:15:38Z,betrivers,-122,100,3,0.515737,,0.4377,0
2024,2024-05-24,745087,KC,TB,7de32dccaaa763ef3ae2ef771f6f6112,2024-05-24T22:50:00Z,2024-05-24T21:45:39Z,betrivers,-107,-117,3,0.486205,,0.4365,1
2024,2024-05-24,746227,CLE,LAA,046bf27f11e690f51e2c643c28888d3f,2024-05-25T01:38:00Z,2024-05-25T00:35:38Z,betrivers,106,-130,3,0.464485,,0.4189,1
2024,2024-05-24,746475,TOR,DET,51edba488bbdfcf89fd0f227ea117144,2024-05-24T22:40:00Z,2024-05-24T21:35:39Z,superbook,-105,-125,1,0.479695,,0.4498,0
2024,2024-05-24,746713,LAD,CIN,902956a4412dbbf31ea2d006ad230ccb,2024-05-24T23:10:00Z,2024-05-24T22:05:38Z,superbook,-130,100,1,0.530612,,0.4226,3
2024,2024-05-25,746470,TOR,DET,4ec5a160c2f56f7c5ed2a652cede9986,2024-05-25T17:10:00Z,2024-05-25T16:05:38Z,superbook,-115,-115,1,0.500000,,0.427,2
2024,2024-05-25,746958,MIL,BOS,6fc778517f6b2e03c2086d7dd5aaa7b1,2024-05-25T20:10:00Z,2024-05-25T19:05:38Z,superbook,-125,-105,1,0.520305,,0.4422,0
2024,2024-05-26,746230,CLE,LAA,abb9f1dc63b902882b28aabba6b39fc3,2024-05-26T20:07:00Z,2024-05-26T19:05:38Z,superbook,-105,-125,1,0.479695,,0.4485,0
2024,2024-05-26,746711,LAD,CIN,02b57d190285843184cadfd0b63c50cb,2024-05-26T16:10:00Z,2024-05-26T15:05:38Z,betrivers,-117,-107,3,0.510401,,0.4175,0
2024,2024-05-26,747197,MIA,ARI,b66d6bd44d773dcb9da14f32e2ada171,2024-05-26T20:10:00Z,2024-05-26T19:05:38Z,superbook,-125,-105,1,0.520305,,0.4281,0
2024,2024-05-27,747118,WSH,ATL,a7d3a37b15eea50668ef4e474602f4a9,2024-05-27T20:10:00Z,2024-05-27T19:05:38Z,superbook,-125,-105,1,0.520305,,0.4489,4
2024,2024-05-28,745091,OAK,TB,016a926dbd44fe69eb3771cde162d4f7,2024-05-28T22:50:00Z,2024-05-28T21:45:38Z,betrivers,-104,-121,3,0.474515,,0.4145,0
2024,2024-05-28,745337,PHI,SF,54352a7fdf7d55a12075b2a83301fa62,2024-05-29T01:45:00Z,2024-05-29T00:40:38Z,betrivers,118,-148,3,0.439546,,0.4293,0
2024,2024-05-28,746709,STL,CIN,61b01379ce18e8208fddd786c0cdb4b7,2024-05-28T22:40:00Z,2024-05-28T21:35:38Z,superbook,-115,-115,1,0.500000,,0.4433,0
2024,2024-05-29,745084,OAK,TB,dba6a410b90549b5d17ee6549eff6137,2024-05-29T22:50:00Z,2024-05-29T21:45:38Z,betrivers,112,-137,3,0.459459,,0.4313,0
2024,2024-05-29,745817,LAD,NYM,4741db419825e611134a2520c89da314,2024-05-29T20:10:00Z,2024-05-29T19:05:38Z,betrivers,-129,104,3,0.536733,,0.437,0
2024,2024-05-29,746228,NYY,LAA,a6505bccd18d4fba8f82f7d88cd57f85,2024-05-30T01:38:00Z,2024-05-30T00:35:38Z,betrivers,-112,-113,3,0.495929,,0.4372,0
2024,2024-05-31,745331,NYY,SF,453166dfb37e2788ab7b72788545ed52,2024-06-01T02:15:00Z,2024-06-01T01:10:38Z,betrivers,-105,-120,3,0.475921,,0.4486,0
2024,2024-05-31,745574,STL,PHI,ade74f4a92269ebbfe55e21abd50856d,2024-05-31T22:40:00Z,2024-05-31T21:35:38Z,betrivers,-108,-115,3,0.488282,,0.4218,0
2024,2024-05-31,745820,ARI,NYM,42f7d1011cc14f22dceb27d4d50b0d18,2024-05-31T23:10:00Z,2024-05-31T22:05:38Z,betrivers,114,-141,3,0.445842,,0.447,7
2024,2024-05-31,746059,TEX,MIA,830263efcd5f2f9d79a61bd78a12ea28,2024-05-31T23:10:00Z,2024-05-31T22:05:38Z,superbook,-120,-110,1,0.510121,,0.4323,0
2024,2024-05-31,746955,DET,BOS,fa6c5d13755ce7b4cb3ecd068765fe88,2024-05-31T23:10:00Z,2024-05-31T22:05:38Z,superbook,-110,-120,1,0.489879,,0.4401,1
2024,2024-05-31,747116,OAK,ATL,45bd48170e46f4e13b06e1ca9e3365e5,2024-05-31T23:20:00Z,2024-05-31T22:15:38Z,superbook,-110,-120,1,0.489879,,0.4204,1
2024,2024-06-01,745812,ARI,NYM,0b7a2ae162da38b96073f1df99f6a7a4,2024-06-01T20:10:00Z,2024-06-01T19:05:38Z,superbook,-105,-125,1,0.479695,,0.4443,0
2024,2024-06-01,746138,COL,LAD,43bc2762fc7c60dde73bb6b132143139,2024-06-02T02:10:00Z,2024-06-02T01:05:37Z,betrivers,100,-127,3,0.471085,,0.432,0
