season,date,game_pk,away,home,event_id,commence_time,snapshot_ts,book,over_price,under_price,n_books_0_5,cons_over_devig,fanduel_over_devig,nrfi_prob,fi_total_runs
2024,2024-06-08,746223,HOU,LAA,761748394aea75d292c6dbacca92e4fb,2024-06-09T02:07:00Z,2024-06-09T01:05:37Z,betrivers,100,-122,2,0.483137,,0.337004,0
2024,2024-06-09,744849,ATL,WSH,e684d9da0e5727963b6585a3ac90391d,2024-06-09T17:35:00Z,2024-06-09T16:30:37Z,betrivers,-129,104,2,0.527504,,0.342084,0
2024,2024-06-09,745167,COL,STL,dfc98247b8cf1b222d68bd972305c3d5,2024-06-09T18:15:00Z,2024-06-09T17:10:37Z,betrivers,-104,-121,2,0.480932,,0.394698,0
2024,2024-06-09,745571,NYM,PHI,1627b9c566f6da24eb4c1b0246439027,2024-06-09T14:10:00Z,2024-06-09T13:05:37Z,betrivers,-167,133,2,0.588277,,0.322034,1
2024,2024-06-09,745651,TOR,OAK,0d4b022234a90ff628666a4627b3732a,2024-06-09T20:07:00Z,2024-06-09T19:05:37Z,superbook,-105,-125,1,0.479695,,0.367239,0
2024,2024-06-09,746787,BOS,CWS,1095d64125d6c356300fe68c6d6586f0,2024-06-09T18:10:00Z,2024-06-09T17:05:37Z,superbook,-125,-105,1,0.520305,,0.381305,0
2024,2024-06-11,746139,TEX,LAD,a7544b3232e7cab17f31cecde2ac70bc,2024-06-12T02:10:00Z,2024-06-12T01:05:38Z,betrivers,-114,-109,2,0.502651,,0.403541,3
2024,2024-06-11,746702,CLE,CIN,042230b6c80e91ae20cfedc897491bd4,2024-06-11T23:10:00Z,2024-06-11T22:05:39Z,superbook,-120,-110,1,0.510121,,0.346724,1
2024,2024-06-11,747190,LAA,ARI,90008c3af7f7691fc6203b9fcaaa18cd,2024-06-12T01:40:00Z,2024-06-12T00:35:38Z,superbook,-125,-105,1,0.520305,,0.357671,0
2024,2024-06-12,745328,HOU,SF,53aa23ddf164f3c48e15bd87c64e1f88,2024-06-12T19:45:00Z,2024-06-12T18:40:38Z,betrivers,120,-150,2,0.433858,,0.406455,0
2024,2024-06-12,746137,TEX,LAD,d8a2dcef8704d64ab3118a9a16e72706,2024-06-13T02:10:00Z,2024-06-13T01:05:37Z,superbook,-115,-115,1,0.500000,,0.397559,1
2024,2024-06-13,745809,MIA,NYM,16bae2ebcbb0cdad74cc04c09c0fe4c0,2024-06-13T23:10:00Z,2024-06-13T22:05:38Z,betrivers,-121,-104,2,0.503855,,0.401974,0
2024,2024-06-13,746136,TEX,LAD,adc43306bd6f7da50da4d7639a6ed7ab,2024-06-14T02:10:00Z,2024-06-14T01:05:38Z,betrivers,-124,100,2,0.512712,,0.403996,2
2024,2024-06-14,746545,PIT,COL,ae2579f7c9fc6da9bb13937e1e30f88a,2024-06-15T00:40:00Z,2024-06-14T23:35:38Z,betrivers,-136,110,2,0.555432,,0.33043,1
2024,2024-06-15,745329,LAA,SF,b242578ca6af354d80086ed102b6396a,2024-06-15T20:05:00Z,2024-06-15T19:00:37Z,betmgm,105,-135,4,0.455417,,0.403934,2
2024,2024-06-15,745805,SD,NYM,1e0d474779abd4d64d107761b2191753,2024-06-15T20:10:00Z,2024-06-15T19:05:38Z,betmgm,-110,-115,3,0.494883,,0.405416,0
2024,2024-06-15,746135,KC,LAD,540a1401adf1b0761a1327923d867005,2024-06-16T01:10:00Z,2024-06-16T00:05:37Z,fanduel,-115,-111,4,0.492032,0.504155,0.404578,0
2024,2024-06-15,747024,PHI,BAL,bae11c37889b4aeca6b6f716905c3f78,2024-06-15T20:05:00Z,2024-06-15T19:00:37Z,betmgm,-110,-115,4,0.500018,,0.405407,1
2024,2024-06-15,747187,CWS,ARI,ccf476efceebf5d066c69562727a7587,2024-06-16T02:10:00Z,2024-06-16T01:05:37Z,fanduel,-111,-115,5,0.483734,0.495845,0.381204,1
2024,2024-06-16,745321,LAA,SF,bca69cf496cd394ced5bc3eb7e19d8a3,2024-06-16T20:05:00Z,2024-06-16T19:00:37Z,fanduel,-106,-120,4,0.488751,0.485429,0.40015,1
2024,2024-06-16,746130,KC,LAD,002948aa8435cf3d8b7cd9c04b4f7ac4,2024-06-16T20:10:00Z,2024-06-16T19:05:37Z,fanduel,-102,-125,4,0.482498,0.476141,0.40857,0
2024,2024-06-16,746546,PIT,COL,98ee00644f320c4db6cd24102382f237,2024-06-16T19:10:00Z,2024-06-16T18:05:37Z,fanduel,-162,126,4,0.585244,0.582882,0.322034,0
2024,2024-06-16,747109,TB,ATL,a4526ed83b9f472d381573b905870d20,2024-06-16T17:35:00Z,2024-06-16T16:30:37Z,fanduel,-108,-118,4,0.502477,0.489602,0.3501,2
2024,2024-06-17,745567,SD,PHI,46260056867e4b2ab4811e9acf606b7a,2024-06-17T22:40:00Z,2024-06-17T21:35:38Z,fanduel,-128,100,4,0.521346,0.528926,0.35149,0
2024,2024-06-17,746543,LAD,COL,a90aea369a75a915a65549e87d94f696,2024-06-18T00:40:00Z,2024-06-17T23:35:37Z,fanduel,-174,136,4,0.593291,0.599790,0.322034,1
2024,2024-06-18,746217,MIL,LAA,4b25a99195735b58f480f4f4819bec32,2024-06-19T01:38:00Z,2024-06-19T00:35:38Z,fanduel,-125,-102,3,0.513070,0.523859,0.327813,1
2024,2024-06-18,746542,LAD,COL,3118298cca89fe6f0f98c31e7e537912,2024-06-19T00:40:00Z,2024-06-18T23:35:38Z,fanduel,-146,114,4,0.558557,0.559487,0.322034,4
2024,2024-06-18,747107,DET,ATL,84a454f9897123d2b5e74066bdea3a63,2024-06-18T23:20:00Z,2024-06-18T22:15:38Z,fanduel,-122,-104,4,0.511166,0.518759,0.322034,2
2024,2024-06-19,744842,ARI,WSH,566993af6d4e817640f3b024a324a381,2024-06-19T20:05:00Z,2024-06-19T19:00:38Z,fanduel,-136,106,4,0.532547,0.542777,0.393967,0
2024,2024-06-19,746219,MIL,LAA,94252860b754b41d109115127629ce63,2024-06-20T01:38:00Z,2024-06-20T00:35:37Z,fanduel,-104,-122,5,0.472559,0.481241,0.40472,1
2024,2024-06-19,746538,LAD,COL,78379eabe25470bf193b7b321544c3b5,2024-06-20T00:40:00Z,2024-06-19T23:35:38Z,fanduel,-146,114,4,0.546732,0.559487,0.322034,3
2024,2024-06-20,746539,LAD,COL,e9460e2aeda55e1f1d6bd3db1fcd1f16,2024-06-20T19:10:00Z,2024-06-20T18:05:37Z,fanduel,-162,126,4,0.585072,0.582882,0.398321,1
