date,game_pk,away,home,away_pitcher,home_pitcher,away_pitcher_q,home_pitcher_q,away_batting_q,home_batting_q,park_factor,away_lambda,home_lambda,lambda_total,nrfi_prob,yrfi_prob,over_1_5_prob,pick_side,pick_strength,data_points,nrfi_prob_raw,yrfi_prob_raw,pick_side_raw,pick_strength_raw,away_era,home_era,away_whip,home_whip,away_fip,home_fip,away_bb9,home_bb9,away_hr9,home_hr9,away_k9,home_k9,away_obp,home_obp,away_slg,home_slg,away_rpg,home_rpg,away_fi_era,home_fi_era,away_fi_whip,home_fi_whip,away_fi_ip,home_fi_ip,away_top3_obp,home_top3_obp,away_top3_slg,home_top3_slg,away_top3_iso,home_top3_iso,away_top3_n,home_top3_n,away_top3c_obp,home_top3c_obp,away_top3c_slg,home_top3c_slg,away_top3c_iso,home_top3c_iso,away_top3c_n,home_top3c_n,away_top3c_source,home_top3c_source,away_p_last5_game_nrfi,home_p_last5_game_nrfi,away_p_last5_pitcher_nrfi,home_p_last5_pitcher_nrfi,away_p_last5_n,home_p_last5_n,away_p_last10_game_nrfi,home_p_last10_game_nrfi,away_p_last10_pitcher_nrfi,home_p_last10_pitcher_nrfi,away_p_last10_n,home_p_last10_n,fi_park_nrfi_rate,wx_temp_c,wx_wind_kmh,wx_wind_deg,wx_humidity,wx_is_dome,wx_wind_out,wx_wind_cross,away_era_blend,home_era_blend,away_fip_blend,home_fip_blend,away_hr9_blend,home_hr9_blend,away_bb9_blend,home_bb9_blend,away_k9_blend,home_k9_blend,away_whip_blend,home_whip_blend,away_blend_source,home_blend_source,away_current_ip,home_current_ip,away_current_starts,home_current_starts,fi_away_runs,fi_home_runs,fi_total_runs,actual_side,graded_result
2022-04-29,661535,LAA,CWS,Jimmy Herget,Lucas Giolito,avg,ltd,live,live,0.9800,0.4198,0.5059,0.9256,0.3963,0.6037,0.2369,YRFI,LEAN,3,0.3963,0.6037,YRFI,LEAN,4.2000,3.6975,1.2500,1.1375,4.2000,3.8169,3.0000,2.7197,1.2000,1.3227,8.9000,9.8386,0.3107,0.3345,0.4076,0.4213,4.4619,4.8743,,,,,,,0.3564,0.3503,0.4423,0.4557,0.1733,0.1877,3,3,0.4659,0.3086,0.6923,0.4410,0.3357,0.1863,3,3,current,current,,0.4000,,1.0000,0,5,,0.5000,,0.9000,0,10,0.5180,12.6000,26.2000,108,66,0,-8.0962,-24.9177,4.2000,2.8743,4.2000,2.9875,1.2000,0.8995,3.0000,3.6494,8.9000,12.0903,1.2500,1.1735,prior,blend,0,8.0,0,2,2,1,3,YRFI,WIN
2022-04-29,661911,ATL,TEX,Ian Anderson,Garrett Richards,ltd,ltd,live,live,1.0700,0.5993,0.4860,1.0854,0.3378,0.6622,0.2956,YRFI,STRONG,4,0.3378,0.6622,YRFI,STRONG,3.7350,4.7025,1.2350,1.5125,4.0717,4.4598,3.5427,3.7236,1.1431,1.2416,8.7590,7.9243,0.3189,0.2960,0.4332,0.3783,4.8679,3.9082,,,,,,,0.3690,0.3427,0.5354,0.4788,0.2481,0.2111,2,3,0.3989,0.2709,0.5500,0.3043,0.2500,0.0924,3,3,current,current,0.2000,0.4000,0.6000,0.8000,5,5,0.2000,0.3000,0.5000,0.6000,10,10,0.5552,,,,,1,0.0000,0.0000,4.6230,4.7025,4.7135,4.4598,1.2534,1.2416,4.8933,3.7236,8.4075,7.9243,1.3763,1.5125,blend,prior,13.333333333333334,0,3,0,2,0,2,YRFI,WIN
2022-04-29,662741,NYY,KC,Nestor Cortes,Kris Bubic,ltd,ltd,live,live,0.9600,0.5206,0.4127,0.9334,0.3932,0.6068,0.2398,YRFI,LEAN,4,0.3932,0.6068,YRFI,LEAN,3.2250,4.3725,1.1225,1.3475,3.7863,4.7308,2.5645,3.8135,1.3161,1.4423,9.7008,8.1442,0.3217,0.3070,0.4076,0.3975,4.3941,4.2528,,,,,,,0.3141,0.3265,0.3899,0.3846,0.1555,0.1082,3,3,0.4024,0.2527,0.6957,0.2213,0.4058,0.0410,1,2,current,current,0.8000,0.0000,0.8000,0.4000,5,5,0.8000,0.1000,0.8000,0.5000,10,10,0.5376,22.1000,17.4000,158,78,0,6.2356,-16.2443,1.9240,5.6682,2.2362,5.4742,0.8514,1.3985,2.0374,5.2657,12.6216,7.6638,0.8577,1.5302,blend,blend,15.666666666666666,7.0,3,3,3,1,4,YRFI,WIN
2022-04-29,661209,CHC,MIL,Kyle Hendricks,Adrian Houser,ltd,ltd,live,live,1.0300,0.4830,0.5258,1.0088,0.3647,0.6353,0.2675,YRFI,STRONG,4,0.3647,0.6353,YRFI,STRONG,4.6275,3.4650,1.3250,1.2725,4.5062,4.1034,2.3909,3.7901,1.4561,0.8700,7.1104,7.2127,0.3125,0.3171,0.4076,0.3975,4.3602,4.5466,,,,,,,0.3391,0.3443,0.4624,0.4376,0.2011,0.1766,3,3,0.3182,0.2821,0.3855,0.3413,0.1285,0.1346,3,3,current,current,0.6000,0.4000,0.8000,0.8000,5,5,0.5000,0.4000,0.6000,0.8000,10,10,0.5489,,,,,1,0.0000,0.0000,4.1038,3.4998,3.4425,3.5280,0.6318,0.3364,3.6863,3.9855,8.1673,6.3889,1.3673,1.2920,blend,blend,20.333333333333332,15.333333333333334,4,3,0,0,0,NRFI,LOSS
2022-04-29,662037,ARI,STL,Madison Bumgarner,Adam Wainwright,ltd,ltd,live,live,0.9700,0.3677,0.4667,0.8344,0.4341,0.5659,0.2036,PASS,NO EDGE,4,0.4341,0.5659,PASS,NO EDGE,4.5525,3.3375,1.1975,1.1075,4.3042,3.6479,2.5518,2.3876,1.4088,0.9878,7.9540,7.9237,0.3098,0.3134,0.3847,0.4122,4.2133,4.3658,,,,,,,0.3232,0.3407,0.4217,0.4797,0.1766,0.1998,3,3,0.2877,0.3587,0.3906,0.3897,0.1797,0.1128,2,3,current,current,0.6000,0.4000,0.6000,0.6000,5,5,0.5000,0.4000,0.5000,0.6000,10,10,0.5786,22.0000,24.2000,137,53,0,-9.4557,-22.2762,1.9947,3.7740,4.1172,3.3077,0.7545,0.8780,4.3145,2.9020,6.9071,9.1878,1.2153,1.4972,blend,blend,18.0,21.0,4,4,0,1,1,YRFI,PASS
2022-04-29,663009,CIN,COL,Hunter Greene,Antonio Senzatela,avg,ltd,live,live,1.2200,0.5128,0.5992,1.1120,0.3289,0.6711,0.3054,YRFI,STRONG,3,0.3289,0.6711,YRFI,STRONG,4.2000,4.3650,1.2500,1.3175,4.2000,3.5767,3.0000,2.1328,1.2000,0.8186,8.9000,6.7625,0.3272,0.3171,0.4296,0.4140,4.8178,4.5781,,,,,,,0.3519,0.3205,0.4388,0.4029,0.1829,0.1414,3,3,0.2857,0.3553,0.3605,0.4779,0.1429,0.1765,3,3,current,current,0.6667,0.4000,0.6667,0.6000,3,5,0.6667,0.4000,0.6667,0.6000,3,10,0.4410,15.1000,22.1000,323,13,0,-15.8974,15.3519,4.7840,4.5570,4.5987,3.5624,1.6240,0.7420,3.5200,1.3553,9.7947,4.9558,1.3267,1.6815,blend,blend,13.666666666666666,13.333333333333334,3,3,0,0,0,NRFI,LOSS
2022-04-29,662405,CLE,OAK,Aaron Civale,Frankie Montas,ltd,ltd,live,live,0.9300,0.3732,0.4662,0.8394,0.4320,0.5680,0.2054,PASS,NO EDGE,4,0.4320,0.5680,PASS,NO EDGE,3.9300,3.5775,1.1525,1.1975,4.5474,3.4432,2.4361,2.8075,1.5510,1.0219,7.6098,9.6969,0.3043,0.3171,0.4076,0.4067,4.4280,4.5749,,,,,,,0.3437,0.2961,0.4301,0.3771,0.1684,0.1497,3,3,0.3378,0.3220,0.5000,0.3364,0.2250,0.0841,3,3,current,current,0.2000,0.6000,0.6000,0.8000,5,5,0.4000,0.5000,0.6000,0.8000,10,10,0.4749,17.9000,18.1000,257,57,0,16.8978,6.4865,6.0256,3.2877,4.7092,2.6246,1.6299,0.7336,3.2292,1.4774,8.4244,9.1293,1.4761,0.8160,blend,current,10.333333333333334,24.666666666666664,3,4,1,4,5,YRFI,PASS
2022-04-29,662699,DET,LAD,Tyler Alexander,Tyler Anderson,ltd,ltd,live,live,0.9700,0.4318,0.5038,0.9356,0.3923,0.6077,0.2406,YRFI,LEAN,4,0.3923,0.6077,YRFI,LEAN,3.9075,4.4436,1.2575,1.2467,4.2091,4.2635,2.5313,2.2924,1.3179,1.3959,7.7599,7.6640,0.3088,0.3290,0.4003,0.4277,4.3150,5.0664,,,,,,,0.3369,0.3792,0.4451,0.5104,0.1929,0.2107,3,3,0.3750,0.3529,0.4040,0.4163,0.1010,0.1435,3,3,current,current,0.4000,0.6000,0.4000,0.6000,5,5,0.6000,0.5000,0.6000,0.7000,10,10,0.4720,22.4000,17.2000,237,44,0,14.0894,9.8655,5.2245,4.4436,4.0055,4.2635,1.1507,1.3959,2.5988,2.2924,7.5359,7.6640,1.4345,1.2467,blend,prior,10.0,0,3,0,0,2,2,YRFI,WIN
2022-04-29,662081,WSH,SF,Aaron Sanchez,Alex Wood,ltd,ltd,live,live,0.9400,0.3864,0.4818,0.8683,0.4197,0.5803,0.2159,PASS,NO EDGE,4,0.4197,0.5803,PASS,NO EDGE,3.8666,3.9225,1.2734,1.1975,4.0366,3.3479,3.2475,2.6548,0.9990,0.9838,8.2468,9.6490,0.3354,0.3281,0.4167,0.4378,4.4675,4.9195,,,,,,,0.3709,0.3403,0.4688,0.4550,0.2006,0.1948,3,3,0.3207,0.2733,0.3248,0.2876,0.1026,0.0915,3,3,current,current,0.2000,0.6000,0.6000,0.8000,5,5,0.3750,0.6000,0.6250,0.9000,8,10,0.5133,16.4000,32.0000,278,57,0,9.3559,30.6018,3.8666,3.1136,4.0366,3.4458,0.9990,1.1398,3.2475,2.5727,8.2468,9.8769,1.2734,1.1909,prior,blend,0,14.333333333333332,0,3,1,0,1,YRFI,PASS
2022-04-30,662036,ARI,STL,Merrill Kelly,Miles Mikolas,ltd,ltd,live,live,0.9700,0.4232,0.4505,0.8736,0.4174,0.5826,0.2179,PASS,NO EDGE,4,0.4174,0.5826,PASS,NO EDGE,4.3800,4.2111,1.2800,1.2353,4.0206,4.2032,2.5016,2.7200,1.1972,1.2080,7.7788,7.9468,0.3098,0.3134,0.3847,0.4122,4.2133,4.3658,,,,,,,0.3212,0.3407,0.4433,0.4797,0.2133,0.1998,2,3,0.3182,0.3532,0.3818,0.3932,0.1818,0.1214,2,3,current,current,0.8000,0.4000,0.8000,0.6000,5,5,0.6000,0.3000,0.7000,0.7000,10,10,0.5786,23.2000,13.4000,211,65,0,10.4138,-8.4329,2.0824,1.5292,2.3150,2.2577,0.1756,0.1289,2.8869,1.7301,9.0609,7.3277,1.2677,0.9718,blend,blend,21.333333333333332,22.333333333333332,4,4,0,0,0,NRFI,PASS
2022-04-30,661825,HOU,TOR,Luis Garcia,José Berríos,ltd,ltd,live,live,1.0100,0.4328,0.5011,0.9339,0.3930,0.6070,0.2399,YRFI,LEAN,4,0.3930,0.6070,YRFI,LEAN,3.6600,3.6875,1.1975,1.1062,3.6796,3.4260,2.9260,2.3378,1.1269,1.0763,9.4929,9.4231,0.3372,0.3290,0.4415,0.4616,5.2528,5.1568,,,,,,,0.3244,0.3682,0.4099,0.5436,0.1615,0.2471,3,3,0.3155,0.3092,0.3919,0.4458,0.1554,0.1875,3,3,current,current,0.6000,0.2000,1.0000,0.6000,5,5,0.4000,0.4000,0.8000,0.8000,10,10,0.5161,,,,,1,0.0000,0.0000,4.2464,4.5833,4.2364,4.3869,1.5007,1.3670,2.5324,3.1434,8.5840,7.9128,1.0471,1.4550,blend,blend,15.666666666666668,18.333333333333332,3,4,0,1,1,YRFI,WIN
2022-04-30,662084,WSH,SF,Joan Adon,Logan Webb,avg,ltd,live,live,0.9400,0.3404,0.4863,0.8267,0.4375,0.5625,0.2008,PASS,NO EDGE,3,0.4375,0.5625,PASS,NO EDGE,4.2000,3.3225,1.2500,1.1450,4.2000,2.9142,3.0000,2.3908,1.2000,0.7102,8.9000,9.4262,0.3354,0.3281,0.4167,0.4378,4.4675,4.9195,,,,,,,0.3750,0.3559,0.4619,0.4760,0.1950,0.2104,3,2,0.3890,0.2973,0.4250,0.3293,0.1333,0.1037,3,3,current,current,0.6000,0.6000,0.6000,0.6000,5,5,0.6000,0.4000,0.6000,0.6000,5,10,0.5133,14.6000,37.5000,267,84,0,17.6052,33.1105,6.3520,2.9686,5.3493,2.8550,1.7120,0.3789,4.2800,1.8638,7.7773,6.3714,1.5633,1.1105,blend,current,19.333333333333332,24.333333333333332,4,4,0,0,0,NRFI,PASS
2022-04-30,661534,LAA,CWS,José Suarez,Vince Velasquez,ltd,ltd,live,live,0.9800,0.5979,0.5003,1.0981,0.3335,0.6665,0.3003,YRFI,STRONG,4,0.3335,0.6665,YRFI,STRONG,3.8625,5.7653,1.2350,1.4245,3.9943,5.3343,3.2271,4.2912,1.0569,1.9622,8.0736,9.5243,0.3107,0.3345,0.4076,0.4213,4.4619,4.8743,,,,,,,0.3564,0.3530,0.4423,0.5134,0.1733,0.2016,3,3,0.4555,0.2609,0.6815,0.3910,0.3312,0.1504,3,3,current,current,0.4000,0.2000,0.8000,0.4000,5,5,0.4000,0.1000,0.7000,0.3000,10,10,0.5180,16.9000,28.6000,157,91,0,14.7301,-24.5150,4.7340,6.2379,4.7692,5.6218,1.2273,2.1003,4.7890,4.7514,7.8353,9.6326,1.3928,1.6207,blend,blend,13.0,12.0,3,3,0,1,1,YRFI,WIN
2022-04-30,662393,CLE,OAK,Shane Bieber,Cole Irvin,ltd,ltd,live,live,0.9300,0.4084,0.4031,0.8114,0.4442,0.5558,0.1953,PASS,NO EDGE,4,0.4442,0.5558,PASS,NO EDGE,3.4275,4.2300,1.2200,1.3100,3.1723,4.1119,3.0655,2.3418,1.0718,1.1717,11.6273,6.9625,0.3043,0.3171,0.4076,0.4067,4.4280,4.5749,,,,,,,0.3518,0.3247,0.4418,0.3849,0.1729,0.1514,2,3,0.4181,0.3280,0.5538,0.3234,0.2256,0.0719,3,3,current,current,0.8000,0.6000,1.0000,0.6000,5,5,0.6000,0.6000,1.0000,0.8000,10,10,0.4749,16.1000,26.3000,261,82,0,23.8359,11.1149,2.8856,3.4440,2.9877,4.7949,0.8343,1.5962,2.1270,2.1122,9.1602,5.9683,0.9301,1.1347,blend,blend,22.333333333333332,21.666666666666664,4,4,0,0,0,NRFI,PASS
2022-04-30,661906,MIN,TB,Chris Archer,Shane McClanahan,avg,ltd,live,live,0.9300,0.3913,0.4849,0.8763,0.4163,0.5837,0.2188,PASS,NO EDGE,3,0.4163,0.5837,PASS,NO EDGE,4.2000,3.6225,1.2500,1.2650,4.2000,3.4420,3.0000,2.7788,1.2000,1.0677,8.9000,9.9565,0.3143,0.3207,0.4222,0.4277,4.4958,5.2189,,,,,,,0.3119,0.3463,0.4470,0.4605,0.2032,0.2012,3,3,0.3264,0.3404,0.3675,0.4498,0.1506,0.1818,3,3,current,current,0.6000,0.6000,0.8000,0.6000,5,5,0.3750,0.6000,0.7500,0.7000,8,10,0.5016,,,,,1,0.0000,0.0000,3.7360,2.5947,4.6613,2.3010,1.3760,0.8481,3.8000,2.1335,8.4653,12.3548,1.2833,0.9918,blend,blend,11.333333333333332,22.0,3,4,1,0,1,YRFI,PASS
2022-04-30,661389,SEA,MIA,Robbie Ray,Jesús Luzardo,ltd,ltd,live,live,0.9500,0.5442,0.3870,0.9312,0.3941,0.6059,0.2390,YRFI,LEAN,4,0.3941,0.6059,YRFI,LEAN,3.1800,6.0089,1.0925,1.5215,3.7207,5.0154,2.5677,4.1569,1.4535,1.7196,10.8941,9.1808,0.3043,0.2997,0.3875,0.3756,4.3150,3.8969,,,,,,,0.3631,0.3199,0.4621,0.4190,0.1799,0.1843,3,3,0.3365,0.3511,0.3786,0.3289,0.1456,0.1118,3,3,current,current,0.0000,0.8000,0.8000,0.8000,5,5,0.2000,0.5000,0.7000,0.6000,10,10,0.4425,,,,,1,0.0000,0.0000,3.9079,4.7238,4.6789,2.9172,1.4211,0.7337,2.8421,4.2936,6.3947,12.1972,1.1842,1.3692,current,blend,25.333333333333332,14.333333333333332,4,3,0,0,0,NRFI,LOSS
2022-04-30,662288,SD,PIT,Sean Manaea,JT Brubaker,ltd,ltd,live,live,0.9600,0.4993,0.3871,0.8864,0.4121,0.5879,0.2226,YRFI,LEAN,4,0.4121,0.5879,YRFI,LEAN,3.9825,5.0700,1.2350,1.2800,3.6263,4.7046,2.2952,2.8169,1.2422,1.8230,9.5366,9.2415,0.3207,0.3098,0.4021,0.3682,4.4958,3.8178,,,,,,,0.3387,0.3508,0.4566,0.4557,0.1933,0.1756,3,3,0.3556,0.3301,0.4054,0.3871,0.1532,0.1290,3,3,current,current,0.2000,0.2000,0.4000,0.4000,5,5,0.4000,0.3000,0.6000,0.4000,10,10,0.5322,16.9000,5.0000,90,44,0,-4.5315,-2.1131,3.5055,5.9204,3.7351,4.7204,1.1628,1.4249,3.0330,5.0492,9.2758,9.6934,1.0423,1.4949,blend,blend,23.333333333333332,15.333333333333332,4,4,0,1,1,YRFI,WIN
2022-04-30,663364,BOS,BAL,Nathan Eovaldi,Spenser Watkins,ltd,ltd,live,live,1.0600,0.6413,0.3801,1.0214,0.3601,0.6399,0.2721,YRFI,STRONG,4,0.3601,0.6399,YRFI,STRONG,3.8625,5.9480,1.2050,1.4533,3.0043,5.1115,2.0474,3.0700,0.8560,1.7080,9.4532,7.5052,0.3272,0.3052,0.4460,0.4030,5.0607,4.1003,,,,,,,0.3505,0.3233,0.5021,0.4849,0.2269,0.2195,3,3,0.3347,0.3278,0.4292,0.3568,0.1327,0.1362,3,3,current,current,0.6000,0.0000,0.6000,0.2000,5,5,0.5000,0.3000,0.7000,0.4000,10,10,0.5086,14.7000,9.8000,174,43,0,7.7225,-6.0335,3.3950,4.2950,5.1672,5.5455,2.6341,1.5398,1.3530,3.9936,9.9004,5.4025,1.1207,1.3376,blend,blend,21.666666666666668,13.0,4,3,1,0,1,YRFI,WIN
2022-04-30,661901,ATL,TEX,Bryce Elder,Dane Dunning,avg,ltd,live,live,1.0700,0.5206,0.4736,0.9941,0.3700,0.6300,0.2621,YRFI,STRONG,3,0.3700,0.6300,YRFI,STRONG,4.2000,4.4325,1.2500,1.3925,4.2000,3.8230,3.0000,3.2265,1.2000,1.0487,8.9000,8.7907,0.3189,0.2960,0.4332,0.3783,4.8679,3.9082,,,,,,,0.3743,0.3561,0.5478,0.4903,0.2613,0.2164,3,3,0.3934,0.3008,0.5513,0.3419,0.2564,0.0940,2,3,current,current,0.6667,0.4000,0.6667,0.4000,3,5,0.6667,0.4000,0.6667,0.5000,3,10,0.5552,,,,,1,0.0000,0.0000,4.2560,4.7820,5.0347,4.2928,1.2160,1.3597,5.2000,3.7404,7.6387,9.1842,1.5167,1.5713,blend,blend,14.666666666666668,18.333333333333332,3,4,0,1,1,YRFI,WIN
2022-04-30,662591,PHI,NYM,Kyle Gibson,Taijuan Walker,ltd,ltd,live,live,0.9600,0.4659,0.4196,0.8855,0.4125,0.5875,0.2222,YRFI,LEAN,4,0.4125,0.5875,YRFI,LEAN,3.8337,4.4025,1.2288,1.1975,3.7995,4.3703,3.1236,3.0849,0.9305,1.4038,7.9736,8.4231,0.3180,0.3153,0.4085,0.3929,4.5240,3.9703,,,,,,,0.3743,0.3656,0.5251,0.4360,0.2404,0.1596,3,3,0.3140,0.3507,0.4038,0.4409,0.1690,0.1773,3,3,current,current,0.0000,0.6000,0.6000,0.8000,5,5,0.1000,0.6000,0.6000,0.7000,10,10,0.5625,14.3000,5.8000,112,42,0,-1.2059,-5.6733,3.4956,4.4025,3.7066,4.3703,1.1420,1.4038,2.7282,3.0849,8.8116,8.4231,1.0019,1.1975,blend,prior,23.333333333333336,0,4,0,0,0,0,NRFI,LOSS
2022-04-30,662797,NYY,KC,Gerrit Cole,Carlos Hernández,ltd,ltd,live,live,0.9600,0.4547,0.3678,0.8225,0.4393,0.5607,0.1993,PASS,NO EDGE,4,0.4393,0.5607,PASS,NO EDGE,3.4725,3.8308,1.1075,1.2713,3.1638,3.9690,2.2782,3.9450,1.1945,0.8730,11.2822,8.1310,0.3217,0.3070,0.4076,0.3975,4.3941,4.2528,,,,,,,0.3483,0.3197,0.4202,0.4091,0.1647,0.1340,3,3,0.3625,0.2886,0.5144,0.3165,0.2500,0.0647,3,2,current,current,0.0000,0.4000,0.4000,0.6000,5,5,0.2000,0.5000,0.6000,0.7000,10,10,0.5376,16.7000,26.5000,282,48,0,15.1998,21.7075,3.8523,5.2856,3.9579,4.7224,1.4145,1.1041,3.5179,3.5358,10.7190,5.3776,1.1501,1.5594,blend,blend,18.0,14.0,4,3,0,0,0,NRFI,PASS
2022-04-30,661208,CHC,MIL,Justin Steele,Eric Lauer,ltd,ltd,live,live,1.0300,0.4579,0.5716,1.0295,0.3572,0.6428,0.2751,YRFI,STRONG,4,0.3572,0.6428,YRFI,STRONG,4.2285,3.4425,1.2975,1.1675,4.6692,3.9905,3.6000,3.0914,1.5300,1.2137,9.0975,8.9065,0.3125,0.3171,0.4076,0.3975,4.3602,4.5466,,,,,,,0.3262,0.3434,0.4778,0.4368,0.2148,0.1930,3,3,0.3267,0.3062,0.4179,0.3982,0.1642,0.1726,3,3,current,current,0.2000,0.2000,1.0000,0.6000,5,5,0.5000,0.3000,1.0000,0.6000,10,10,0.5489,,,,,1,0.0000,0.0000,4.9314,2.6334,4.4877,3.0887,0.9720,1.1408,5.0400,2.5117,7.9590,11.3676,1.5590,1.0847,blend,blend,15.0,16.333333333333332,4,3,0,3,3,YRFI,WIN
2022-04-30,663008,CIN,COL,Connor Overton,Chad Kuhl,avg,ltd,live,live,1.2200,0.7033,0.5992,1.3025,0.2719,0.7281,0.3741,YRFI,STRONG,3,0.2719,0.7281,YRFI,STRONG,4.2000,4.6139,1.2500,1.3701,4.2000,4.6741,3.0000,4.1475,1.2000,1.3740,8.9000,8.5843,0.3272,0.3171,0.4296,0.4140,4.8178,4.5781,,,,,,,0.3297,0.3156,0.4229,0.4107,0.1696,0.1493,3,3,0.3110,0.3721,0.3915,0.4936,0.1481,0.1795,3,3,current,current,0.6667,0.8000,0.6667,1.0000,3,5,0.6667,0.6000,0.6667,1.0000,3,10,0.4410,18.2000,11.3000,37,19,0,-9.7861,-5.6500,4.2000,2.3195,4.2000,3.4457,1.2000,0.4763,3.0000,3.9578,8.9000,7.6559,1.2500,1.0750,prior,blend,0,16.333333333333332,0,3,1,0,1,YRFI,WIN
2022-04-30,662698,DET,LAD,Beau Brieske,Clayton Kershaw,avg,ltd,live,live,0.9700,0.3419,0.5056,0.8475,0.4285,0.5715,0.2084,PASS,NO EDGE,3,0.4285,0.5715,PASS,NO EDGE,4.2000,3.7125,1.2500,1.0775,4.2000,3.1894,3.0000,1.9196,1.2000,1.1354,8.9000,10.2448,0.3088,0.3290,0.4003,0.4277,4.3150,5.0664,,,,,,,0.3327,0.3792,0.4321,0.5104,0.1793,0.2107,3,3,0.3567,0.3560,0.3684,0.4101,0.0789,0.1382,3,3,current,current,0.0000,0.0000,0.0000,0.8000,1,5,0.0000,0.3000,0.0000,0.7000,1,10,0.4720,24.5000,16.6000,240,29,0,13.0810,10.2200,4.4400,2.9880,5.0200,2.3286,1.6800,1.0833,3.1200,0.6143,8.2000,11.5583,1.2000,0.8208,blend,blend,5.0,17.0,1,3,0,1,1,YRFI,PASS
2022-05-01,663363,BOS,BAL,Nick Pivetta,Jordan Lyles,ltd,ltd,live,live,1.0600,0.6126,0.5219,1.1345,0.3216,0.6784,0.3136,YRFI,STRONG,4,0.3216,0.6784,YRFI,STRONG,4.4475,4.9125,1.2875,1.3550,4.1347,4.9167,3.5806,2.8500,1.3452,1.7250,9.8460,7.7000,0.3272,0.3052,0.4460,0.4030,5.0607,4.1003,,,,,,,0.3505,0.3313,0.5021,0.4245,0.2269,0.1665,3,3,0.3425,0.3011,0.4310,0.3254,0.1297,0.1270,3,3,current,current,0.4000,0.8000,0.8000,1.0000,5,5,0.5000,0.7000,0.7000,0.9000,10,10,0.5086,15.7000,12.7000,145,73,0,4.9623,-11.6904,6.9418,5.3025,5.8187,5.1833,1.9063,1.7850,5.9213,3.0900,9.1733,6.9400,1.7263,1.5510,blend,blend,16.333333333333336,20.0,4,4,0,0,0,NRFI,LOSS
2022-05-01,661905,MIN,TB,Josh Winder,Josh Fleming,avg,ltd,live,live,0.9300,0.4281,0.4849,0.9131,0.4013,0.5987,0.2323,YRFI,LEAN,3,0.4013,0.5987,YRFI,LEAN,4.2000,4.8675,1.2500,1.3250,4.2000,4.1387,3.0000,2.7601,1.2000,1.0133,8.9000,6.4397,0.3143,0.3207,0.4222,0.4277,4.4958,5.2189,,,,,,,0.3532,0.3383,0.4878,0.4602,0.2167,0.2016,3,3,0.3191,0.2684,0.4561,0.2891,0.1988,0.0853,3,3,current,current,,0.6000,,0.8000,0,5,,0.7000,,0.8000,0,10,0.5016,,,,,1,0.0000,0.0000,4.2000,4.8675,4.2000,4.1387,1.2000,1.0133,3.0000,2.7601,8.9000,6.4397,1.2500,1.3250,prior,prior,0,0,0,0,5,0,5,YRFI,WIN
2022-05-01,662293,SD,PIT,Joe Musgrove,Mitch Keller,ltd,ltd,live,live,0.9600,0.5104,0.3804,0.8907,0.4104,0.5896,0.2241,YRFI,LEAN,4,0.4104,0.5896,YRFI,LEAN,3.4350,5.6775,1.1225,1.6550,3.5489,4.0711,2.7627,4.0509,1.1200,0.9737,9.7913,8.4226,0.3207,0.3098,0.4021,0.3682,4.4958,3.8178,,,,,,,0.3387,0.3593,0.4566,0.4478,0.1933,0.1759,3,3,0.3594,0.3609,0.4188,0.4059,0.1624,0.1287,3,3,current,current,0.4000,0.2000,0.6000,0.4000,5,5,0.4000,0.2000,0.6000,0.5000,10,10,0.5322,16.6000,14.4000,183,92,0,6.7604,-12.7144,2.1600,6.3454,2.3800,4.5049,0.7200,1.3656,0.7200,3.7083,9.0000,8.2306,0.8800,1.6455,current,blend,25.0,17.666666666666668,4,4,0,0,0,NRFI,LOSS
2022-05-01,661824,HOU,TOR,Framber Valdez,Kevin Gausman,ltd,ltd,live,live,1.0100,0.4213,0.5317,0.9530,0.3856,0.6144,0.2470,YRFI,LEAN,4,0.3856,0.6144,YRFI,LEAN,3.4050,3.1575,1.2500,1.0925,3.8221,3.2031,3.6673,2.5078,0.9036,1.0031,8.5123,10.2055,0.3372,0.3290,0.4415,0.4616,5.2528,5.1568,,,,,,,0.3375,0.3682,0.4307,0.5436,0.1490,0.2471,3,3,0.3133,0.3139,0.3702,0.4661,0.1160,0.2032,3,3,current,current,0.8000,0.8000,1.0000,1.0000,5,5,0.6000,0.6000,0.9000,0.8000,10,10,0.5161,,,,,1,0.0000,0.0000,3.2010,2.2021,3.3244,1.0294,0.1807,0.0134,5.0535,0.0334,7.8225,11.2961,1.3700,1.0146,blend,current,20.0,24.666666666666668,4,4,0,0,0,NRFI,LOSS
