rank,away,home,lambda,pick_side,pick_strength,pick_label,nrfi_pct,yrfi_pct,game_pk,game_number,double_header,game_time_et
1,LAA,WSH,1.1865,YRFI,LEAN,LEAN YRFI,41.4,58.6,822682,1,N,1:35 PM ET
2,PHI,ATL,1.1259,PASS,NO EDGE,PASS,47.0,53.0,824869,1,N,1:35 PM ET
3,COL,DET,1.1028,PASS,NO EDGE,PASS,48.8,51.2,824225,1,N,12:10 PM ET
4,CWS,STL,1.0739,PASS,NO EDGE,PASS,44.5,55.5,823008,1,N,2:15 PM ET
5,PIT,CHC,1.0724,PASS,NO EDGE,PASS,49.5,50.5,824628,1,N,2:20 PM ET
6,SEA,OAK,1.0239,PASS,LINEUP PENDING,PASS,49.2,50.8,824952,1,N,4:05 PM ET
7,LAD,MIA,1.0234,NRFI,LEAN,LEAN NRFI,51.8,48.2,823815,1,N,1:40 PM ET
8,CIN,MIL,1.0074,NRFI,LEAN,LEAN NRFI,54.8,45.2,823734,1,N,2:10 PM ET
9,TEX,ARI,0.9933,PASS,LINEUP PENDING,PASS,49.5,50.5,825033,1,N,4:10 PM ET
10,KC,BOS,0.9332,PASS,LINEUP PENDING,PASS,55.6,44.4,824708,1,N,3:05 PM ET
11,HOU,TB,0.9269,NRFI,LEAN,LEAN NRFI,53.4,46.6,822928,1,N,1:40 PM ET
12,CLE,MIN,0.9228,NRFI,LEAN,LEAN NRFI,53.3,46.7,823658,1,N,2:10 PM ET
13,NYM,NYY,0.8684,NRFI,LEAN,LEAN NRFI,54.2,45.8,823495,1,N,1:35 PM ET
14,BAL,TOR,0.8089,NRFI,LEAN,LEAN NRFI,57.9,42.1,822764,1,N,1:37 PM ET
15,SD,SF,0.7055,PASS,LINEUP PENDING,PASS,54.3,45.7,823171,1,N,7:20 PM ET
