rank,away,home,lambda,pick_side,pick_strength,pick_label,nrfi_pct,yrfi_pct,game_pk,game_number,double_header,game_time_et
1,ARI,SD,1.1645,PASS,LINEUP PENDING,PASS,47.7,52.3,823277,1,N,9:40 PM ET
2,CHC,BAL,1.1114,PASS,NO EDGE,PASS,47.9,52.1,824816,1,N,1:35 PM ET
3,PHI,CIN,1.0924,PASS,LINEUP PENDING,PASS,47.7,52.3,824494,1,N,7:10 PM ET
4,ATL,PIT,1.0373,PASS,LOW LAMBDA,PASS,42.7,57.3,823359,1,N,12:35 PM ET
5,COL,SF,1.0371,PASS,LINEUP PENDING,PASS,47.9,52.1,823201,1,N,9:45 PM ET
6,OAK,DET,1.0329,PASS,LINEUP PENDING,PASS,54.8,45.2,824251,1,N,6:40 PM ET
7,CLE,MIN,1.0395,NRFI,LEAN,LEAN NRFI,54.8,45.2,823683,1,N,1:40 PM ET
8,BOS,CWS,1.0329,PASS,NO DATA,PASS,34.1,65.9,824577,1,N,2:10 PM ET
9,MIL,STL,0.9478,PASS,LINEUP PENDING,PASS,47.7,52.3,823034,1,N,7:45 PM ET
10,LAA,TEX,0.9309,PASS,LINEUP PENDING,PASS,56.5,43.5,822877,1,N,8:05 PM ET
11,KC,NYM,0.8872,PASS,NO EDGE,PASS,47.7,52.3,823606,1,N,1:10 PM ET
12,NYY,TB,0.8259,YRFI,STRONG,STRONG YRFI,36.1,63.9,822954,1,N,1:10 PM ET
13,SEA,MIA,0.8210,PASS,NO EDGE,PASS,44.1,55.9,823846,1,N,6:40 PM ET
