rank,away,home,lambda,pick_side,pick_strength,pick_label,nrfi_pct,yrfi_pct,game_pk,game_number,double_header,game_time_et
1,KC,LAA,1.1004,YRFI,STRONG,STRONG YRFI,29.7,70.3,823993,1,N,9:38 PM ET
2,STL,CHC,1.0978,PASS,NO EDGE,PASS,48.3,51.7,824643,1,N,2:20 PM ET
3,NYY,TOR,1.0661,PASS,NO EDGE,PASS,49.1,50.9,822777,1,N,7:15 PM ET
4,BAL,TB,1.0388,YRFI,STRONG,STRONG YRFI,39.1,60.9,822942,1,N,7:10 PM ET
5,TEX,OAK,1.0079,YRFI,LEAN,LEAN YRFI,42.6,57.4,824968,1,N,9:40 PM ET
6,CWS,DET,0.9394,NRFI,LEAN,LEAN NRFI,50.1,49.9,824237,1,N,6:40 PM ET
7,WSH,NYM,0.9987,PASS,NO EDGE,PASS,48.6,51.4,823591,1,N,7:10 PM ET
8,COL,SF,0.9816,NRFI,LEAN,LEAN NRFI,50.2,49.8,823185,1,N,10:15 PM ET
9,MIA,CIN,0.9732,NRFI,LEAN,LEAN NRFI,51.6,48.4,824479,1,N,6:10 PM ET
10,MIL,LAD,0.9447,YRFI,LEAN,LEAN YRFI,44.1,55.9,823913,1,N,10:10 PM ET
11,BOS,PIT,0.9375,NRFI,LEAN,LEAN NRFI,54.1,45.9,823346,1,N,6:40 PM ET
12,SD,CLE,0.8931,NRFI,LEAN,LEAN NRFI,53.5,46.5,824399,1,N,7:10 PM ET
13,SEA,HOU,0.8871,NRFI,LEAN,LEAN NRFI,50.2,49.8,824159,1,N,8:10 PM ET
14,ARI,ATL,0.7985,NRFI,LEAN,LEAN NRFI,51.7,48.3,824882,1,N,7:15 PM ET
