rank,away,home,lambda,pick_side,pick_strength,pick_label,nrfi_pct,yrfi_pct,game_pk,game_number,double_header,game_time_et
1,CHC,CIN,1.1599,YRFI,STRONG,STRONG YRFI,40.6,59.4,824492,1,N,7:10 PM ET
2,HOU,TEX,1.1280,NRFI,LEAN,LEAN NRFI,55.1,44.9,822875,1,N,7:05 PM ET
3,ATL,STL,1.1183,YRFI,STRONG,STRONG YRFI,40.6,59.4,823030,1,N,7:15 PM ET
4,KC,BAL,1.0903,NRFI,LEAN,LEAN NRFI,53.8,46.2,824813,1,N,7:05 PM ET
5,COL,SF,1.0858,PASS,LOW LAMBDA,PASS,43.8,56.2,823198,1,N,4:05 PM ET
6,MIL,PIT,1.0359,PASS,NO EDGE,PASS,47.7,52.3,823357,1,S,12:05 PM ET
7,MIL,PIT,1.0590,PASS,LINEUP PENDING,PASS,53.6,46.4,823356,2,S,4:05 PM ET
8,LAA,MIN,0.9930,PASS,NO EDGE,PASS,47.7,52.3,823682,1,N,2:10 PM ET
9,CLE,MIA,0.9967,PASS,NO EDGE,PASS,47.7,52.3,823844,1,N,4:10 PM ET
10,NYY,WSH,0.9418,YRFI,STRONG,STRONG YRFI,36.8,63.2,822711,1,N,4:05 PM ET
11,TOR,SD,0.9530,NRFI,LEAN,LEAN NRFI,55.1,44.9,823276,1,N,8:40 PM ET
12,ARI,LAD,0.9439,PASS,LOW LAMBDA,PASS,43.1,56.9,823926,1,N,9:10 PM ET
13,BOS,NYM,0.9270,NRFI,LEAN,LEAN NRFI,54.8,45.2,823603,1,N,4:10 PM ET
14,OAK,CWS,0.9298,YRFI,STRONG,STRONG YRFI,40.6,59.4,824576,1,N,2:10 PM ET
15,SEA,TB,0.8454,PASS,LOW LAMBDA,PASS,43.8,56.2,822953,1,N,4:10 PM ET
16,PHI,DET,0.7168,NRFI,LEAN,LEAN NRFI,54.8,45.2,824249,1,N,6:10 PM ET
