rank,away,home,lambda,pick_side,pick_strength,pick_label,nrfi_pct,yrfi_pct,game_pk,game_number,double_header,game_time_et
1,KC,BAL,1.2171,PASS,NO EDGE,PASS,47.8,52.2,824817,1,N,7:05 PM ET
2,OAK,CWS,1.2259,YRFI,STRONG,STRONG YRFI,40.6,59.4,824575,1,N,7:40 PM ET
3,NYY,WSH,1.1708,YRFI,STRONG,STRONG YRFI,40.6,59.4,822709,1,N,6:45 PM ET
4,TOR,SD,1.1486,NRFI,LEAN,LEAN NRFI,54.7,45.3,823278,1,N,9:40 PM ET
5,HOU,TEX,1.1164,NRFI,LEAN,LEAN NRFI,54.8,45.2,822878,1,N,8:05 PM ET
6,LAA,MIN,1.1245,NRFI,LEAN,LEAN NRFI,54.8,45.2,823685,1,N,8:10 PM ET
7,COL,SF,1.1062,NRFI,LEAN,LEAN NRFI,54.1,45.9,823200,1,N,10:15 PM ET
8,ARI,LAD,1.0573,YRFI,STRONG,STRONG YRFI,40.6,59.4,823927,1,N,10:10 PM ET
9,PHI,DET,1.0490,PASS,NO EDGE,PASS,47.7,52.3,824252,1,N,6:40 PM ET
10,CHC,CIN,1.1056,PASS,LOW LAMBDA,PASS,40.6,59.4,824493,1,N,7:10 PM ET
11,MIL,PIT,1.0359,PASS,LINEUP PENDING,PASS,47.9,52.1,823357,1,N,6:40 PM ET
12,SEA,TB,0.8308,YRFI,STRONG,STRONG YRFI,40.6,59.4,822955,1,N,7:10 PM ET
13,ATL,STL,0.8535,NRFI,LEAN,LEAN NRFI,54.8,45.2,823033,1,N,8:15 PM ET
14,CLE,MIA,0.8229,PASS,NO EDGE,PASS,47.4,52.6,823845,1,N,7:10 PM ET
15,BOS,NYM,0.8098,NRFI,LEAN,LEAN NRFI,53.7,46.3,823604,1,N,7:15 PM ET
