rank,away,home,lambda,pick_side,pick_strength,pick_label,nrfi_pct,yrfi_pct,game_pk,game_number,double_header,game_time_et
1,WSH,BAL,1.2838,YRFI,STRONG,STRONG YRFI,40.6,59.4,824821,1,N,1:35 PM ET
2,OAK,LAA,1.2139,YRFI,STRONG,STRONG YRFI,39.1,60.9,824011,1,N,3:15 PM ET
3,KC,CWS,1.1454,YRFI,STRONG,STRONG YRFI,32.2,67.8,824580,1,N,2:10 PM ET
4,CIN,PIT,1.1070,YRFI,STRONG,STRONG YRFI,40.6,59.4,823362,1,N,1:35 PM ET
5,COL,MIN,1.0894,NRFI,LEAN,LEAN NRFI,54.8,45.2,823686,1,N,2:10 PM ET
6,TEX,TOR,1.0757,PASS,LOW LAMBDA,PASS,43.8,56.2,822795,1,N,1:37 PM ET
7,CHC,MIL,1.0701,NRFI,LEAN,LEAN NRFI,69.2,30.8,823769,1,N,2:10 PM ET
8,MIA,STL,1.0227,PASS,NO EDGE,PASS,47.7,52.3,823037,1,N,2:15 PM ET
9,NYY,BOS,0.9964,PASS,LINEUP PENDING,PASS,55.1,44.9,824744,1,N,7:20 PM ET
10,LAD,SD,0.9673,NRFI,LEAN,LEAN NRFI,55.2,44.8,823281,1,N,4:10 PM ET
11,HOU,DET,0.9459,PASS,NO EDGE,PASS,47.7,52.3,824256,1,N,1:40 PM ET
12,ARI,TB,0.9356,YRFI,STRONG,STRONG YRFI,39.4,60.6,822959,1,N,1:40 PM ET
13,PHI,NYM,0.9191,YRFI,STRONG,STRONG YRFI,40.6,59.4,823608,1,N,1:40 PM ET
14,SEA,CLE,0.8990,PASS,NO EDGE,PASS,47.7,52.3,824422,1,N,1:40 PM ET
15,ATL,SF,0.8777,PASS,LINEUP PENDING,PASS,52.2,47.8,823204,1,N,4:05 PM ET
