rank,away,home,lambda,pick_side,pick_strength,pick_label,nrfi_pct,yrfi_pct,game_pk,game_number,double_header,game_time_et
1,PIT,HOU,1.1982,PASS,NO EDGE,PASS,47.7,52.3,824189,1,N,8:10 PM ET
2,OAK,CHC,1.1570,PASS,NO EDGE,PASS,47.7,52.3,824675,1,N,8:05 PM ET
3,BAL,BOS,1.1185,NRFI,LEAN,LEAN NRFI,54.8,45.2,824754,1,N,6:45 PM ET
4,COL,LAA,1.1166,YRFI,STRONG,STRONG YRFI,32.2,67.8,824026,1,N,9:38 PM ET
5,MIA,WSH,1.1046,PASS,NO EDGE,PASS,46.7,53.3,822728,1,N,6:45 PM ET
6,LAD,ARI,1.0917,YRFI,STRONG,STRONG YRFI,34.9,65.1,825079,1,N,9:40 PM ET
7,KC,CIN,1.1112,PASS,NO EDGE,PASS,47.4,52.6,824511,1,N,7:10 PM ET
8,DET,TB,1.0343,YRFI,STRONG,STRONG YRFI,40.6,59.4,822971,1,N,6:40 PM ET
9,SD,PHI,1.0319,YRFI,STRONG,STRONG YRFI,40.6,59.4,823460,1,N,6:40 PM ET
10,CLE,NYY,0.9598,YRFI,STRONG,STRONG YRFI,40.6,59.4,823541,1,N,7:05 PM ET
11,TEX,STL,0.8932,PASS,NO EDGE,PASS,47.8,52.2,823052,1,N,7:45 PM ET
12,NYM,SEA,0.8820,PASS,STARTER PENDING,PASS,55.1,44.9,823129,1,N,9:40 PM ET
13,CWS,MIN,0.8979,NRFI,LEAN,LEAN NRFI,50.6,49.4,823700,1,N,7:40 PM ET
14,SF,MIL,0.8635,NRFI,STRONG,STRONG NRFI,69.2,30.8,823782,1,N,7:40 PM ET
15,TOR,ATL,0.8392,NRFI,LEAN,LEAN NRFI,54.8,45.2,824918,1,N,7:15 PM ET
