rank,away,home,lambda,pick_side,pick_strength,pick_label,nrfi_pct,yrfi_pct,game_pk,game_number,double_header,game_time_et
1,MIL,COL,1.4478,YRFI,STRONG,STRONG YRFI,32.2,67.8,824350,1,N,8:40 PM ET
2,SF,CHC,1.1346,NRFI,LEAN,LEAN NRFI,51.7,48.3,824673,1,N,2:20 PM ET
3,WSH,ARI,1.1528,YRFI,STRONG,STRONG YRFI,35.9,64.1,825073,1,N,9:40 PM ET
4,CIN,STL,1.1296,YRFI,STRONG,STRONG YRFI,36.8,63.2,823049,1,N,8:15 PM ET
5,BAL,TOR,1.0258,PASS,NO EDGE,PASS,47.9,52.0,822810,1,N,7:07 PM ET
6,CWS,PHI,0.9664,PASS,LOW LAMBDA,PASS,40.6,59.4,823455,1,N,6:40 PM ET
7,LAA,LAD,1.0259,YRFI,STRONG,STRONG YRFI,35.8,64.2,823943,1,N,10:10 PM ET
8,BOS,NYY,0.9750,YRFI,STRONG,STRONG YRFI,40.6,59.4,823538,1,N,7:05 PM ET
9,CLE,TEX,1.0083,NRFI,STRONG,STRONG NRFI,62.5,37.5,822892,1,N,8:15 PM ET
10,PIT,ATL,0.9733,PASS,NO EDGE,PASS,47.7,52.3,824914,1,N,7:15 PM ET
11,OAK,HOU,0.9158,NRFI,LEAN,LEAN NRFI,55.1,44.9,824186,1,N,8:10 PM ET
12,KC,MIN,0.9135,NRFI,LEAN,LEAN NRFI,55.0,45.0,823699,1,N,8:15 PM ET
13,TB,MIA,0.9234,PASS,LOW LAMBDA,PASS,43.8,56.2,823860,1,N,7:10 PM ET
14,NYM,SD,0.8595,NRFI,LEAN,LEAN NRFI,56.9,43.1,823293,1,N,9:40 PM ET
15,SEA,DET,0.8325,NRFI,LEAN,LEAN NRFI,54.4,45.6,824271,1,N,6:40 PM ET
