rank,away,home,lambda,pick_side,pick_strength,pick_label,nrfi_pct,yrfi_pct,game_pk,game_number,double_header,game_time_et
1,ATL,COL,1.4295,YRFI,STRONG,STRONG YRFI,41.3,58.7,824366,1,N,8:40 PM ET
2,HOU,BOS,1.0605,PASS,STARTER PENDING,PASS,46.9,53.1,824772,1,N,7:10 PM ET
3,TEX,DET,1.0234,PASS,NO EDGE,PASS,44.4,55.6,824287,1,N,6:40 PM ET
4,CWS,SD,1.0113,PASS,NO EDGE,PASS,48.9,51.1,823309,1,N,9:40 PM ET
5,LAD,STL,1.0107,YRFI,STRONG,STRONG YRFI,40.6,59.4,823066,1,N,8:15 PM ET
6,TOR,MIN,1.0032,PASS,NO EDGE,PASS,46.9,53.1,823713,1,N,8:10 PM ET
7,MIL,WSH,0.9928,PASS,NO EDGE,PASS,44.9,55.1,822744,1,N,6:45 PM ET
8,NYM,LAA,0.9695,PASS,NO EDGE,PASS,45.1,54.9,824041,1,N,9:38 PM ET
9,BAL,NYY,0.9557,PASS,NO EDGE,PASS,48.9,51.1,823557,1,N,7:05 PM ET
10,ARI,CHC,0.9549,PASS,NO EDGE,PASS,48.9,51.1,824686,1,N,2:20 PM ET
11,CLE,OAK,0.8832,PASS,NO EDGE,PASS,48.9,51.1,825012,1,N,9:40 PM ET
12,CIN,PIT,0.8498,PASS,NO EDGE,PASS,48.9,51.1,823389,1,N,6:45 PM ET
13,KC,SEA,0.8479,PASS,NO EDGE,PASS,46.9,53.1,823146,1,N,9:45 PM ET
14,SF,TB,0.8378,PASS,NO EDGE,PASS,48.5,51.5,822990,1,N,7:10 PM ET
15,PHI,MIA,0.7653,YRFI,STRONG,STRONG YRFI,41.3,58.7,823877,1,N,7:10 PM ET
