rank,away,home,lambda,pick_side,pick_strength,pick_label,nrfi_pct,yrfi_pct,game_pk,game_number,double_header,game_time_et
1,BAL,OAK,1.1659,PASS,NO EDGE,PASS,45.9,54.1,824959,1,N,4:05 PM ET
2,TEX,MIL,1.1358,PASS,NO EDGE,PASS,49.5,50.5,823740,1,N,2:10 PM ET
3,CWS,MIN,1.1162,PASS,LOW LAMBDA,PASS,40.4,59.6,823662,1,N,2:10 PM ET
4,COL,ATL,1.0715,NRFI,LEAN,LEAN NRFI,50.6,49.4,824876,1,N,1:35 PM ET
5,SEA,TOR,1.0809,NRFI,LEAN,LEAN NRFI,53.6,46.4,822766,1,N,1:37 PM ET
6,HOU,NYM,1.0121,NRFI,LEAN,LEAN NRFI,52.9,47.1,823580,1,N,3:10 PM ET
7,CIN,CHC,0.9861,NRFI,LEAN,LEAN NRFI,53.5,46.5,824636,1,N,7:20 PM ET
8,LAD,DET,1.0046,NRFI,LEAN,LEAN NRFI,57.4,42.6,824232,1,N,1:40 PM ET
9,PIT,STL,0.9662,NRFI,LEAN,LEAN NRFI,51.2,48.8,823010,1,N,2:15 PM ET
10,BOS,NYY,0.9545,NRFI,LEAN,LEAN NRFI,53.7,46.3,823502,1,N,1:35 PM ET
11,PHI,LAA,0.9742,NRFI,LEAN,LEAN NRFI,50.6,49.4,823987,1,N,4:07 PM ET
12,MIA,WSH,0.9468,PASS,NO EDGE,PASS,48.0,52.0,822688,1,N,12:15 PM ET
13,SD,TB,0.8822,NRFI,LEAN,LEAN NRFI,54.8,45.2,822933,1,N,1:40 PM ET
14,KC,CLE,0.8485,NRFI,LEAN,LEAN NRFI,51.9,48.1,824393,1,N,1:40 PM ET
