rank,away,home,lambda,pick_side,pick_strength,pick_label,nrfi_pct,yrfi_pct,game_pk,game_number,double_header,game_time_et
1,TOR,PHI,1.2874,YRFI,LEAN,LEAN YRFI,43.1,56.9,823426,1,N,6:05 PM ET
2,MIN,MIL,1.1247,NRFI,LEAN,LEAN NRFI,56.8,43.2,823752,1,N,7:10 PM ET
3,COL,STL,1.1123,PASS,NO EDGE,PASS,48.5,51.5,823021,1,N,7:15 PM ET
4,NYM,PIT,1.0022,NRFI,LEAN,LEAN NRFI,50.6,49.4,823348,1,N,6:40 PM ET
5,BAL,TEX,1.0198,NRFI,LEAN,LEAN NRFI,59.9,40.1,822864,1,N,7:15 PM ET
6,CHC,KC,0.9928,NRFI,LEAN,LEAN NRFI,51.4,48.5,824079,1,N,7:10 PM ET
7,OAK,BOS,0.9943,NRFI,LEAN,LEAN NRFI,50.3,49.6,824726,1,N,4:10 PM ET
8,CLE,CWS,0.9663,YRFI,LEAN,LEAN YRFI,43.1,56.9,824565,1,N,7:15 PM ET
9,DET,SF,0.9856,PASS,NO EDGE,PASS,49.1,50.9,823188,1,N,7:15 PM ET
10,HOU,SD,0.9220,NRFI,LEAN,LEAN NRFI,51.2,48.8,823267,1,N,7:15 PM ET
11,CIN,WSH,0.9285,PASS,NO EDGE,PASS,45.9,54.1,822701,1,N,6:45 PM ET
12,LAD,ARI,0.9088,YRFI,LEAN,LEAN YRFI,42.3,57.7,825049,1,N,8:10 PM ET
13,LAA,MIA,0.8981,YRFI,LEAN,LEAN YRFI,44.9,55.1,823834,1,N,4:10 PM ET
14,TB,SEA,0.8543,NRFI,LEAN,LEAN NRFI,51.3,48.7,823102,1,N,9:50 PM ET
15,ATL,NYY,0.8144,YRFI,LEAN,LEAN YRFI,43.4,56.6,823514,1,N,3:05 PM ET
