rank,away,home,lambda,pick_side,pick_strength,pick_label,nrfi_pct,yrfi_pct,game_pk,game_number,double_header,game_time_et
1,TOR,BOS,1.2495,YRFI,STRONG,STRONG YRFI,35.2,64.8,824746,1,N,6:45 PM ET
2,KC,WSH,1.2407,YRFI,STRONG,STRONG YRFI,32.2,67.8,822721,1,N,1:05 PM ET
3,SF,ATL,1.1830,PASS,LOW LAMBDA,PASS,40.6,59.4,824912,1,N,2:05 PM ET
4,CLE,MIL,1.1822,PASS,LINEUP PENDING,PASS,54.8,45.2,823774,1,N,7:40 PM ET
5,CWS,NYY,1.1527,YRFI,STRONG,STRONG YRFI,40.6,59.4,823536,1,N,7:05 PM ET
6,MIA,PHI,1.0749,YRFI,STRONG,STRONG YRFI,35.7,64.3,823450,1,N,1:05 PM ET
7,SF,ATL,1.0624,PASS,LINEUP PENDING,PASS,43.6,56.4,824913,1,N,7:15 PM ET
8,LAA,ARI,1.0506,YRFI,STRONG,STRONG YRFI,37.2,62.8,825072,1,N,3:40 PM ET
9,NYM,CIN,1.0471,YRFI,STRONG,STRONG YRFI,40.6,59.4,824503,1,N,12:40 PM ET
10,PIT,OAK,0.9777,YRFI,STRONG,STRONG YRFI,40.6,59.4,824992,1,N,9:40 PM ET
11,COL,CHC,0.9691,PASS,LINEUP PENDING,PASS,47.7,52.3,824668,1,N,8:05 PM ET
12,SD,STL,0.9639,PASS,STARTER PENDING,PASS,38.7,61.3,823044,1,N,2:15 PM ET
13,BAL,SEA,0.9578,PASS,LINEUP PENDING,PASS,55.1,44.9,823127,1,N,9:40 PM ET
14,DET,HOU,0.8646,PASS,LINEUP PENDING,PASS,54.8,45.2,824178,1,N,2:10 PM ET
15,TB,LAD,0.8156,PASS,LINEUP PENDING,PASS,47.7,52.3,823940,1,N,3:10 PM ET
