rank,away,home,lambda,pick_side,pick_strength,pick_label,nrfi_pct,yrfi_pct,game_pk,game_number,double_header,game_time_et
1,MIL,CIN,1.1768,PASS,NO EDGE,PASS,49.4,50.6,824469,1,N,12:10 PM ET
2,STL,COL,1.1965,YRFI,STRONG,STRONG YRFI,35.1,64.9,824309,1,N,3:10 PM ET
3,ATL,PHI,1.1393,PASS,NO EDGE,PASS,49.1,50.9,823417,1,N,1:10 PM ET
4,TOR,KC,1.0578,PASS,NO EDGE,PASS,49.1,50.8,824065,1,N,2:10 PM ET
5,TB,TEX,1.0493,NRFI,LEAN,LEAN NRFI,53.0,47.0,822848,1,N,2:35 PM ET
6,BOS,BAL,1.0162,NRFI,LEAN,LEAN NRFI,54.9,45.1,824794,1,N,1:35 PM ET
7,DET,CLE,1.0156,NRFI,LEAN,LEAN NRFI,53.2,46.8,824385,1,N,1:40 PM ET
8,ARI,HOU,1.0105,NRFI,LEAN,LEAN NRFI,52.2,47.8,824142,1,N,2:10 PM ET
9,CHC,MIA,0.9938,PASS,NO EDGE,PASS,49.4,50.6,823822,1,N,1:40 PM ET
10,MIN,CWS,0.9926,PASS,LINEUP PENDING,PASS,48.6,51.4,824552,1,N,6:20 PM ET
11,WSH,LAD,0.9891,PASS,LINEUP PENDING,PASS,53.2,46.8,823903,1,N,10:10 PM ET
12,SF,NYM,0.9506,PASS,NO EDGE,PASS,49.6,50.3,823578,1,N,1:40 PM ET
13,OAK,SEA,0.8897,PASS,LINEUP PENDING,PASS,54.6,45.4,823091,1,N,4:10 PM ET
14,LAA,PIT,0.8604,NRFI,LEAN,LEAN NRFI,57.6,42.4,823336,1,N,1:35 PM ET
15,NYY,SD,0.8534,NRFI,LEAN,LEAN NRFI,54.5,45.5,823253,1,N,4:10 PM ET
