rank,away,home,lambda,pick_side,pick_strength,pick_label,nrfi_pct,yrfi_pct,game_pk,game_number,double_header,game_time_et
1,WSH,COL,1.5769,YRFI,STRONG,STRONG YRFI,32.2,67.8,824329,1,N,8:40 PM ET
2,CWS,TEX,1.2655,NRFI,LEAN,LEAN NRFI,52.1,47.9,822871,1,N,8:05 PM ET
3,MIA,HOU,1.1969,NRFI,LEAN,LEAN NRFI,54.8,45.2,824165,1,N,8:10 PM ET
4,PIT,NYY,1.1730,PASS,LINEUP PENDING,PASS,46.0,54.0,823519,1,N,7:05 PM ET
5,SD,ATL,1.1168,PASS,NO EDGE,PASS,46.0,54.0,824895,1,N,7:15 PM ET
6,NYM,MIL,1.0972,NRFI,LEAN,LEAN NRFI,56.9,43.1,823760,1,N,7:40 PM ET
7,DET,CHC,1.1003,NRFI,LEAN,LEAN NRFI,55.1,44.9,824652,1,N,8:05 PM ET
8,SF,KC,1.1069,PASS,NO EDGE,PASS,47.7,52.3,824085,1,N,7:40 PM ET
9,STL,LAA,1.0704,YRFI,STRONG,STRONG YRFI,35.0,65.0,824005,1,N,9:38 PM ET
10,BAL,BOS,1.0682,NRFI,LEAN,LEAN NRFI,55.1,44.9,824735,1,N,7:10 PM ET
11,OAK,ARI,1.0618,PASS,NO DATA,PASS,43.8,56.2,825056,1,N,9:40 PM ET
12,MIN,CLE,0.9270,PASS,NO EDGE,PASS,47.9,52.0,824409,1,N,6:40 PM ET
13,CIN,SEA,0.8762,NRFI,LEAN,LEAN NRFI,54.8,45.2,823114,1,N,9:40 PM ET
14,TB,TOR,0.8474,NRFI,LEAN,LEAN NRFI,55.1,44.9,822787,1,N,7:07 PM ET
15,LAD,PHI,0.8263,PASS,NO EDGE,PASS,47.9,52.1,823437,1,N,6:40 PM ET
