rank,away,home,lambda,pick_side,pick_strength,pick_label,nrfi_pct,yrfi_pct,game_pk,game_number,double_header,game_time_et
1,COL,ATL,1.2132,PASS,LOW LAMBDA,PASS,40.6,59.4,824877,1,N,7:15 PM ET
2,CWS,MIN,1.1100,PASS,NO EDGE,PASS,46.0,54.0,823666,1,N,8:10 PM ET
3,CIN,CHC,1.1652,PASS,NO EDGE,PASS,49.6,50.4,824638,1,N,2:20 PM ET
4,BAL,OAK,1.0778,NRFI,LEAN,LEAN NRFI,50.4,49.5,824960,1,N,9:40 PM ET
5,MIA,WSH,1.0407,NRFI,LEAN,LEAN NRFI,52.1,47.9,822691,1,N,6:45 PM ET
6,PIT,STL,1.0263,NRFI,LEAN,LEAN NRFI,53.0,46.9,823013,1,N,8:15 PM ET
7,PHI,LAA,1.0001,PASS,LOW LAMBDA,PASS,40.5,59.5,823985,1,N,9:38 PM ET
8,HOU,NYM,0.9905,NRFI,LEAN,LEAN NRFI,52.9,47.1,823583,1,N,7:10 PM ET
9,ARI,SF,0.9542,NRFI,LEAN,LEAN NRFI,50.5,49.5,823178,1,N,10:15 PM ET
10,BOS,NYY,0.9457,NRFI,LEAN,LEAN NRFI,51.9,48.1,823504,1,N,7:15 PM ET
11,TEX,MIL,0.9556,NRFI,LEAN,LEAN NRFI,57.0,43.0,823744,1,N,7:40 PM ET
12,KC,CLE,0.9337,NRFI,LEAN,LEAN NRFI,54.2,45.8,824396,1,N,7:10 PM ET
13,SEA,TOR,0.8602,NRFI,LEAN,LEAN NRFI,54.3,45.7,822769,1,N,7:15 PM ET
14,LAD,DET,0.8469,NRFI,LEAN,LEAN NRFI,54.4,45.6,824231,1,N,6:40 PM ET
15,SD,TB,0.7850,PASS,NO EDGE,PASS,49.1,50.8,822935,1,N,7:10 PM ET
