rank,away,home,lambda,pick_side,pick_strength,pick_label,nrfi_pct,yrfi_pct,game_pk,game_number,double_header,game_time_et
1,OAK,BAL,1.0923,PASS,LINEUP PENDING,PASS,45.8,54.2,824845,1,N,1:35 PM ET
2,HOU,CIN,1.0329,PASS,LINEUP PENDING,PASS,46.6,53.4,824520,1,N,1:40 PM ET
3,CHC,TEX,0.9941,NRFI,STRONG,STRONG NRFI,64.8,35.2,822902,1,N,2:35 PM ET
4,STL,SD,0.9698,PASS,LINEUP PENDING,PASS,46.6,53.4,823305,1,N,4:10 PM ET
5,PIT,SF,0.9366,PASS,LINEUP PENDING,PASS,43.4,56.6,823221,1,N,4:05 PM ET
6,NYY,MIL,0.9124,NRFI,STRONG,STRONG NRFI,65.3,34.7,823793,1,N,2:10 PM ET
7,MIN,CLE,0.9101,PASS,LINEUP PENDING,PASS,48.0,52.0,824440,1,N,1:40 PM ET
8,NYM,ARI,0.8954,PASS,LINEUP PENDING,PASS,46.6,53.4,825085,1,N,4:10 PM ET
9,WSH,MIA,0.8914,PASS,LINEUP PENDING,PASS,46.7,53.3,823868,1,N,12:15 PM ET
10,LAA,TOR,0.8910,PASS,LINEUP PENDING,PASS,48.0,52.0,822819,1,N,1:37 PM ET
11,COL,PHI,0.8661,YRFI,STRONG,STRONG YRFI,40.4,59.6,823463,1,N,1:35 PM ET
12,ATL,LAD,0.8356,PASS,LINEUP PENDING,PASS,47.6,52.4,823954,1,N,4:10 PM ET
13,TB,BOS,0.8349,PASS,LINEUP PENDING,PASS,48.0,52.0,824765,1,N,1:35 PM ET
14,DET,KC,0.8308,PASS,LINEUP PENDING,PASS,48.0,52.0,824113,1,N,7:20 PM ET
15,SEA,CWS,0.7798,PASS,LINEUP PENDING,PASS,44.0,56.0,824605,1,N,2:10 PM ET
