rank,away,home,lambda,pick_side,pick_strength,pick_label,nrfi_pct,yrfi_pct,game_pk,game_number,double_header,game_time_et
1,BOS,COL,1.2269,YRFI,STRONG,STRONG YRFI,40.6,59.4,824344,1,N,8:40 PM ET
2,CHC,NYM,1.1578,PASS,LINEUP PENDING,PASS,42.8,57.2,823613,1,N,7:10 PM ET
3,MIL,CIN,1.2166,PASS,LOW LAMBDA,PASS,43.8,56.2,824502,1,N,7:10 PM ET
4,BAL,LAA,1.1261,PASS,LOW LAMBDA,PASS,44.0,56.0,824016,1,N,9:38 PM ET
5,ARI,STL,1.1292,PASS,NO EDGE,PASS,47.6,52.4,823040,1,N,7:45 PM ET
6,LAD,MIN,1.1903,NRFI,LEAN,LEAN NRFI,52.4,47.6,823692,1,N,7:40 PM ET
7,ATL,SD,1.0499,NRFI,LEAN,LEAN NRFI,54.8,45.2,823288,1,N,10:10 PM ET
8,CLE,CWS,1.0717,YRFI,STRONG,STRONG YRFI,41.2,58.8,824585,1,N,7:40 PM ET
9,NYY,DET,1.0077,PASS,NO EDGE,PASS,47.9,52.1,824261,1,N,6:10 PM ET
10,TEX,MIA,0.9508,YRFI,STRONG,STRONG YRFI,40.6,59.4,823851,1,N,6:40 PM ET
11,PHI,WSH,0.9574,YRFI,STRONG,STRONG YRFI,40.6,59.4,822720,1,N,6:45 PM ET
12,HOU,TOR,0.8416,NRFI,LEAN,LEAN NRFI,55.1,44.9,822800,1,N,7:07 PM ET
13,KC,TB,0.7700,PASS,LOW LAMBDA,PASS,43.8,56.2,822964,1,N,6:40 PM ET
