rank,away,home,lambda,pick_side,pick_strength,pick_label,nrfi_pct,yrfi_pct
1,ATL,ARI,1.0480,YRFI,LEAN,LEAN YRFI,46.5,53.5
2,MIN,KC,0.9800,NRFI,STRONG,STRONG NRFI,63.5,36.5
3,TOR,CWS,0.9078,NRFI,LEAN,LEAN NRFI,53.2,46.8
4,NYM,SF,0.8095,NRFI,LEAN,LEAN NRFI,55.4,44.6
