rank,away,home,lambda,pick_side,pick_strength,pick_label,nrfi_pct,yrfi_pct,game_pk,game_number,double_header,game_time_et
1,HOU,TEX,1.2449,NRFI,LEAN,LEAN NRFI,51.9,48.1,822899,1,N,7:05 PM ET
2,WSH,CLE,1.0636,PASS,NO EDGE,PASS,46.1,53.9,824437,1,N,6:10 PM ET
3,COL,LAD,1.0542,PASS,NO EDGE,PASS,45.5,54.5,823948,1,N,9:10 PM ET
4,TB,BAL,1.0387,NRFI,STRONG,STRONG NRFI,58.0,42.0,824838,1,N,1:35 PM ET
5,MIN,CWS,1.0209,YRFI,STRONG,STRONG YRFI,38.4,61.6,824598,1,N,2:10 PM ET
6,SEA,OAK,1.0026,YRFI,STRONG,STRONG YRFI,38.4,61.6,825005,1,N,9:40 PM ET
7,STL,MIL,1.0129,NRFI,STRONG,STRONG NRFI,59.8,40.2,823784,1,N,2:10 PM ET
8,ARI,SF,0.9261,PASS,NO EDGE,PASS,49.0,51.0,823219,1,N,5:05 PM ET
9,PHI,SD,0.8922,PASS,NO EDGE,PASS,49.0,51.0,823296,1,N,6:40 PM ET
10,CIN,NYM,0.8873,PASS,NO EDGE,PASS,49.0,51.0,823625,1,N,4:10 PM ET
11,NYY,KC,0.8551,PASS,LOW LAMBDA,PASS,43.5,56.5,824107,1,N,3:40 PM ET
12,MIA,TOR,0.8576,NRFI,LEAN,LEAN NRFI,55.3,44.7,822812,1,N,7:07 PM ET
13,CHC,PIT,0.8543,PASS,LOW LAMBDA,PASS,43.5,56.5,823380,1,N,1:35 PM ET
