rank,away,home,lambda,pick_side,pick_strength,pick_label,nrfi_pct,yrfi_pct,game_pk,game_number,double_header,game_time_et
1,MIA,CIN,1.1766,PASS,LINEUP PENDING,PASS,45.0,55.0,824480,1,N,6:40 PM ET
2,ARI,ATL,1.1003,PASS,LINEUP PENDING,PASS,44.7,55.3,824884,1,N,7:15 PM ET
3,WSH,NYM,0.9931,PASS,LINEUP PENDING,PASS,49.0,51.0,823588,1,N,4:10 PM ET
4,CWS,DET,0.9878,NRFI,LEAN,LEAN NRFI,51.5,48.5,824239,1,N,1:10 PM ET
5,STL,CHC,0.9788,PASS,LINEUP PENDING,PASS,49.1,50.9,824644,1,N,2:20 PM ET
6,SD,CLE,0.9760,PASS,LINEUP PENDING,PASS,47.9,52.1,824400,1,N,7:10 PM ET
7,TEX,OAK,0.9662,PASS,LINEUP PENDING,PASS,44.2,55.8,824966,1,N,9:40 PM ET
8,COL,SF,0.9526,PASS,LINEUP PENDING,PASS,48.9,51.1,823184,1,N,4:05 PM ET
9,SEA,HOU,0.9404,PASS,LINEUP PENDING,PASS,47.5,52.5,824157,1,N,7:10 PM ET
10,KC,LAA,0.9193,PASS,LINEUP PENDING,PASS,42.7,57.3,823990,1,N,9:38 PM ET
11,BOS,PIT,0.9193,PASS,LINEUP PENDING,PASS,49.7,50.3,823347,1,N,7:15 PM ET
12,BAL,TB,0.9114,PASS,LINEUP PENDING,PASS,46.1,53.9,822941,1,N,6:10 PM ET
13,NYY,TOR,0.8623,PASS,LINEUP PENDING,PASS,50.0,50.0,822775,1,N,3:07 PM ET
14,PHI,MIN,0.8622,PASS,LINEUP PENDING,PASS,58.8,41.2,823671,1,N,7:10 PM ET
15,MIL,LAD,0.8334,PASS,LINEUP PENDING,PASS,49.1,50.9,823914,1,N,7:15 PM ET
