rank,away,home,lambda,pick_side,pick_strength,pick_label,nrfi_pct,yrfi_pct,game_pk,game_number,double_header,game_time_et
1,OAK,HOU,1.1051,PASS,NO DATA,PASS,47.7,52.3,824184,1,N,4:10 PM ET
2,MIL,COL,1.1698,YRFI,STRONG,STRONG YRFI,32.2,67.8,824351,1,N,9:10 PM ET
3,CLE,TEX,1.1325,NRFI,LEAN,LEAN NRFI,54.8,45.2,822891,1,N,7:35 PM ET
4,WSH,ARI,1.1600,YRFI,STRONG,STRONG YRFI,40.6,59.4,825075,1,N,4:10 PM ET
5,CWS,PHI,1.1113,YRFI,STRONG,STRONG YRFI,34.4,65.6,823454,1,N,4:05 PM ET
6,LAA,LAD,1.1019,YRFI,STRONG,STRONG YRFI,38.7,61.3,823942,1,N,10:10 PM ET
7,CIN,STL,1.0631,PASS,LOW LAMBDA,PASS,43.0,57.0,823048,1,N,2:15 PM ET
8,PIT,ATL,1.0364,PASS,NO EDGE,PASS,47.5,52.5,824915,1,N,4:10 PM ET
9,BAL,TOR,0.9705,NRFI,LEAN,LEAN NRFI,55.1,44.9,822808,1,N,3:07 PM ET
10,NYM,SD,0.9576,NRFI,LEAN,LEAN NRFI,56.8,43.2,823292,1,N,10:10 PM ET
11,SEA,DET,0.9543,PASS,NO EDGE,PASS,45.8,54.2,824269,1,N,1:10 PM ET
12,BOS,NYY,0.9191,YRFI,STRONG,STRONG YRFI,32.9,67.1,823539,1,N,7:35 PM ET
13,KC,MIN,0.8904,PASS,NO EDGE,PASS,47.9,52.0,823697,1,N,2:10 PM ET
14,TB,MIA,0.8852,PASS,LOW LAMBDA,PASS,43.8,56.2,823859,1,N,4:10 PM ET
15,SF,CHC,0.8676,NRFI,LEAN,LEAN NRFI,55.0,45.0,824669,1,N,2:20 PM ET
