rank,away,home,lambda,pick_side,pick_strength,pick_label,nrfi_pct,yrfi_pct
1,DET,MIN,1.0390,PASS,NO EDGE,PASS,52.5,47.5
2,OAK,NYY,0.9452,NRFI,LEAN,LEAN NRFI,55.2,44.8
3,CWS,KC,0.9120,NRFI,LEAN,LEAN NRFI,53.9,46.1
4,CIN,MIA,0.8509,YRFI,LEAN,LEAN YRFI,44.9,55.1
5,ARI,NYM,0.8462,NRFI,STRONG,STRONG NRFI,60.9,39.1
6,COL,SD,0.7395,PASS,NO EDGE,PASS,49.0,51.0
