rank,away,home,lambda,pick_side,pick_strength,pick_label,nrfi_pct,yrfi_pct,game_pk,game_number,double_header,game_time_et
1,SF,COL,1.3086,YRFI,STRONG,STRONG YRFI,32.2,67.8,824352,1,N,9:10 PM ET
2,ATL,CIN,1.2644,YRFI,STRONG,STRONG YRFI,36.7,63.3,824513,1,N,7:15 PM ET
3,MIL,HOU,1.1176,PASS,NO EDGE,PASS,47.7,52.3,824190,1,N,4:10 PM ET
4,KC,TEX,1.0897,NRFI,LEAN,LEAN NRFI,55.1,44.9,822893,1,N,4:05 PM ET
5,TOR,BAL,1.0548,NRFI,LEAN,LEAN NRFI,54.0,46.0,824833,1,N,4:05 PM ET
6,DET,CWS,1.0128,YRFI,STRONG,STRONG YRFI,32.2,67.8,824593,1,N,2:10 PM ET
7,NYY,OAK,0.9843,YRFI,STRONG,STRONG YRFI,40.6,59.4,825000,1,N,10:05 PM ET
8,SD,WSH,0.9676,PASS,NO EDGE,PASS,47.7,52.3,822731,1,N,4:05 PM ET
9,MIN,PIT,0.9314,PASS,NO EDGE,PASS,44.3,55.7,823375,1,N,4:05 PM ET
10,PHI,LAD,0.9615,YRFI,STRONG,STRONG YRFI,40.8,59.2,823945,1,N,10:10 PM ET
11,CHC,STL,0.9451,PASS,LINEUP PENDING,PASS,45.3,54.7,823054,1,N,7:15 PM ET
12,MIA,NYM,0.9133,NRFI,LEAN,LEAN NRFI,53.9,46.1,823622,1,N,4:10 PM ET
13,ARI,SEA,0.8659,PASS,LINEUP PENDING,PASS,49.7,50.3,823132,1,N,10:10 PM ET
14,LAA,TB,0.7602,YRFI,STRONG,STRONG YRFI,40.9,59.1,822975,1,N,4:10 PM ET
15,BOS,CLE,0.7776,NRFI,LEAN,LEAN NRFI,54.4,45.6,824431,1,N,4:10 PM ET
