rank,away,home,lambda,pick_side,pick_strength,pick_label,nrfi_pct,yrfi_pct,game_pk,game_number,double_header,game_time_et
1,ARI,COL,1.2668,YRFI,STRONG,STRONG YRFI,30.8,69.2,824359,1,N,3:10 PM ET
2,CIN,CLE,0.9652,PASS,NO EDGE,PASS,47.0,53.0,824435,1,N,6:10 PM ET
3,CHC,CWS,0.9062,PASS,NO EDGE,PASS,44.3,55.7,824600,1,N,7:10 PM ET
4,BAL,WSH,0.9385,YRFI,STRONG,STRONG YRFI,34.1,65.9,822737,1,N,4:05 PM ET
5,KC,STL,0.9436,NRFI,LEAN,LEAN NRFI,53.0,47.0,823060,1,N,2:15 PM ET
6,SD,SEA,0.8521,NRFI,LEAN,LEAN NRFI,53.3,46.7,823139,1,N,7:15 PM ET
7,MIL,MIN,0.8666,PASS,NO EDGE,PASS,48.3,51.7,823706,1,N,7:10 PM ET
8,SF,OAK,0.8498,PASS,NO EDGE,PASS,47.3,52.7,825007,1,N,9:40 PM ET
9,NYY,NYM,0.8341,YRFI,STRONG,STRONG YRFI,37.0,63.0,823627,1,N,7:15 PM ET
10,PHI,PIT,0.8097,PASS,NO EDGE,PASS,50.0,50.0,823382,1,N,4:05 PM ET
11,BOS,ATL,0.8283,NRFI,LEAN,LEAN NRFI,50.7,49.3,824924,1,N,7:15 PM ET
12,TEX,HOU,0.7741,NRFI,LEAN,LEAN NRFI,51.2,48.8,824193,1,N,7:10 PM ET
13,LAD,LAA,0.8045,YRFI,LEAN,LEAN YRFI,44.0,56.0,824038,1,N,9:38 PM ET
14,TOR,DET,0.8263,YRFI,STRONG,STRONG YRFI,43.4,56.6,824278,1,N,1:10 PM ET
15,MIA,TB,0.7714,NRFI,LEAN,LEAN NRFI,52.7,47.3,822981,1,N,4:10 PM ET
