rank,away,home,lambda,pick_side,pick_strength,pick_label,nrfi_pct,yrfi_pct,game_pk,game_number,double_header,game_time_et
1,OAK,CIN,1.2492,PASS,NO EDGE,PASS,48.2,51.8,824481,1,N,12:40 PM ET
2,LAA,BAL,1.2393,PASS,NO EDGE,PASS,49.2,50.8,824804,1,N,12:35 PM ET
3,SD,ARI,1.1326,YRFI,STRONG,STRONG YRFI,32.3,67.7,825053,1,N,9:40 PM ET
4,WSH,PHI,1.0585,PASS,LINEUP PENDING,PASS,43.8,56.2,823430,1,N,6:05 PM ET
5,PIT,MIL,0.9858,PASS,LINEUP PENDING,PASS,55.8,44.2,823754,1,N,2:10 PM ET
6,TOR,CHC,0.9838,NRFI,LEAN,LEAN NRFI,53.3,46.7,824664,1,N,2:20 PM ET
7,MIA,ATL,0.9804,PASS,LINEUP PENDING,PASS,47.7,52.3,824885,1,N,7:15 PM ET
8,CWS,BOS,0.9569,PASS,LINEUP PENDING,PASS,48.9,51.1,824729,1,N,7:10 PM ET
9,MIN,KC,0.9500,PASS,LINEUP PENDING,PASS,52.4,47.6,824080,1,N,7:40 PM ET
10,DET,SEA,0.9208,PASS,LINEUP PENDING,PASS,51.3,48.7,823105,1,N,4:10 PM ET
11,NYM,CLE,0.8328,NRFI,LEAN,LEAN NRFI,52.2,47.8,824401,1,N,1:10 PM ET
