rank,away,home,lambda,pick_side,pick_strength,pick_label,nrfi_pct,yrfi_pct,game_pk,game_number,double_header,game_time_et
1,MIA,COL,1.3025,YRFI,STRONG,STRONG YRFI,33.1,66.9,824337,1,N,8:40 PM ET
2,CWS,BAL,1.1601,PASS,LOW LAMBDA,PASS,42.9,57.1,824818,1,N,12:35 PM ET
3,MIN,HOU,1.1269,PASS,NO EDGE,PASS,47.7,52.3,824174,1,N,8:10 PM ET
4,CIN,MIL,1.1244,NRFI,LEAN,LEAN NRFI,55.0,45.0,823767,1,N,8:10 PM ET
5,SD,CHC,1.0599,YRFI,STRONG,STRONG YRFI,40.6,59.4,824660,1,N,2:20 PM ET
6,SF,ARI,1.0736,PASS,LOW LAMBDA,PASS,43.8,56.2,825064,1,N,9:40 PM ET
7,LAD,OAK,1.0280,PASS,STARTER PENDING,PASS,40.6,59.4,824985,1,N,9:40 PM ET
8,WSH,BOS,0.9678,PASS,NO EDGE,PASS,47.8,52.2,824740,1,N,1:35 PM ET
9,NYM,TOR,0.9782,NRFI,LEAN,LEAN NRFI,54.8,45.2,822791,1,N,3:07 PM ET
10,STL,ATL,1.0193,PASS,NO EDGE,PASS,47.5,52.5,824905,1,N,7:15 PM ET
11,DET,NYY,1.0339,YRFI,STRONG,STRONG YRFI,34.9,65.0,823530,1,N,1:35 PM ET
12,TEX,CLE,0.9592,PASS,NO EDGE,PASS,47.9,52.0,824419,1,N,1:10 PM ET
13,TB,KC,0.9770,NRFI,LEAN,LEAN NRFI,54.2,45.8,824094,1,N,7:40 PM ET
14,PIT,PHI,0.7653,PASS,NO EDGE,PASS,47.9,52.1,823446,1,N,6:40 PM ET
