rank,away,home,lambda,pick_side,pick_strength,pick_label,nrfi_pct,yrfi_pct,game_pk,game_number,double_header,game_time_et
1,PIT,COL,1.1885,YRFI,STRONG,STRONG YRFI,32.7,67.3,824342,1,N,9:10 PM ET
2,MIN,ARI,1.1656,YRFI,STRONG,STRONG YRFI,38.2,61.8,825068,1,N,10:10 PM ET
3,CIN,NYY,1.1137,YRFI,STRONG,STRONG YRFI,32.2,67.8,823532,1,N,1:35 PM ET
4,TOR,CHC,1.1067,NRFI,LEAN,LEAN NRFI,54.8,45.2,824665,1,N,2:20 PM ET
5,CLE,HOU,1.0727,PASS,NO EDGE,PASS,47.8,52.2,824180,1,N,7:15 PM ET
6,SD,TEX,1.0580,NRFI,LEAN,LEAN NRFI,55.1,44.9,822885,1,N,4:05 PM ET
7,LAA,OAK,1.0108,YRFI,STRONG,STRONG YRFI,36.6,63.4,824988,1,N,10:05 PM ET
8,WSH,TB,0.9743,YRFI,STRONG,STRONG YRFI,40.6,59.4,822967,1,N,4:10 PM ET
9,BOS,SEA,0.9542,PASS,LINEUP PENDING,PASS,47.7,52.3,823126,1,N,10:10 PM ET
10,SF,MIA,0.9012,PASS,NO EDGE,PASS,47.7,52.3,823854,1,N,4:10 PM ET
11,CWS,DET,0.8897,PASS,NO EDGE,PASS,47.7,52.3,824263,1,N,1:10 PM ET
12,BAL,LAD,0.8774,PASS,LINEUP PENDING,PASS,46.7,53.3,823937,1,N,10:10 PM ET
13,NYM,PHI,0.8111,NRFI,LEAN,LEAN NRFI,52.4,47.6,823447,1,N,7:15 PM ET
14,MIL,ATL,0.8303,NRFI,LEAN,LEAN NRFI,55.7,44.3,824909,1,N,4:10 PM ET
