rank,away,home,lambda,pick_side,pick_strength,pick_label,nrfi_pct,yrfi_pct,game_pk,game_number,double_header,game_time_et
1,CIN,COL,1.4766,YRFI,STRONG,STRONG YRFI,32.2,67.8,824331,1,N,3:10 PM ET
2,WSH,OAK,1.1570,YRFI,STRONG,STRONG YRFI,32.2,67.8,824979,1,N,10:05 PM ET
3,CWS,TOR,1.1230,PASS,LOW LAMBDA,PASS,43.8,56.2,822790,1,N,3:07 PM ET
4,LAD,NYY,1.0993,PASS,LINEUP PENDING,PASS,47.7,52.3,823523,1,N,8:08 PM ET
5,SD,KC,1.0629,NRFI,LEAN,LEAN NRFI,56.8,43.2,824088,1,N,4:10 PM ET
6,MIN,CHC,1.0239,PASS,NO EDGE,PASS,47.7,52.3,824657,1,N,2:20 PM ET
7,BAL,HOU,1.0352,PASS,NO EDGE,PASS,46.6,53.4,824169,1,N,4:10 PM ET
8,TB,BOS,1.0225,PASS,NO EDGE,PASS,47.9,52.1,824738,1,N,4:10 PM ET
9,PIT,CLE,1.0124,PASS,LINEUP PENDING,PASS,47.7,52.3,824412,2,S,7:10 PM ET
10,MIA,MIL,0.9879,NRFI,LEAN,LEAN NRFI,61.9,38.1,823763,1,N,4:10 PM ET
11,STL,ARI,0.9845,YRFI,STRONG,STRONG YRFI,34.8,65.2,825059,1,N,4:10 PM ET
12,TEX,ATL,0.9705,NRFI,LEAN,LEAN NRFI,54.8,45.2,824899,1,N,4:10 PM ET
13,PIT,CLE,0.9811,PASS,NO EDGE,PASS,49.7,50.3,824414,1,S,1:10 PM ET
14,NYM,PHI,0.8909,PASS,LOW LAMBDA,PASS,43.5,56.5,823441,1,N,3:05 PM ET
15,DET,LAA,0.8742,YRFI,STRONG,STRONG YRFI,38.3,61.7,824008,1,N,10:07 PM ET
16,SF,SEA,0.7171,PASS,LINEUP PENDING,PASS,54.9,45.1,823116,1,N,8:08 PM ET
