rank,away,home,lambda,pick_side,pick_strength,pick_label,nrfi_pct,yrfi_pct,game_pk,game_number,double_header,game_time_et
1,WSH,ATL,1.3039,PASS,LINEUP PENDING,PASS,47.7,52.3,824920,1,N,4:10 PM ET
2,STL,CIN,1.2579,PASS,LINEUP PENDING,PASS,43.1,56.9,824518,1,S,1:10 PM ET
3,LAD,MIL,1.2147,NRFI,STRONG,STRONG NRFI,59.2,40.8,823787,1,N,7:15 PM ET
4,COL,ARI,1.1592,PASS,LINEUP PENDING,PASS,43.5,56.5,825080,1,N,10:10 PM ET
5,DET,BAL,1.1536,PASS,LINEUP PENDING,PASS,48.7,51.3,824840,1,N,4:05 PM ET
6,STL,CIN,1.1372,PASS,LINEUP PENDING,PASS,47.7,52.3,824516,2,S,7:15 PM ET
7,MIN,BOS,1.0809,PASS,LINEUP PENDING,PASS,43.5,56.5,824760,1,N,4:10 PM ET
8,HOU,CHC,1.0143,PASS,LINEUP PENDING,PASS,49.0,51.0,824674,1,N,2:20 PM ET
9,TB,NYY,0.9682,PASS,LINEUP PENDING,PASS,48.2,51.8,823543,1,N,1:35 PM ET
10,OAK,SD,0.9604,PASS,LINEUP PENDING,PASS,53.6,46.4,823300,1,N,9:40 PM ET
11,CWS,SF,0.9398,PASS,LINEUP PENDING,PASS,46.5,53.5,823222,1,N,4:05 PM ET
12,CLE,PHI,0.9353,PASS,LINEUP PENDING,PASS,49.0,51.0,823458,1,N,4:05 PM ET
13,TEX,LAA,0.9098,PASS,LINEUP PENDING,PASS,46.5,53.5,824030,1,N,10:05 PM ET
14,NYM,MIA,0.8871,PASS,LINEUP PENDING,PASS,49.0,51.0,823862,1,N,4:10 PM ET
15,PIT,TOR,0.8564,PASS,LINEUP PENDING,PASS,49.0,51.0,822814,1,N,3:07 PM ET
16,SEA,KC,0.8068,PASS,LINEUP PENDING,PASS,49.0,51.0,824109,1,N,4:10 PM ET
