rank,away,home,lambda,pick_side,pick_strength,pick_label,nrfi_pct,yrfi_pct,game_pk,game_number,double_header,game_time_et
1,KC,COL,1.3088,YRFI,STRONG,STRONG YRFI,31.0,69.0,824325,1,N,8:40 PM ET
2,PHI,BAL,1.2046,PASS,NO EDGE,PASS,48.4,51.6,824809,1,N,7:05 PM ET
3,MIA,NYM,1.1458,PASS,NO EDGE,PASS,48.7,51.3,823593,1,N,7:10 PM ET
4,DET,OAK,1.0958,YRFI,STRONG,STRONG YRFI,41.1,58.9,824975,1,N,9:40 PM ET
5,MIL,LAA,1.0871,YRFI,STRONG,STRONG YRFI,37.1,62.9,823999,1,N,9:38 PM ET
6,ARI,CLE,1.0854,NRFI,LEAN,LEAN NRFI,50.8,49.2,824407,1,N,7:10 PM ET
7,WSH,ATL,1.0553,PASS,NO EDGE,PASS,48.7,51.3,824892,1,N,7:15 PM ET
8,NYY,CHC,1.0777,PASS,NO EDGE,PASS,48.7,51.3,824651,1,N,2:20 PM ET
9,CWS,TB,1.0185,YRFI,STRONG,STRONG YRFI,28.7,71.3,822945,1,N,7:10 PM ET
10,SF,SD,0.9719,NRFI,LEAN,LEAN NRFI,53.8,46.2,823272,1,N,9:45 PM ET
11,MIN,SEA,0.9652,PASS,NO EDGE,PASS,49.9,50.1,823111,1,N,10:10 PM ET
12,TEX,HOU,0.9518,NRFI,LEAN,LEAN NRFI,50.4,49.6,824164,1,N,8:15 PM ET
13,PIT,CIN,0.8788,NRFI,LEAN,LEAN NRFI,51.5,48.4,824486,1,N,6:10 PM ET
14,STL,TOR,0.8826,NRFI,LEAN,LEAN NRFI,54.3,45.7,822782,1,N,7:07 PM ET
15,BOS,LAD,0.8294,PASS,NO EDGE,PASS,48.5,51.5,823922,1,N,10:10 PM ET
