rank,away,home,lambda,pick_side,pick_strength,pick_label,nrfi_pct,yrfi_pct,game_pk,game_number,double_header,game_time_et
1,WSH,CIN,0.9778,PASS,NO EDGE,PASS,47.3,52.7,824517,1,N,12:40 PM ET
2,COL,PIT,0.9802,PASS,NO EDGE,PASS,44.0,56.0,823383,1,N,12:35 PM ET
3,SEA,HOU,0.9610,PASS,NO EDGE,PASS,48.4,51.6,824196,1,N,2:10 PM ET
4,SD,MIL,0.9636,NRFI,STRONG,STRONG NRFI,68.6,31.4,823789,1,N,1:40 PM ET
5,STL,OAK,0.9574,YRFI,STRONG,STRONG YRFI,30.8,69.2,825008,1,N,3:05 PM ET
6,KC,CWS,0.9162,YRFI,LEAN,LEAN YRFI,44.0,56.0,824602,1,N,7:40 PM ET
7,MIA,MIN,0.9211,PASS,NO DATA,PASS,50.0,50.0,823709,1,N,1:40 PM ET
8,SF,LAD,0.7997,PASS,LINEUP PENDING,PASS,50.0,50.0,823950,1,N,10:10 PM ET
9,CHC,ATL,0.7963,PASS,NO EDGE,PASS,45.7,54.3,824926,1,N,7:15 PM ET
10,DET,NYM,0.7084,NRFI,LEAN,LEAN NRFI,53.3,46.7,823630,1,N,1:10 PM ET
11,PHI,BOS,0.7393,NRFI,STRONG,STRONG NRFI,59.7,40.3,824762,1,N,6:45 PM ET
