rank,away,home,lambda,pick_side,pick_strength,pick_label,nrfi_pct,yrfi_pct,game_pk,game_number,double_header,game_time_et
1,KC,COL,1.3798,YRFI,STRONG,STRONG YRFI,28.7,71.3,824323,1,N,3:10 PM ET
2,STL,TOR,1.2866,PASS,NO EDGE,PASS,46.9,53.1,822783,1,N,1:37 PM ET
3,WSH,ATL,1.1114,YRFI,LEAN,LEAN YRFI,43.7,56.3,824891,1,N,1:35 PM ET
4,PIT,CIN,1.0719,PASS,NO EDGE,PASS,49.4,50.6,824483,1,N,1:40 PM ET
5,TEX,HOU,1.0389,YRFI,LEAN,LEAN YRFI,45.7,54.3,824163,1,N,2:10 PM ET
6,ARI,CLE,1.0417,NRFI,LEAN,LEAN NRFI,50.5,49.5,824404,1,N,1:40 PM ET
7,NYY,CHC,1.0431,PASS,NO EDGE,PASS,47.0,53.0,824648,1,N,2:20 PM ET
8,CWS,TB,0.9748,YRFI,LEAN,LEAN YRFI,43.1,56.9,822943,1,N,1:40 PM ET
9,BOS,LAD,0.9195,PASS,NO EDGE,PASS,47.5,52.5,823919,1,N,7:20 PM ET
10,DET,OAK,0.8941,YRFI,STRONG,STRONG YRFI,39.9,60.1,824971,1,N,4:05 PM ET
11,PHI,BAL,0.9084,PASS,NO EDGE,PASS,49.3,50.7,824807,1,N,1:35 PM ET
12,MIN,SEA,0.9028,NRFI,LEAN,LEAN NRFI,54.7,45.3,823107,1,N,4:10 PM ET
13,MIA,NYM,0.9231,PASS,NO DATA,PASS,49.1,50.9,823592,1,N,1:40 PM ET
14,SF,SD,0.8870,NRFI,LEAN,LEAN NRFI,52.4,47.6,823270,1,N,4:10 PM ET
15,MIL,LAA,0.8432,PASS,NO EDGE,PASS,48.0,52.0,823996,1,N,3:15 PM ET
