rank,away,home,lambda,pick_side,pick_strength,pick_label,nrfi_pct,yrfi_pct,game_pk,game_number,double_header,game_time_et
1,NYY,HOU,1.1494,NRFI,LEAN,LEAN NRFI,55.7,44.3,824202,1,N,2:10 PM ET
2,OAK,TEX,1.0841,NRFI,LEAN,LEAN NRFI,57.2,42.8,822911,1,N,2:35 PM ET
3,MIN,TB,1.0451,NRFI,LEAN,LEAN NRFI,56.9,43.1,822991,1,N,1:40 PM ET
4,CLE,TOR,1.0003,PASS,NO EDGE,PASS,50.8,49.2,822824,1,N,1:37 PM ET
5,BOS,BAL,0.9923,NRFI,LEAN,LEAN NRFI,53.7,46.3,824852,1,N,1:35 PM ET
6,WSH,CWS,0.9463,NRFI,LEAN,LEAN NRFI,53.1,46.9,824612,1,N,2:10 PM ET
7,COL,NYM,0.9424,PASS,STARTER PENDING,PASS,63.3,36.7,823637,2,Y,1:45 PM ET
8,DET,CIN,0.9411,PASS,NO EDGE,PASS,49.7,50.3,824528,1,N,1:40 PM ET
9,SD,ARI,0.9260,YRFI,LEAN,LEAN YRFI,46.5,53.5,825094,1,N,4:05 PM ET
10,PHI,ATL,0.9072,NRFI,LEAN,LEAN NRFI,55.4,44.6,824934,1,N,1:35 PM ET
11,PIT,MIL,0.8681,NRFI,LEAN,LEAN NRFI,58.1,41.9,823797,1,N,2:10 PM ET
12,SEA,STL,0.8599,NRFI,LEAN,LEAN NRFI,53.1,46.9,823068,1,N,2:15 PM ET
13,COL,NYM,0.8533,NRFI,STRONG,STRONG NRFI,61.5,38.5,823635,1,Y,1:40 PM ET
14,CHC,LAD,0.8258,YRFI,LEAN,LEAN YRFI,41.1,58.9,823959,1,N,4:10 PM ET
15,MIA,SF,0.8183,NRFI,LEAN,LEAN NRFI,53.8,46.2,823230,1,N,4:05 PM ET
16,LAA,KC,0.8028,NRFI,LEAN,LEAN NRFI,53.9,46.1,824122,1,N,4:10 PM ET
