rank,away,home,lambda,pick_side,pick_strength,pick_label,nrfi_pct,yrfi_pct,game_pk,game_number,double_header,game_time_et
1,HOU,BAL,1.0591,PASS,NO EDGE,PASS,48.5,51.5,824849,1,N,6:35 PM ET
2,CHC,SD,0.9965,PASS,NO EDGE,PASS,45.3,54.7,823310,1,N,9:40 PM ET
3,WSH,NYM,0.9916,YRFI,STRONG,STRONG YRFI,40.7,59.3,823636,1,N,7:10 PM ET
4,COL,CIN,0.9824,PASS,STARTER PENDING,PASS,48.5,51.5,824526,1,N,6:40 PM ET
5,ARI,MIL,0.9605,PASS,STARTER PENDING,PASS,65.8,34.2,823798,1,N,7:40 PM ET
6,STL,PIT,0.9296,PASS,STARTER PENDING,PASS,46.6,53.4,823390,1,N,6:40 PM ET
7,DET,ATL,0.8942,PASS,NO EDGE,PASS,53.2,46.8,824931,1,N,7:15 PM ET
8,BOS,TOR,0.8936,PASS,STARTER PENDING,PASS,48.5,51.5,822823,1,N,7:07 PM ET
9,TB,CLE,0.8889,PASS,NO EDGE,PASS,45.3,54.7,824447,1,N,6:10 PM ET
10,SF,PHI,0.8879,PASS,NO EDGE,PASS,45.3,54.7,823473,1,N,6:40 PM ET
11,KC,OAK,0.8018,PASS,STARTER PENDING,PASS,44.5,55.5,825017,1,N,9:40 PM ET
12,LAA,CWS,0.7900,PASS,NO EDGE,PASS,48.5,51.5,824610,1,N,7:40 PM ET
13,NYY,TEX,0.7755,NRFI,STRONG,STRONG NRFI,65.8,34.2,822908,1,N,8:05 PM ET
14,SEA,MIN,0.7215,PASS,NO EDGE,PASS,56.2,43.8,823716,1,N,7:40 PM ET
15,MIA,LAD,0.7013,NRFI,STRONG,STRONG NRFI,60.0,40.0,823956,1,N,10:10 PM ET
