rank,away,home,lambda,pick_side,pick_strength,pick_label,nrfi_pct,yrfi_pct,game_pk,game_number,double_header,game_time_et
1,BAL,COL,1.3001,YRFI,STRONG,STRONG YRFI,40.7,59.3,824313,1,N,8:40 PM ET
2,ATL,WSH,1.2167,YRFI,STRONG,STRONG YRFI,37.9,62.1,822687,1,N,6:45 PM ET
3,SD,CIN,1.1711,PASS,NO EDGE,PASS,45.1,54.9,824472,1,N,6:40 PM ET
4,CWS,HOU,1.1372,PASS,NO EDGE,PASS,49.0,51.0,824148,1,N,8:10 PM ET
5,MIL,CHC,1.1089,PASS,NO EDGE,PASS,49.0,51.0,824633,1,N,7:40 PM ET
6,STL,LAD,1.0957,YRFI,STRONG,STRONG YRFI,34.8,65.2,823908,1,N,10:10 PM ET
7,SEA,BOS,1.0042,NRFI,LEAN,LEAN NRFI,53.0,47.0,824716,1,N,6:45 PM ET
8,MIA,KC,1.0256,PASS,NO EDGE,PASS,45.9,54.1,824070,1,N,7:40 PM ET
9,OAK,TEX,1.0310,NRFI,LEAN,LEAN NRFI,50.7,49.3,822854,1,N,8:05 PM ET
10,NYM,TB,0.9961,NRFI,LEAN,LEAN NRFI,53.1,46.9,822929,1,N,6:40 PM ET
11,NYY,LAA,0.9717,PASS,NO EDGE,PASS,46.7,53.3,823984,1,N,9:38 PM ET
12,DET,MIN,0.9113,PASS,NO EDGE,PASS,49.9,50.1,823661,1,N,7:40 PM ET
13,PHI,ARI,0.8673,NRFI,LEAN,LEAN NRFI,52.8,47.2,825038,1,N,9:40 PM ET
14,TOR,CLE,0.8385,NRFI,LEAN,LEAN NRFI,54.2,45.8,824391,1,N,6:40 PM ET
15,SF,PIT,0.7430,NRFI,LEAN,LEAN NRFI,54.0,46.0,823340,1,N,6:40 PM ET
