rank,away,home,lambda,pick_side,pick_strength,pick_label,nrfi_pct,yrfi_pct,game_pk,game_number,double_header,game_time_et
1,LAA,BOS,1.1848,YRFI,STRONG,STRONG YRFI,37.3,62.7,824715,1,N,1:35 PM ET
2,CHC,MIL,1.1232,NRFI,LEAN,LEAN NRFI,54.3,45.7,823742,1,N,2:10 PM ET
3,CLE,BAL,1.0054,NRFI,LEAN,LEAN NRFI,54.6,45.4,824793,1,N,1:35 PM ET
4,WSH,SD,1.0077,PASS,NO EDGE,PASS,45.7,54.3,823254,1,N,5:10 PM ET
5,NYM,MIA,0.9850,PASS,NO EDGE,PASS,49.4,50.6,823820,1,N,1:10 PM ET
6,CIN,LAD,0.9635,NRFI,LEAN,LEAN NRFI,53.2,46.8,823902,1,N,9:10 PM ET
7,ATL,PHI,0.9693,NRFI,LEAN,LEAN NRFI,54.2,45.8,823415,1,N,1:05 PM ET
8,TOR,OAK,0.9171,NRFI,LEAN,LEAN NRFI,53.2,46.8,824958,1,N,10:05 PM ET
9,MIN,DET,0.8928,NRFI,LEAN,LEAN NRFI,54.2,45.8,824229,1,N,3:10 PM ET
10,ARI,KC,0.9100,PASS,NO EDGE,PASS,49.0,51.0,824062,1,N,2:10 PM ET
11,STL,SF,0.8352,PASS,NO EDGE,PASS,48.4,51.6,823175,1,N,8:10 PM ET
