rank,away,home,lambda,pick_side,pick_strength,pick_label,nrfi_pct,yrfi_pct,game_pk,game_number,double_header,game_time_et
1,ATL,COL,1.2046,PASS,LINEUP PENDING,PASS,41.4,58.6,824364,1,N,3:10 PM ET
2,MIL,WSH,1.1494,PASS,STARTER PENDING,PASS,36.2,63.8,822742,1,N,1:35 PM ET
3,TEX,DET,1.0113,PASS,LINEUP PENDING,PASS,38.1,61.9,824285,1,N,7:20 PM ET
4,ARI,CHC,1.0016,PASS,LINEUP PENDING,PASS,36.2,63.8,824687,1,N,2:20 PM ET
5,CWS,SD,0.9718,PASS,LINEUP PENDING,PASS,38.9,61.1,823307,1,N,4:10 PM ET
6,NYM,LAA,0.9300,PASS,LINEUP PENDING,PASS,46.9,53.1,824043,1,N,4:07 PM ET
7,HOU,BOS,0.9235,PASS,LINEUP PENDING,PASS,44.9,55.1,824769,1,N,1:35 PM ET
8,LAD,STL,0.8944,PASS,LINEUP PENDING,PASS,48.9,51.1,823065,1,N,2:15 PM ET
9,SF,TB,0.8649,PASS,LINEUP PENDING,PASS,42.6,57.4,822987,1,N,1:40 PM ET
10,CIN,PIT,0.8333,PASS,LINEUP PENDING,PASS,64.3,35.7,823387,1,N,1:35 PM ET
11,BAL,NYY,0.8285,PASS,NO DATA,PASS,48.9,51.1,823555,1,N,1:35 PM ET
12,KC,SEA,0.8230,PASS,LINEUP PENDING,PASS,43.3,56.7,823145,1,N,4:10 PM ET
13,PHI,MIA,0.8022,PASS,LINEUP PENDING,PASS,63.4,36.6,823875,1,N,1:40 PM ET
14,TOR,MIN,0.7775,PASS,LINEUP PENDING,PASS,54.0,46.0,823711,1,N,12:45 PM ET
15,CLE,OAK,0.7510,PASS,LINEUP PENDING,PASS,46.9,53.1,825013,1,N,4:05 PM ET
