rank,away,home,lambda,pick_side,pick_strength,pick_label,nrfi_pct,yrfi_pct,game_pk,game_number,double_header,game_time_et
1,WSH,PHI,1.3396,YRFI,STRONG,STRONG YRFI,28.9,71.1,823429,1,N,6:40 PM ET
2,OAK,CIN,1.3221,PASS,NO EDGE,PASS,48.6,51.4,824482,1,N,6:40 PM ET
3,TB,COL,1.3003,YRFI,STRONG,STRONG YRFI,28.7,71.3,824322,1,N,3:10 PM ET
4,SF,TEX,1.2156,PASS,NO DATA,PASS,54.7,45.3,822866,1,N,2:35 PM ET
5,LAD,CHC,1.1750,PASS,NO EDGE,PASS,46.9,53.0,824646,1,N,2:20 PM ET
6,TOR,HOU,1.1825,PASS,NO EDGE,PASS,47.5,52.5,824158,1,N,2:10 PM ET
7,MIN,KC,1.0608,PASS,NO EDGE,PASS,49.9,50.1,824082,1,N,7:40 PM ET
8,MIA,ATL,1.0281,PASS,NO EDGE,PASS,49.9,50.1,824889,1,N,7:15 PM ET
9,STL,NYY,1.0037,PASS,NO EDGE,PASS,48.3,51.7,823516,1,N,7:05 PM ET
10,SD,ARI,0.9748,PASS,LINEUP PENDING,PASS,42.2,57.8,825052,1,N,9:40 PM ET
11,CWS,BOS,0.9559,PASS,NO EDGE,PASS,49.4,50.6,824728,1,N,7:10 PM ET
12,NYM,CLE,0.9206,NRFI,LEAN,LEAN NRFI,54.8,45.2,824402,1,N,6:40 PM ET
13,LAA,BAL,0.9005,NRFI,LEAN,LEAN NRFI,51.9,48.1,824806,1,N,6:35 PM ET
14,PIT,MIL,0.8756,PASS,LINEUP PENDING,PASS,65.7,34.3,823753,1,N,7:40 PM ET
15,DET,SEA,0.8585,PASS,LINEUP PENDING,PASS,54.5,45.5,823106,1,N,9:40 PM ET
