rank,away,home,lambda,pick_side,pick_strength,pick_label,nrfi_pct,yrfi_pct,game_pk,game_number,double_header,game_time_et
1,COL,NYY,1.1822,YRFI,LEAN,LEAN YRFI,41.6,58.4,823497,1,N,7:05 PM ET
2,WSH,SD,1.1110,PASS,NO EDGE,PASS,49.1,50.9,823251,1,N,4:10 PM ET
3,LAA,BOS,1.0840,PASS,NO EDGE,PASS,49.0,51.0,824713,1,N,6:45 PM ET
4,ARI,KC,1.0569,PASS,NO EDGE,PASS,48.3,51.7,824064,1,N,7:40 PM ET
5,TB,ATL,1.0510,PASS,NO EDGE,PASS,48.0,52.0,824871,1,N,7:15 PM ET
6,PIT,CWS,1.0386,NRFI,LEAN,LEAN NRFI,50.8,49.2,824549,1,N,7:40 PM ET
7,MIN,DET,0.9569,NRFI,LEAN,LEAN NRFI,54.2,45.8,824226,1,N,1:10 PM ET
8,CLE,BAL,1.0005,NRFI,LEAN,LEAN NRFI,54.1,45.9,824791,1,N,6:35 PM ET
9,TEX,SEA,0.9965,NRFI,LEAN,LEAN NRFI,51.6,48.4,823090,1,N,4:10 PM ET
10,CHC,MIL,0.9860,NRFI,LEAN,LEAN NRFI,56.1,43.9,823739,1,N,7:40 PM ET
11,CIN,LAD,0.9810,PASS,LINEUP PENDING,PASS,47.8,52.2,823900,1,N,10:10 PM ET
12,STL,SF,0.9484,PASS,NO EDGE,PASS,48.8,51.2,823172,1,N,3:45 PM ET
13,NYM,MIA,0.9229,PASS,NO EDGE,PASS,49.3,50.7,823818,1,N,6:40 PM ET
14,HOU,PHI,0.9105,NRFI,LEAN,LEAN NRFI,53.2,46.8,823416,1,N,6:40 PM ET
15,TOR,OAK,0.9067,YRFI,STRONG,STRONG YRFI,40.9,59.1,824956,1,N,3:05 PM ET
