rank,away,home,lambda,pick_side,pick_strength,pick_label,nrfi_pct,yrfi_pct,game_pk,game_number,double_header,game_time_et
1,WSH,COL,1.3428,YRFI,STRONG,STRONG YRFI,32.2,67.8,824328,1,N,8:40 PM ET
2,OAK,ARI,1.2453,YRFI,STRONG,STRONG YRFI,39.4,60.6,825058,1,N,9:40 PM ET
3,DET,CHC,1.1920,PASS,NO EDGE,PASS,47.7,52.3,824654,1,N,8:05 PM ET
4,CWS,TEX,1.1759,NRFI,LEAN,LEAN NRFI,52.4,47.6,822874,1,N,8:05 PM ET
5,SD,ATL,1.1292,PASS,LOW LAMBDA,PASS,43.8,56.2,824898,1,N,7:15 PM ET
6,PIT,NYY,1.0150,PASS,LOW LAMBDA,PASS,43.8,56.2,823522,1,N,7:05 PM ET
7,BAL,BOS,1.0111,NRFI,LEAN,LEAN NRFI,53.8,46.2,824736,1,N,7:10 PM ET
8,STL,LAA,0.9982,YRFI,STRONG,STRONG YRFI,39.2,60.8,824006,1,N,10:10 PM ET
9,MIA,HOU,0.9821,PASS,LOW LAMBDA,PASS,42.7,57.3,824167,1,N,8:10 PM ET
10,CIN,SEA,0.9342,PASS,NO EDGE,PASS,47.8,52.2,823112,1,N,9:40 PM ET
11,NYM,MIL,0.9286,NRFI,LEAN,LEAN NRFI,69.2,30.8,823762,1,N,7:40 PM ET
12,LAD,PHI,0.9253,PASS,NO EDGE,PASS,47.9,52.0,823436,1,N,7:10 PM ET
13,SF,KC,0.8888,NRFI,LEAN,LEAN NRFI,55.1,44.9,824087,1,N,7:40 PM ET
14,MIN,CLE,0.8870,PASS,NO EDGE,PASS,48.9,51.1,824410,1,N,6:40 PM ET
15,TB,TOR,0.8597,NRFI,LEAN,LEAN NRFI,55.1,44.9,822788,1,N,7:07 PM ET
