rank,away,home,lambda,pick_side,pick_strength,pick_label,nrfi_pct,yrfi_pct,game_pk,game_number,double_header,game_time_et
1,ARI,SD,1.2069,PASS,LOW LAMBDA,PASS,43.8,56.2,823280,1,N,9:40 PM ET
2,HOU,WSH,1.1108,YRFI,STRONG,STRONG YRFI,40.6,59.4,822713,1,N,6:45 PM ET
3,COL,LAD,1.0820,YRFI,STRONG,STRONG YRFI,32.4,67.6,823929,1,N,10:10 PM ET
4,CHC,BAL,1.0810,NRFI,LEAN,LEAN NRFI,54.8,45.2,824820,1,N,6:35 PM ET
5,MIL,STL,1.0802,PASS,NO EDGE,PASS,47.1,52.9,823035,2,S,7:45 PM ET
6,CLE,MIN,1.0709,NRFI,LEAN,LEAN NRFI,56.9,43.1,823687,1,N,7:40 PM ET
7,KC,NYM,1.0532,YRFI,STRONG,STRONG YRFI,32.2,67.8,823607,1,N,7:10 PM ET
8,LAA,TEX,1.0503,NRFI,LEAN,LEAN NRFI,59.0,41.0,822881,1,N,8:05 PM ET
9,PHI,CIN,1.0482,NRFI,LEAN,LEAN NRFI,52.7,47.3,824495,1,N,7:10 PM ET
10,BOS,CWS,1.0110,PASS,LOW LAMBDA,PASS,43.2,56.8,824579,1,N,7:40 PM ET
11,NYY,TB,0.9297,YRFI,STRONG,STRONG YRFI,35.6,64.3,822956,1,N,6:40 PM ET
12,ATL,PIT,0.8967,NRFI,LEAN,LEAN NRFI,54.8,45.2,823361,1,N,6:40 PM ET
13,MIL,STL,0.8691,PASS,NO EDGE,PASS,46.6,53.4,823062,1,S,2:15 PM ET
14,OAK,DET,0.8619,NRFI,LEAN,LEAN NRFI,56.9,43.1,824254,1,N,6:40 PM ET
15,TOR,SF,0.8204,NRFI,LEAN,LEAN NRFI,55.9,44.1,823203,1,N,9:45 PM ET
16,SEA,MIA,0.7923,PASS,NO EDGE,PASS,47.7,52.3,823847,1,N,6:40 PM ET
