date,matchup,v2_pick,v2_p,v2_oc,v2_pl,t42_pick,t42_p,t42_oc,t42_pl,agree,h_xera_raw,h_xera_pri,a_xera_raw,a_xera_pri,actual_side
2026-05-05,LAD@HOU,NRFI,0.6622,WIN,0.769,NRFI,0.6622,WIN,0.769,Y,2.83,2.83,1.71,1.71,NRFI
2026-05-05,CIN@CHC,NRFI,0.5987,LOSS,-1.0,NRFI,0.5988,LOSS,-1.0,Y,3.72,3.72,3.78,3.78,YRFI
2026-05-05,CLE@KC,NRFI,0.5709,LOSS,-1.0,NRFI,0.5709,LOSS,-1.0,Y,4.2,4.2,4.17,4.17,YRFI
2026-05-05,MIN@WSH,YRFI,0.3988,WIN,0.909,YRFI,0.3988,WIN,0.909,Y,4.1,4.1,4.08,4.08,YRFI
2026-05-05,TEX@NYY,YRFI,0.3914,WIN,0.909,YRFI,0.3914,WIN,0.909,Y,4.2,4.2,3.23,3.23,YRFI
2026-05-05,ATL@SEA,NRFI,0.6132,WIN,0.8,NRFI,0.6132,WIN,0.8,Y,3.55,3.55,4.33,4.33,NRFI
2026-05-05,CWS@LAA,YRFI,0.4017,WIN,0.833,YRFI,0.4017,WIN,0.833,Y,4.2,4.2,5.18,5.19,YRFI
