category,metric,today,baseline,delta,severity,note
categorical,home_pitcher_q=avg,0.0667,0.0309,+0.0357,OK,home_pitcher_q=avg: today=6.7% baseline=3.1% shift=+3.6%
categorical,home_pitcher_q=live,0.8000,0.6907,+0.1093,LOW,home_pitcher_q=live: today=80.0% baseline=69.1% shift=+10.9%
categorical,home_pitcher_q=ltd,0.1333,0.2062,-0.0729,OK,home_pitcher_q=ltd: today=13.3% baseline=20.6% shift=-7.3%
categorical,home_pitcher_q=sm,0.0000,0.0722,-0.0722,OK,home_pitcher_q=sm: today=0.0% baseline=7.2% shift=-7.2%
categorical,away_pitcher_q=avg,0.0667,0.0206,+0.0460,OK,away_pitcher_q=avg: today=6.7% baseline=2.1% shift=+4.6%
categorical,away_pitcher_q=live,0.8000,0.6598,+0.1402,LOW,away_pitcher_q=live: today=80.0% baseline=66.0% shift=+14.0%
categorical,away_pitcher_q=ltd,0.1333,0.2474,-0.1141,LOW,away_pitcher_q=ltd: today=13.3% baseline=24.7% shift=-11.4%
categorical,away_pitcher_q=sm,0.0000,0.0722,-0.0722,OK,away_pitcher_q=sm: today=0.0% baseline=7.2% shift=-7.2%
categorical,home_top3c_source=lineup,1.0000,0.9691,+0.0309,OK,home_top3c_source=lineup: today=100.0% baseline=96.9% shift=+3.1%
categorical,home_top3c_source=team_fallback,0.0000,0.0309,-0.0309,OK,home_top3c_source=team_fallback: today=0.0% baseline=3.1% shift=-3.1%
categorical,away_top3c_source=lineup,1.0000,0.9588,+0.0412,OK,away_top3c_source=lineup: today=100.0% baseline=95.9% shift=+4.1%
categorical,away_top3c_source=team_fallback,0.0000,0.0412,-0.0412,OK,away_top3c_source=team_fallback: today=0.0% baseline=4.1% shift=-4.1%
numeric_mean,home_xera_mean,4.0391,4.0982,z=-0.08,OK,home_xera mean 4.039 vs baseline 4.098 (z=-0.08)
numeric_mean,away_xera_mean,4.2907,3.9490,z=+0.32,OK,away_xera mean 4.291 vs baseline 3.949 (z=+0.32)
numeric_mean,home_whiff_pct_rank_mean,49.6000,48.0928,z=+0.06,OK,home_whiff_pct_rank mean 49.600 vs baseline 48.093 (z=+0.06)
numeric_mean,away_whiff_pct_rank_mean,52.0000,54.7629,z=-0.11,OK,away_whiff_pct_rank mean 52.000 vs baseline 54.763 (z=-0.11)
numeric_extreme,away_whiff_pct_rank_extreme,4,9,-5,MEDIUM,"away_whiff_pct_rank has 4/15 extreme values (outside [5.0, 95.0]); max=100.00"
numeric_mean,home_top3c_obp_mean,0.3474,0.3437,z=+0.16,OK,home_top3c_obp mean 0.347 vs baseline 0.344 (z=+0.16)
numeric_mean,away_top3c_obp_mean,0.3497,0.3513,z=-0.06,OK,away_top3c_obp mean 0.350 vs baseline 0.351 (z=-0.06)
numeric_mean,home_top3c_iso_mean,0.1692,0.1794,z=-0.24,OK,home_top3c_iso mean 0.169 vs baseline 0.179 (z=-0.24)
numeric_mean,away_top3c_iso_mean,0.1918,0.1801,z=+0.32,OK,away_top3c_iso mean 0.192 vs baseline 0.180 (z=+0.32)
numeric_mean,home_p_last5_pitcher_nrfi_mean,0.6511,0.7096,z=-0.28,OK,home_p_last5_pitcher_nrfi mean 0.651 vs baseline 0.710 (z=-0.28)
numeric_mean,away_p_last5_pitcher_nrfi_mean,0.7933,0.7149,z=+0.39,OK,away_p_last5_pitcher_nrfi mean 0.793 vs baseline 0.715 (z=+0.39)
numeric_mean,home_p_last10_pitcher_nrfi_mean,0.6711,0.7171,z=-0.24,OK,home_p_last10_pitcher_nrfi mean 0.671 vs baseline 0.717 (z=-0.24)
numeric_mean,away_p_last10_pitcher_nrfi_mean,0.7838,0.6954,z=+0.55,OK,away_p_last10_pitcher_nrfi mean 0.784 vs baseline 0.695 (z=+0.55)
numeric_mean,away_top3_ops_vs_oppHand_mean,0.7904,0.8062,z=-0.14,OK,away_top3_ops_vs_oppHand mean 0.790 vs baseline 0.806 (z=-0.14)
numeric_mean,home_top3_ops_vs_oppHand_mean,0.7760,0.7805,z=-0.05,OK,home_top3_ops_vs_oppHand mean 0.776 vs baseline 0.780 (z=-0.05)
default_rate,away_top3_ops_vs_oppHand_default_rate,0.0667,0.7200,1/15,OK,away_top3_ops_vs_oppHand defaulted to 0.72 in 1/15 rows (7%); heavy defaulting = predict pipeline failed
default_rate,home_top3_ops_vs_oppHand_default_rate,0.1333,0.7200,2/15,OK,home_top3_ops_vs_oppHand defaulted to 0.72 in 2/15 rows (13%); heavy defaulting = predict pipeline failed
pick_cluster,max_cluster_size,6,-,-,HIGH,largest cluster of picks within 0.005 calibrated P(NRFI): 6 (>=4 = HIGH; >=3 = MEDIUM)
