category,metric,today,baseline,delta,severity,note
categorical,home_pitcher_q=avg,0.0667,0.0426,+0.0241,OK,home_pitcher_q=avg: today=6.7% baseline=4.3% shift=+2.4%
categorical,home_pitcher_q=ltd,0.8000,0.7979,+0.0021,OK,home_pitcher_q=ltd: today=80.0% baseline=79.8% shift=+0.2%
categorical,home_pitcher_q=sm,0.1333,0.1596,-0.0262,OK,home_pitcher_q=sm: today=13.3% baseline=16.0% shift=-2.6%
categorical,away_pitcher_q=avg,0.0000,0.0319,-0.0319,OK,away_pitcher_q=avg: today=0.0% baseline=3.2% shift=-3.2%
categorical,away_pitcher_q=ltd,0.6667,0.8404,-0.1738,LOW,away_pitcher_q=ltd: today=66.7% baseline=84.0% shift=-17.4%
categorical,away_pitcher_q=sm,0.3333,0.1277,+0.2057,MEDIUM,away_pitcher_q=sm: today=33.3% baseline=12.8% shift=+20.6%
categorical,home_top3c_source=_empty_,0.0000,0.8830,-0.8830,MEDIUM,home_top3c_source=_empty_: today=0.0% baseline=88.3% shift=-88.3%
categorical,home_top3c_source=lineup,1.0000,0.0957,+0.9043,MEDIUM,home_top3c_source=lineup: today=100.0% baseline=9.6% shift=+90.4%
categorical,home_top3c_source=team_fallback,0.0000,0.0213,-0.0213,OK,home_top3c_source=team_fallback: today=0.0% baseline=2.1% shift=-2.1%
categorical,away_top3c_source=_empty_,0.0000,0.8830,-0.8830,MEDIUM,away_top3c_source=_empty_: today=0.0% baseline=88.3% shift=-88.3%
categorical,away_top3c_source=lineup,1.0000,0.0957,+0.9043,MEDIUM,away_top3c_source=lineup: today=100.0% baseline=9.6% shift=+90.4%
categorical,away_top3c_source=team_fallback,0.0000,0.0213,-0.0213,OK,away_top3c_source=team_fallback: today=0.0% baseline=2.1% shift=-2.1%
numeric_mean,home_xera_mean,4.4213,4.2440,z=+0.15,OK,home_xera mean 4.421 vs baseline 4.244 (z=+0.15)
numeric_mean,away_xera_mean,4.3000,4.3941,z=-0.06,OK,away_xera mean 4.300 vs baseline 4.394 (z=-0.06)
numeric_mean,home_whiff_pct_rank_mean,39.1333,49.1505,z=-0.39,OK,home_whiff_pct_rank mean 39.133 vs baseline 49.151 (z=-0.39)
numeric_mean,away_whiff_pct_rank_mean,61.0000,45.6882,z=+0.60,OK,away_whiff_pct_rank mean 61.000 vs baseline 45.688 (z=+0.60)
numeric_mean,home_top3c_obp_mean,0.3568,0.3454,z=+0.49,OK,home_top3c_obp mean 0.357 vs baseline 0.345 (z=+0.49)
numeric_mean,away_top3c_obp_mean,0.3537,0.3499,z=+0.15,OK,away_top3c_obp mean 0.354 vs baseline 0.350 (z=+0.15)
numeric_mean,home_top3c_iso_mean,0.1881,0.1754,z=+0.29,OK,home_top3c_iso mean 0.188 vs baseline 0.175 (z=+0.29)
numeric_mean,away_top3c_iso_mean,0.1837,0.1815,z=+0.04,OK,away_top3c_iso mean 0.184 vs baseline 0.182 (z=+0.04)
numeric_mean,home_p_last5_pitcher_nrfi_mean,0.7133,0.6625,z=+0.21,OK,home_p_last5_pitcher_nrfi mean 0.713 vs baseline 0.663 (z=+0.21)
numeric_mean,away_p_last5_pitcher_nrfi_mean,0.6044,0.7050,z=-0.48,OK,away_p_last5_pitcher_nrfi mean 0.604 vs baseline 0.705 (z=-0.48)
numeric_mean,home_p_last10_pitcher_nrfi_mean,0.7467,0.6752,z=+0.38,OK,home_p_last10_pitcher_nrfi mean 0.747 vs baseline 0.675 (z=+0.38)
numeric_mean,away_p_last10_pitcher_nrfi_mean,0.6044,0.7070,z=-0.73,OK,away_p_last10_pitcher_nrfi mean 0.604 vs baseline 0.707 (z=-0.73)
pick_cluster,max_cluster_size,6,-,-,HIGH,largest cluster of picks within 0.005 calibrated P(NRFI): 6 (>=4 = HIGH; >=3 = MEDIUM)
