category,metric,today,baseline,delta,severity,note
categorical,home_pitcher_q=avg,0.0000,0.0417,-0.0417,OK,home_pitcher_q=avg: today=0.0% baseline=4.2% shift=-4.2%
categorical,home_pitcher_q=live,0.6250,0.7083,-0.0833,OK,home_pitcher_q=live: today=62.5% baseline=70.8% shift=-8.3%
categorical,home_pitcher_q=ltd,0.1875,0.1667,+0.0208,OK,home_pitcher_q=ltd: today=18.8% baseline=16.7% shift=+2.1%
categorical,home_pitcher_q=sm,0.1875,0.0833,+0.1042,LOW,home_pitcher_q=sm: today=18.8% baseline=8.3% shift=+10.4%
categorical,away_pitcher_q=avg,0.0000,0.0208,-0.0208,OK,away_pitcher_q=avg: today=0.0% baseline=2.1% shift=-2.1%
categorical,away_pitcher_q=live,0.8125,0.6667,+0.1458,LOW,away_pitcher_q=live: today=81.2% baseline=66.7% shift=+14.6%
categorical,away_pitcher_q=ltd,0.1250,0.2083,-0.0833,OK,away_pitcher_q=ltd: today=12.5% baseline=20.8% shift=-8.3%
categorical,away_pitcher_q=sm,0.0625,0.1042,-0.0417,OK,away_pitcher_q=sm: today=6.2% baseline=10.4% shift=-4.2%
categorical,home_top3c_source=lineup,0.8750,0.9896,-0.1146,OK,home_top3c_source=lineup: today=87.5% baseline=99.0% shift=-11.5%
categorical,home_top3c_source=team_fallback,0.1250,0.0104,+0.1146,OK,home_top3c_source=team_fallback: today=12.5% baseline=1.0% shift=+11.5%
categorical,away_top3c_source=lineup,0.8750,0.9792,-0.1042,OK,away_top3c_source=lineup: today=87.5% baseline=97.9% shift=-10.4%
categorical,away_top3c_source=team_fallback,0.1250,0.0208,+0.1042,OK,away_top3c_source=team_fallback: today=12.5% baseline=2.1% shift=+10.4%
numeric_mean,home_xera_mean,4.0036,4.0911,z=-0.12,OK,home_xera mean 4.004 vs baseline 4.091 (z=-0.12)
numeric_mean,away_xera_mean,3.9534,3.9227,z=+0.03,OK,away_xera mean 3.953 vs baseline 3.923 (z=+0.03)
numeric_mean,home_whiff_pct_rank_mean,49.3125,48.1042,z=+0.05,OK,home_whiff_pct_rank mean 49.312 vs baseline 48.104 (z=+0.05)
numeric_mean,away_whiff_pct_rank_mean,56.1875,53.8646,z=+0.09,OK,away_whiff_pct_rank mean 56.188 vs baseline 53.865 (z=+0.09)
numeric_mean,home_top3c_obp_mean,0.3416,0.3474,z=-0.25,OK,home_top3c_obp mean 0.342 vs baseline 0.347 (z=-0.25)
numeric_mean,away_top3c_obp_mean,0.3539,0.3491,z=+0.19,OK,away_top3c_obp mean 0.354 vs baseline 0.349 (z=+0.19)
numeric_mean,home_top3c_iso_mean,0.1814,0.1819,z=-0.01,OK,home_top3c_iso mean 0.181 vs baseline 0.182 (z=-0.01)
numeric_mean,away_top3c_iso_mean,0.1779,0.1772,z=+0.02,OK,away_top3c_iso mean 0.178 vs baseline 0.177 (z=+0.02)
numeric_mean,home_p_last5_pitcher_nrfi_mean,0.6458,0.7167,z=-0.34,OK,home_p_last5_pitcher_nrfi mean 0.646 vs baseline 0.717 (z=-0.34)
numeric_mean,away_p_last5_pitcher_nrfi_mean,0.7375,0.7083,z=+0.14,OK,away_p_last5_pitcher_nrfi mean 0.738 vs baseline 0.708 (z=+0.14)
numeric_mean,home_p_last10_pitcher_nrfi_mean,0.6458,0.7371,z=-0.55,OK,home_p_last10_pitcher_nrfi mean 0.646 vs baseline 0.737 (z=-0.55)
numeric_mean,away_p_last10_pitcher_nrfi_mean,0.7063,0.6830,z=+0.13,OK,away_p_last10_pitcher_nrfi mean 0.706 vs baseline 0.683 (z=+0.13)
numeric_mean,away_top3_ops_vs_oppHand_mean,0.7791,0.7977,z=-0.15,OK,away_top3_ops_vs_oppHand mean 0.779 vs baseline 0.798 (z=-0.15)
numeric_mean,home_top3_ops_vs_oppHand_mean,0.7794,0.7739,z=+0.06,OK,home_top3_ops_vs_oppHand mean 0.779 vs baseline 0.774 (z=+0.06)
default_rate,away_top3_ops_vs_oppHand_default_rate,0.1875,0.7200,3/16,LOW,away_top3_ops_vs_oppHand defaulted to 0.72 in 3/16 rows (19%); heavy defaulting = predict pipeline failed
default_rate,home_top3_ops_vs_oppHand_default_rate,0.1875,0.7200,3/16,LOW,home_top3_ops_vs_oppHand defaulted to 0.72 in 3/16 rows (19%); heavy defaulting = predict pipeline failed
pick_cluster,max_cluster_size,4,-,-,HIGH,largest cluster of picks within 0.005 calibrated P(NRFI): 4 (>=4 = HIGH; >=3 = MEDIUM)
