category,metric,today,baseline,delta,severity,note
categorical,home_pitcher_q=avg,0.0000,0.0104,-0.0104,OK,home_pitcher_q=avg: today=0.0% baseline=1.0% shift=-1.0%
categorical,home_pitcher_q=live,0.6667,0.7396,-0.0729,OK,home_pitcher_q=live: today=66.7% baseline=74.0% shift=-7.3%
categorical,home_pitcher_q=ltd,0.3333,0.1875,+0.1458,LOW,home_pitcher_q=ltd: today=33.3% baseline=18.8% shift=+14.6%
categorical,home_pitcher_q=sm,0.0000,0.0625,-0.0625,OK,home_pitcher_q=sm: today=0.0% baseline=6.2% shift=-6.2%
categorical,away_pitcher_q=avg,0.0000,0.0208,-0.0208,OK,away_pitcher_q=avg: today=0.0% baseline=2.1% shift=-2.1%
categorical,away_pitcher_q=live,0.8889,0.6771,+0.2118,MEDIUM,away_pitcher_q=live: today=88.9% baseline=67.7% shift=+21.2%
categorical,away_pitcher_q=ltd,0.1111,0.2188,-0.1076,LOW,away_pitcher_q=ltd: today=11.1% baseline=21.9% shift=-10.8%
categorical,away_pitcher_q=sm,0.0000,0.0833,-0.0833,OK,away_pitcher_q=sm: today=0.0% baseline=8.3% shift=-8.3%
categorical,home_top3c_source=lineup,1.0000,0.8229,+0.1771,OK,home_top3c_source=lineup: today=100.0% baseline=82.3% shift=+17.7%
categorical,home_top3c_source=team_fallback,0.0000,0.1771,-0.1771,OK,home_top3c_source=team_fallback: today=0.0% baseline=17.7% shift=-17.7%
categorical,away_top3c_source=lineup,1.0000,0.8125,+0.1875,OK,away_top3c_source=lineup: today=100.0% baseline=81.2% shift=+18.8%
categorical,away_top3c_source=team_fallback,0.0000,0.1875,-0.1875,OK,away_top3c_source=team_fallback: today=0.0% baseline=18.8% shift=-18.8%
numeric_mean,home_xera_mean,4.1123,4.0519,z=+0.06,OK,home_xera mean 4.112 vs baseline 4.052 (z=+0.06)
numeric_mean,away_xera_mean,3.6247,3.8994,z=-0.29,OK,away_xera mean 3.625 vs baseline 3.899 (z=-0.29)
numeric_mean,home_whiff_pct_rank_mean,57.7778,55.1250,z=+0.11,OK,home_whiff_pct_rank mean 57.778 vs baseline 55.125 (z=+0.11)
numeric_mean,away_whiff_pct_rank_mean,53.2222,52.0833,z=+0.05,OK,away_whiff_pct_rank mean 53.222 vs baseline 52.083 (z=+0.05)
numeric_mean,home_top3c_obp_mean,0.3525,0.3405,z=+0.56,OK,home_top3c_obp mean 0.353 vs baseline 0.341 (z=+0.56)
numeric_mean,away_top3c_obp_mean,0.3475,0.3413,z=+0.32,OK,away_top3c_obp mean 0.347 vs baseline 0.341 (z=+0.32)
numeric_mean,home_top3c_iso_mean,0.1823,0.1838,z=-0.04,OK,home_top3c_iso mean 0.182 vs baseline 0.184 (z=-0.04)
numeric_mean,away_top3c_iso_mean,0.2121,0.1831,z=+0.83,OK,away_top3c_iso mean 0.212 vs baseline 0.183 (z=+0.83)
numeric_mean,home_p_last5_pitcher_nrfi_mean,0.6000,0.6773,z=-0.38,OK,home_p_last5_pitcher_nrfi mean 0.600 vs baseline 0.677 (z=-0.38)
numeric_mean,away_p_last5_pitcher_nrfi_mean,0.6444,0.6833,z=-0.17,OK,away_p_last5_pitcher_nrfi mean 0.644 vs baseline 0.683 (z=-0.17)
numeric_mean,home_p_last10_pitcher_nrfi_mean,0.6728,0.6945,z=-0.12,OK,home_p_last10_pitcher_nrfi mean 0.673 vs baseline 0.694 (z=-0.12)
numeric_mean,away_p_last10_pitcher_nrfi_mean,0.6333,0.7018,z=-0.39,OK,away_p_last10_pitcher_nrfi mean 0.633 vs baseline 0.702 (z=-0.39)
numeric_mean,away_top3_ops_vs_oppHand_mean,0.8177,0.7887,z=+0.36,OK,away_top3_ops_vs_oppHand mean 0.818 vs baseline 0.789 (z=+0.36)
numeric_mean,home_top3_ops_vs_oppHand_mean,0.8189,0.7831,z=+0.46,OK,home_top3_ops_vs_oppHand mean 0.819 vs baseline 0.783 (z=+0.46)
default_rate,away_top3_ops_vs_oppHand_default_rate,0.0000,0.7200,0/9,OK,away_top3_ops_vs_oppHand defaulted to 0.72 in 0/9 rows (0%); heavy defaulting = predict pipeline failed
default_rate,home_top3_ops_vs_oppHand_default_rate,0.0000,0.7200,0/9,OK,home_top3_ops_vs_oppHand defaulted to 0.72 in 0/9 rows (0%); heavy defaulting = predict pipeline failed
pick_cluster,max_cluster_size,2,-,-,OK,largest cluster of picks within 0.005 calibrated P(NRFI): 2 (>=4 = MEDIUM; informational -- not predictive of pick quality)
