category,metric,today,baseline,delta,severity,note
categorical,home_pitcher_q=avg,0.0000,0.0106,-0.0106,OK,home_pitcher_q=avg: today=0.0% baseline=1.1% shift=-1.1%
categorical,home_pitcher_q=live,0.8571,0.6596,+0.1976,LOW,home_pitcher_q=live: today=85.7% baseline=66.0% shift=+19.8%
categorical,home_pitcher_q=ltd,0.1429,0.2447,-0.1018,LOW,home_pitcher_q=ltd: today=14.3% baseline=24.5% shift=-10.2%
categorical,home_pitcher_q=sm,0.0000,0.0851,-0.0851,OK,home_pitcher_q=sm: today=0.0% baseline=8.5% shift=-8.5%
categorical,away_pitcher_q=avg,0.0000,0.0106,-0.0106,OK,away_pitcher_q=avg: today=0.0% baseline=1.1% shift=-1.1%
categorical,away_pitcher_q=live,0.5714,0.7234,-0.1520,LOW,away_pitcher_q=live: today=57.1% baseline=72.3% shift=-15.2%
categorical,away_pitcher_q=ltd,0.3571,0.2128,+0.1444,LOW,away_pitcher_q=ltd: today=35.7% baseline=21.3% shift=+14.4%
categorical,away_pitcher_q=sm,0.0714,0.0532,+0.0182,OK,away_pitcher_q=sm: today=7.1% baseline=5.3% shift=+1.8%
categorical,home_top3c_source=lineup,1.0000,0.9043,+0.0957,OK,home_top3c_source=lineup: today=100.0% baseline=90.4% shift=+9.6%
categorical,home_top3c_source=team_fallback,0.0000,0.0957,-0.0957,OK,home_top3c_source=team_fallback: today=0.0% baseline=9.6% shift=-9.6%
categorical,away_top3c_source=lineup,1.0000,0.8830,+0.1170,OK,away_top3c_source=lineup: today=100.0% baseline=88.3% shift=+11.7%
categorical,away_top3c_source=team_fallback,0.0000,0.1170,-0.1170,OK,away_top3c_source=team_fallback: today=0.0% baseline=11.7% shift=-11.7%
numeric_mean,home_xera_mean,3.6817,4.0397,z=-0.37,OK,home_xera mean 3.682 vs baseline 4.040 (z=-0.37)
numeric_mean,away_xera_mean,4.0505,4.1459,z=-0.09,OK,away_xera mean 4.051 vs baseline 4.146 (z=-0.09)
numeric_mean,home_whiff_pct_rank_mean,55.1429,55.3723,z=-0.01,OK,home_whiff_pct_rank mean 55.143 vs baseline 55.372 (z=-0.01)
numeric_extreme,home_whiff_pct_rank_extreme,3,6,-3,MEDIUM,"home_whiff_pct_rank has 3/14 extreme values (outside [5.0, 95.0]); max=100.00"
numeric_mean,away_whiff_pct_rank_mean,49.5000,49.4362,z=+0.00,OK,away_whiff_pct_rank mean 49.500 vs baseline 49.436 (z=+0.00)
numeric_mean,home_top3c_obp_mean,0.3435,0.3469,z=-0.18,OK,home_top3c_obp mean 0.343 vs baseline 0.347 (z=-0.18)
numeric_mean,away_top3c_obp_mean,0.3452,0.3438,z=+0.06,OK,away_top3c_obp mean 0.345 vs baseline 0.344 (z=+0.06)
numeric_mean,home_top3c_iso_mean,0.1961,0.1938,z=+0.07,OK,home_top3c_iso mean 0.196 vs baseline 0.194 (z=+0.07)
numeric_mean,away_top3c_iso_mean,0.1715,0.1750,z=-0.09,OK,away_top3c_iso mean 0.171 vs baseline 0.175 (z=-0.09)
numeric_mean,home_p_last5_pitcher_nrfi_mean,0.7107,0.6812,z=+0.13,OK,home_p_last5_pitcher_nrfi mean 0.711 vs baseline 0.681 (z=+0.13)
numeric_mean,away_p_last5_pitcher_nrfi_mean,0.6214,0.7427,z=-0.54,OK,away_p_last5_pitcher_nrfi mean 0.621 vs baseline 0.743 (z=-0.54)
numeric_mean,home_p_last10_pitcher_nrfi_mean,0.7163,0.7002,z=+0.09,OK,home_p_last10_pitcher_nrfi mean 0.716 vs baseline 0.700 (z=+0.09)
numeric_mean,away_p_last10_pitcher_nrfi_mean,0.6464,0.7262,z=-0.38,OK,away_p_last10_pitcher_nrfi mean 0.646 vs baseline 0.726 (z=-0.38)
numeric_mean,away_top3_ops_vs_oppHand_mean,0.7980,0.7853,z=+0.15,OK,away_top3_ops_vs_oppHand mean 0.798 vs baseline 0.785 (z=+0.15)
numeric_mean,home_top3_ops_vs_oppHand_mean,0.7926,0.8058,z=-0.18,OK,home_top3_ops_vs_oppHand mean 0.793 vs baseline 0.806 (z=-0.18)
default_rate,away_top3_ops_vs_oppHand_default_rate,0.0000,0.7200,0/14,OK,away_top3_ops_vs_oppHand defaulted to 0.72 in 0/14 rows (0%); heavy defaulting = predict pipeline failed
default_rate,home_top3_ops_vs_oppHand_default_rate,0.0000,0.7200,0/14,OK,home_top3_ops_vs_oppHand defaulted to 0.72 in 0/14 rows (0%); heavy defaulting = predict pipeline failed
pick_cluster,max_cluster_size,4,-,-,MEDIUM,largest cluster of picks within 0.005 calibrated P(NRFI): 4 (>=4 = MEDIUM; informational -- not predictive of pick quality)
