category,metric,today,baseline,delta,severity,note
categorical,home_pitcher_q=avg,0.0000,0.0105,-0.0105,OK,home_pitcher_q=avg: today=0.0% baseline=1.1% shift=-1.1%
categorical,home_pitcher_q=live,0.7500,0.7158,+0.0342,OK,home_pitcher_q=live: today=75.0% baseline=71.6% shift=+3.4%
categorical,home_pitcher_q=ltd,0.2500,0.2000,+0.0500,OK,home_pitcher_q=ltd: today=25.0% baseline=20.0% shift=+5.0%
categorical,home_pitcher_q=sm,0.0000,0.0737,-0.0737,OK,home_pitcher_q=sm: today=0.0% baseline=7.4% shift=-7.4%
categorical,away_pitcher_q=avg,0.0625,0.0105,+0.0520,OK,away_pitcher_q=avg: today=6.2% baseline=1.1% shift=+5.2%
categorical,away_pitcher_q=live,0.6875,0.6526,+0.0349,OK,away_pitcher_q=live: today=68.8% baseline=65.3% shift=+3.5%
categorical,away_pitcher_q=ltd,0.1875,0.2421,-0.0546,OK,away_pitcher_q=ltd: today=18.8% baseline=24.2% shift=-5.5%
categorical,away_pitcher_q=sm,0.0625,0.0947,-0.0322,OK,away_pitcher_q=sm: today=6.2% baseline=9.5% shift=-3.2%
categorical,home_top3c_source=lineup,1.0000,0.7368,+0.2632,LOW,home_top3c_source=lineup: today=100.0% baseline=73.7% shift=+26.3%
categorical,home_top3c_source=team_fallback,0.0000,0.2632,-0.2632,LOW,home_top3c_source=team_fallback: today=0.0% baseline=26.3% shift=-26.3%
categorical,away_top3c_source=lineup,1.0000,0.7158,+0.2842,LOW,away_top3c_source=lineup: today=100.0% baseline=71.6% shift=+28.4%
categorical,away_top3c_source=team_fallback,0.0000,0.2842,-0.2842,LOW,away_top3c_source=team_fallback: today=0.0% baseline=28.4% shift=-28.4%
numeric_mean,home_xera_mean,3.8562,4.1077,z=-0.26,OK,home_xera mean 3.856 vs baseline 4.108 (z=-0.26)
numeric_mean,away_xera_mean,3.9224,3.9639,z=-0.04,OK,away_xera mean 3.922 vs baseline 3.964 (z=-0.04)
numeric_mean,home_whiff_pct_rank_mean,53.8125,53.1789,z=+0.03,OK,home_whiff_pct_rank mean 53.812 vs baseline 53.179 (z=+0.03)
numeric_mean,away_whiff_pct_rank_mean,52.1875,52.7789,z=-0.03,OK,away_whiff_pct_rank mean 52.188 vs baseline 52.779 (z=-0.03)
numeric_mean,home_top3c_obp_mean,0.3430,0.3395,z=+0.16,OK,home_top3c_obp mean 0.343 vs baseline 0.339 (z=+0.16)
numeric_mean,away_top3c_obp_mean,0.3493,0.3380,z=+0.59,OK,away_top3c_obp mean 0.349 vs baseline 0.338 (z=+0.59)
numeric_mean,home_top3c_iso_mean,0.1717,0.1876,z=-0.45,OK,home_top3c_iso mean 0.172 vs baseline 0.188 (z=-0.45)
numeric_mean,away_top3c_iso_mean,0.1935,0.1782,z=+0.46,OK,away_top3c_iso mean 0.194 vs baseline 0.178 (z=+0.46)
numeric_mean,home_p_last5_pitcher_nrfi_mean,0.6000,0.6991,z=-0.48,OK,home_p_last5_pitcher_nrfi mean 0.600 vs baseline 0.699 (z=-0.48)
numeric_mean,away_p_last5_pitcher_nrfi_mean,0.7688,0.6653,z=+0.42,OK,away_p_last5_pitcher_nrfi mean 0.769 vs baseline 0.665 (z=+0.42)
numeric_mean,home_p_last10_pitcher_nrfi_mean,0.6455,0.7162,z=-0.40,OK,home_p_last10_pitcher_nrfi mean 0.646 vs baseline 0.716 (z=-0.40)
numeric_mean,away_p_last10_pitcher_nrfi_mean,0.7313,0.6892,z=+0.21,OK,away_p_last10_pitcher_nrfi mean 0.731 vs baseline 0.689 (z=+0.21)
numeric_mean,away_top3_ops_vs_oppHand_mean,0.8234,0.7767,z=+0.62,OK,away_top3_ops_vs_oppHand mean 0.823 vs baseline 0.777 (z=+0.62)
numeric_mean,home_top3_ops_vs_oppHand_mean,0.7960,0.7778,z=+0.24,OK,home_top3_ops_vs_oppHand mean 0.796 vs baseline 0.778 (z=+0.24)
default_rate,away_top3_ops_vs_oppHand_default_rate,0.0000,0.7200,0/16,OK,away_top3_ops_vs_oppHand defaulted to 0.72 in 0/16 rows (0%); heavy defaulting = predict pipeline failed
default_rate,home_top3_ops_vs_oppHand_default_rate,0.1250,0.7200,2/16,OK,home_top3_ops_vs_oppHand defaulted to 0.72 in 2/16 rows (12%); heavy defaulting = predict pipeline failed
pick_cluster,max_cluster_size,5,-,-,MEDIUM,largest cluster of picks within 0.005 calibrated P(NRFI): 5 (>=4 = MEDIUM; informational -- not predictive of pick quality)
