category,metric,today,baseline,delta,severity,note
categorical,home_pitcher_q=live,0.8000,0.8022,-0.0022,OK,home_pitcher_q=live: today=80.0% baseline=80.2% shift=-0.2%
categorical,home_pitcher_q=ltd,0.1333,0.1538,-0.0205,OK,home_pitcher_q=ltd: today=13.3% baseline=15.4% shift=-2.1%
categorical,home_pitcher_q=sm,0.0667,0.0440,+0.0227,OK,home_pitcher_q=sm: today=6.7% baseline=4.4% shift=+2.3%
categorical,away_pitcher_q=live,0.6667,0.7253,-0.0586,OK,away_pitcher_q=live: today=66.7% baseline=72.5% shift=-5.9%
categorical,away_pitcher_q=ltd,0.2667,0.1648,+0.1018,LOW,away_pitcher_q=ltd: today=26.7% baseline=16.5% shift=+10.2%
categorical,away_pitcher_q=sm,0.0667,0.1099,-0.0432,OK,away_pitcher_q=sm: today=6.7% baseline=11.0% shift=-4.3%
categorical,home_top3c_source=lineup,1.0000,1.0000,+0.0000,OK,home_top3c_source=lineup: today=100.0% baseline=100.0% shift=+0.0%
categorical,away_top3c_source=lineup,1.0000,1.0000,+0.0000,OK,away_top3c_source=lineup: today=100.0% baseline=100.0% shift=+0.0%
numeric_mean,home_xera_mean,3.8484,3.9689,z=-0.13,OK,home_xera mean 3.848 vs baseline 3.969 (z=-0.13)
numeric_mean,away_xera_mean,4.2949,3.9935,z=+0.38,OK,away_xera mean 4.295 vs baseline 3.993 (z=+0.38)
numeric_mean,home_whiff_pct_rank_mean,57.8667,55.1099,z=+0.12,OK,home_whiff_pct_rank mean 57.867 vs baseline 55.110 (z=+0.12)
numeric_extreme,home_whiff_pct_rank_extreme,3,5,-2,MEDIUM,"home_whiff_pct_rank has 3/15 extreme values (outside [5.0, 95.0]); max=100.00"
numeric_mean,away_whiff_pct_rank_mean,60.0000,55.0769,z=+0.23,OK,away_whiff_pct_rank mean 60.000 vs baseline 55.077 (z=+0.23)
numeric_mean,home_top3c_obp_mean,0.3438,0.3421,z=+0.13,OK,home_top3c_obp mean 0.344 vs baseline 0.342 (z=+0.13)
numeric_mean,away_top3c_obp_mean,0.3472,0.3442,z=+0.23,OK,away_top3c_obp mean 0.347 vs baseline 0.344 (z=+0.23)
numeric_mean,home_top3c_iso_mean,0.1814,0.1833,z=-0.06,OK,home_top3c_iso mean 0.181 vs baseline 0.183 (z=-0.06)
numeric_mean,away_top3c_iso_mean,0.1828,0.1796,z=+0.10,OK,away_top3c_iso mean 0.183 vs baseline 0.180 (z=+0.10)
numeric_mean,home_p_last5_pitcher_nrfi_mean,0.6667,0.7212,z=-0.26,OK,home_p_last5_pitcher_nrfi mean 0.667 vs baseline 0.721 (z=-0.26)
numeric_mean,away_p_last5_pitcher_nrfi_mean,0.6889,0.7137,z=-0.11,OK,away_p_last5_pitcher_nrfi mean 0.689 vs baseline 0.714 (z=-0.11)
numeric_mean,home_p_last10_pitcher_nrfi_mean,0.7267,0.7479,z=-0.13,OK,home_p_last10_pitcher_nrfi mean 0.727 vs baseline 0.748 (z=-0.13)
numeric_mean,away_p_last10_pitcher_nrfi_mean,0.7089,0.7219,z=-0.08,OK,away_p_last10_pitcher_nrfi mean 0.709 vs baseline 0.722 (z=-0.08)
numeric_mean,away_top3_ops_vs_oppHand_mean,0.8246,0.7973,z=+0.51,OK,away_top3_ops_vs_oppHand mean 0.825 vs baseline 0.797 (z=+0.51)
numeric_mean,home_top3_ops_vs_oppHand_mean,0.7968,0.7956,z=+0.02,OK,home_top3_ops_vs_oppHand mean 0.797 vs baseline 0.796 (z=+0.02)
default_rate,away_top3_ops_vs_oppHand_default_rate,0.0000,0.7200,0/15,OK,away_top3_ops_vs_oppHand defaulted to 0.72 in 0/15 rows (0%); heavy defaulting = predict pipeline failed
default_rate,home_top3_ops_vs_oppHand_default_rate,0.0667,0.7200,1/15,OK,home_top3_ops_vs_oppHand defaulted to 0.72 in 1/15 rows (7%); heavy defaulting = predict pipeline failed
pick_cluster,max_cluster_size,2,-,-,OK,largest cluster of picks within 0.005 calibrated P(NRFI): 2 (>=4 = MEDIUM; informational -- not predictive of pick quality)
