category,metric,today,baseline,delta,severity,note
categorical,home_pitcher_q=avg,0.0667,0.0100,+0.0567,OK,home_pitcher_q=avg: today=6.7% baseline=1.0% shift=+5.7%
categorical,home_pitcher_q=live,0.5333,0.6700,-0.1367,LOW,home_pitcher_q=live: today=53.3% baseline=67.0% shift=-13.7%
categorical,home_pitcher_q=ltd,0.3333,0.2200,+0.1133,LOW,home_pitcher_q=ltd: today=33.3% baseline=22.0% shift=+11.3%
categorical,home_pitcher_q=sm,0.0667,0.1000,-0.0333,OK,home_pitcher_q=sm: today=6.7% baseline=10.0% shift=-3.3%
categorical,away_pitcher_q=avg,0.0000,0.0200,-0.0200,OK,away_pitcher_q=avg: today=0.0% baseline=2.0% shift=-2.0%
categorical,away_pitcher_q=live,0.6000,0.7300,-0.1300,LOW,away_pitcher_q=live: today=60.0% baseline=73.0% shift=-13.0%
categorical,away_pitcher_q=ltd,0.4000,0.1300,+0.2700,MEDIUM,away_pitcher_q=ltd: today=40.0% baseline=13.0% shift=+27.0%
categorical,away_pitcher_q=sm,0.0000,0.1200,-0.1200,LOW,away_pitcher_q=sm: today=0.0% baseline=12.0% shift=-12.0%
categorical,home_top3c_source=lineup,1.0000,1.0000,+0.0000,OK,home_top3c_source=lineup: today=100.0% baseline=100.0% shift=+0.0%
categorical,away_top3c_source=lineup,1.0000,0.9900,+0.0100,OK,away_top3c_source=lineup: today=100.0% baseline=99.0% shift=+1.0%
categorical,away_top3c_source=team_fallback,0.0000,0.0100,-0.0100,OK,away_top3c_source=team_fallback: today=0.0% baseline=1.0% shift=-1.0%
numeric_mean,home_xera_mean,3.9751,4.0236,z=-0.05,OK,home_xera mean 3.975 vs baseline 4.024 (z=-0.05)
numeric_mean,away_xera_mean,3.7519,3.9922,z=-0.25,OK,away_xera mean 3.752 vs baseline 3.992 (z=-0.25)
numeric_mean,home_whiff_pct_rank_mean,50.2000,54.1300,z=-0.15,OK,home_whiff_pct_rank mean 50.200 vs baseline 54.130 (z=-0.15)
numeric_mean,away_whiff_pct_rank_mean,58.9333,48.4400,z=+0.42,OK,away_whiff_pct_rank mean 58.933 vs baseline 48.440 (z=+0.42)
numeric_extreme,away_whiff_pct_rank_extreme,4,5,-1,MEDIUM,"away_whiff_pct_rank has 4/15 extreme values (outside [5.0, 95.0]); max=100.00"
numeric_mean,home_top3c_obp_mean,0.3398,0.3515,z=-0.46,OK,home_top3c_obp mean 0.340 vs baseline 0.352 (z=-0.46)
numeric_mean,away_top3c_obp_mean,0.3506,0.3460,z=+0.18,OK,away_top3c_obp mean 0.351 vs baseline 0.346 (z=+0.18)
numeric_mean,home_top3c_iso_mean,0.1795,0.1821,z=-0.06,OK,home_top3c_iso mean 0.179 vs baseline 0.182 (z=-0.06)
numeric_mean,away_top3c_iso_mean,0.1722,0.1755,z=-0.06,OK,away_top3c_iso mean 0.172 vs baseline 0.176 (z=-0.06)
numeric_mean,home_p_last5_pitcher_nrfi_mean,0.7267,0.7077,z=+0.08,OK,home_p_last5_pitcher_nrfi mean 0.727 vs baseline 0.708 (z=+0.08)
numeric_mean,away_p_last5_pitcher_nrfi_mean,0.7867,0.7220,z=+0.29,OK,away_p_last5_pitcher_nrfi mean 0.787 vs baseline 0.722 (z=+0.29)
numeric_mean,home_p_last10_pitcher_nrfi_mean,0.7304,0.7128,z=+0.10,OK,home_p_last10_pitcher_nrfi mean 0.730 vs baseline 0.713 (z=+0.10)
numeric_mean,away_p_last10_pitcher_nrfi_mean,0.7181,0.7119,z=+0.03,OK,away_p_last10_pitcher_nrfi mean 0.718 vs baseline 0.712 (z=+0.03)
pick_cluster,max_cluster_size,9,-,-,HIGH,largest cluster of picks within 0.005 calibrated P(NRFI): 9 (>=4 = HIGH; >=3 = MEDIUM)
