category,metric,today,baseline,delta,severity,note
categorical,home_pitcher_q=avg,0.0000,0.0309,-0.0309,OK,home_pitcher_q=avg: today=0.0% baseline=3.1% shift=-3.1%
categorical,home_pitcher_q=live,0.8333,0.6701,+0.1632,LOW,home_pitcher_q=live: today=83.3% baseline=67.0% shift=+16.3%
categorical,home_pitcher_q=ltd,0.1667,0.2165,-0.0498,OK,home_pitcher_q=ltd: today=16.7% baseline=21.6% shift=-5.0%
categorical,home_pitcher_q=sm,0.0000,0.0825,-0.0825,OK,home_pitcher_q=sm: today=0.0% baseline=8.2% shift=-8.2%
categorical,away_pitcher_q=avg,0.0000,0.0206,-0.0206,OK,away_pitcher_q=avg: today=0.0% baseline=2.1% shift=-2.1%
categorical,away_pitcher_q=live,0.5000,0.7113,-0.2113,MEDIUM,away_pitcher_q=live: today=50.0% baseline=71.1% shift=-21.1%
categorical,away_pitcher_q=ltd,0.1667,0.1856,-0.0189,OK,away_pitcher_q=ltd: today=16.7% baseline=18.6% shift=-1.9%
categorical,away_pitcher_q=sm,0.3333,0.0825,+0.2509,MEDIUM,away_pitcher_q=sm: today=33.3% baseline=8.2% shift=+25.1%
categorical,home_top3c_source=lineup,1.0000,0.9588,+0.0412,OK,home_top3c_source=lineup: today=100.0% baseline=95.9% shift=+4.1%
categorical,home_top3c_source=team_fallback,0.0000,0.0412,-0.0412,OK,home_top3c_source=team_fallback: today=0.0% baseline=4.1% shift=-4.1%
categorical,away_top3c_source=lineup,1.0000,0.9485,+0.0515,OK,away_top3c_source=lineup: today=100.0% baseline=94.8% shift=+5.2%
categorical,away_top3c_source=team_fallback,0.0000,0.0515,-0.0515,OK,away_top3c_source=team_fallback: today=0.0% baseline=5.2% shift=-5.2%
numeric_mean,home_xera_mean,3.6185,4.0214,z=-0.51,OK,home_xera mean 3.618 vs baseline 4.021 (z=-0.51)
numeric_mean,away_xera_mean,4.2518,4.0667,z=+0.18,OK,away_xera mean 4.252 vs baseline 4.067 (z=+0.18)
numeric_mean,home_whiff_pct_rank_mean,64.8333,52.8041,z=+0.47,OK,home_whiff_pct_rank mean 64.833 vs baseline 52.804 (z=+0.47)
numeric_extreme,home_whiff_pct_rank_extreme,1,3,-2,MEDIUM,"home_whiff_pct_rank has 1/6 extreme values (outside [5.0, 95.0]); max=100.00"
numeric_mean,away_whiff_pct_rank_mean,54.6667,52.5979,z=+0.08,OK,away_whiff_pct_rank mean 54.667 vs baseline 52.598 (z=+0.08)
numeric_mean,home_top3c_obp_mean,0.3530,0.3454,z=+0.30,OK,home_top3c_obp mean 0.353 vs baseline 0.345 (z=+0.30)
numeric_mean,away_top3c_obp_mean,0.3460,0.3509,z=-0.21,OK,away_top3c_obp mean 0.346 vs baseline 0.351 (z=-0.21)
numeric_mean,home_top3c_iso_mean,0.1761,0.1757,z=+0.01,OK,home_top3c_iso mean 0.176 vs baseline 0.176 (z=+0.01)
numeric_mean,away_top3c_iso_mean,0.1765,0.1869,z=-0.27,OK,away_top3c_iso mean 0.176 vs baseline 0.187 (z=-0.27)
numeric_mean,home_p_last5_pitcher_nrfi_mean,0.6333,0.6814,z=-0.21,OK,home_p_last5_pitcher_nrfi mean 0.633 vs baseline 0.681 (z=-0.21)
numeric_mean,away_p_last5_pitcher_nrfi_mean,0.8333,0.7046,z=+0.63,OK,away_p_last5_pitcher_nrfi mean 0.833 vs baseline 0.705 (z=+0.63)
numeric_mean,home_p_last10_pitcher_nrfi_mean,0.6426,0.7005,z=-0.27,OK,home_p_last10_pitcher_nrfi mean 0.643 vs baseline 0.700 (z=-0.27)
numeric_mean,away_p_last10_pitcher_nrfi_mean,0.8333,0.6985,z=+0.82,OK,away_p_last10_pitcher_nrfi mean 0.833 vs baseline 0.699 (z=+0.82)
numeric_mean,away_top3_ops_vs_oppHand_mean,0.7399,0.8008,z=-0.71,OK,away_top3_ops_vs_oppHand mean 0.740 vs baseline 0.801 (z=-0.71)
numeric_mean,home_top3_ops_vs_oppHand_mean,0.8432,0.7784,z=+0.75,OK,home_top3_ops_vs_oppHand mean 0.843 vs baseline 0.778 (z=+0.75)
default_rate,away_top3_ops_vs_oppHand_default_rate,0.0000,0.7200,0/6,OK,away_top3_ops_vs_oppHand defaulted to 0.72 in 0/6 rows (0%); heavy defaulting = predict pipeline failed
default_rate,home_top3_ops_vs_oppHand_default_rate,0.0000,0.7200,0/6,OK,home_top3_ops_vs_oppHand defaulted to 0.72 in 0/6 rows (0%); heavy defaulting = predict pipeline failed
pick_cluster,max_cluster_size,2,-,-,OK,largest cluster of picks within 0.005 calibrated P(NRFI): 2 (>=4 = HIGH; >=3 = MEDIUM)
