category,metric,today,baseline,delta,severity,note
categorical,home_pitcher_q=avg,0.0000,0.0101,-0.0101,OK,home_pitcher_q=avg: today=0.0% baseline=1.0% shift=-1.0%
categorical,home_pitcher_q=live,0.6667,0.6364,+0.0303,OK,home_pitcher_q=live: today=66.7% baseline=63.6% shift=+3.0%
categorical,home_pitcher_q=ltd,0.2667,0.2525,+0.0141,OK,home_pitcher_q=ltd: today=26.7% baseline=25.3% shift=+1.4%
categorical,home_pitcher_q=sm,0.0667,0.1010,-0.0343,OK,home_pitcher_q=sm: today=6.7% baseline=10.1% shift=-3.4%
categorical,away_pitcher_q=live,0.7333,0.7677,-0.0343,OK,away_pitcher_q=live: today=73.3% baseline=76.8% shift=-3.4%
categorical,away_pitcher_q=ltd,0.2000,0.2020,-0.0020,OK,away_pitcher_q=ltd: today=20.0% baseline=20.2% shift=-0.2%
categorical,away_pitcher_q=sm,0.0667,0.0303,+0.0364,OK,away_pitcher_q=sm: today=6.7% baseline=3.0% shift=+3.6%
categorical,home_top3c_source=lineup,1.0000,0.9798,+0.0202,OK,home_top3c_source=lineup: today=100.0% baseline=98.0% shift=+2.0%
categorical,home_top3c_source=team_fallback,0.0000,0.0202,-0.0202,OK,home_top3c_source=team_fallback: today=0.0% baseline=2.0% shift=-2.0%
categorical,away_top3c_source=lineup,1.0000,0.9697,+0.0303,OK,away_top3c_source=lineup: today=100.0% baseline=97.0% shift=+3.0%
categorical,away_top3c_source=team_fallback,0.0000,0.0303,-0.0303,OK,away_top3c_source=team_fallback: today=0.0% baseline=3.0% shift=-3.0%
numeric_mean,home_xera_mean,4.0962,3.9711,z=+0.13,OK,home_xera mean 4.096 vs baseline 3.971 (z=+0.13)
numeric_mean,away_xera_mean,4.4177,4.1611,z=+0.26,OK,away_xera mean 4.418 vs baseline 4.161 (z=+0.26)
numeric_mean,home_whiff_pct_rank_mean,51.5333,54.0707,z=-0.11,OK,home_whiff_pct_rank mean 51.533 vs baseline 54.071 (z=-0.11)
numeric_mean,away_whiff_pct_rank_mean,48.8667,51.1313,z=-0.09,OK,away_whiff_pct_rank mean 48.867 vs baseline 51.131 (z=-0.09)
numeric_mean,home_top3c_obp_mean,0.3479,0.3421,z=+0.38,OK,home_top3c_obp mean 0.348 vs baseline 0.342 (z=+0.38)
numeric_mean,away_top3c_obp_mean,0.3415,0.3497,z=-0.43,OK,away_top3c_obp mean 0.341 vs baseline 0.350 (z=-0.43)
numeric_mean,home_top3c_iso_mean,0.1923,0.1887,z=+0.10,OK,home_top3c_iso mean 0.192 vs baseline 0.189 (z=+0.10)
numeric_mean,away_top3c_iso_mean,0.1976,0.1868,z=+0.32,OK,away_top3c_iso mean 0.198 vs baseline 0.187 (z=+0.32)
numeric_mean,home_p_last5_pitcher_nrfi_mean,0.7600,0.6929,z=+0.29,OK,home_p_last5_pitcher_nrfi mean 0.760 vs baseline 0.693 (z=+0.29)
numeric_mean,away_p_last5_pitcher_nrfi_mean,0.7000,0.7266,z=-0.13,OK,away_p_last5_pitcher_nrfi mean 0.700 vs baseline 0.727 (z=-0.13)
numeric_mean,home_p_last10_pitcher_nrfi_mean,0.7452,0.7035,z=+0.21,OK,home_p_last10_pitcher_nrfi mean 0.745 vs baseline 0.704 (z=+0.21)
numeric_mean,away_p_last10_pitcher_nrfi_mean,0.6900,0.7011,z=-0.07,OK,away_p_last10_pitcher_nrfi mean 0.690 vs baseline 0.701 (z=-0.07)
numeric_mean,away_top3_ops_vs_oppHand_mean,0.8167,0.8049,z=+0.19,OK,away_top3_ops_vs_oppHand mean 0.817 vs baseline 0.805 (z=+0.19)
numeric_mean,home_top3_ops_vs_oppHand_mean,0.8086,0.7926,z=+0.27,OK,home_top3_ops_vs_oppHand mean 0.809 vs baseline 0.793 (z=+0.27)
default_rate,away_top3_ops_vs_oppHand_default_rate,0.0667,0.7200,1/15,OK,away_top3_ops_vs_oppHand defaulted to 0.72 in 1/15 rows (7%); heavy defaulting = predict pipeline failed
default_rate,home_top3_ops_vs_oppHand_default_rate,0.0000,0.7200,0/15,OK,home_top3_ops_vs_oppHand defaulted to 0.72 in 0/15 rows (0%); heavy defaulting = predict pipeline failed
pick_cluster,max_cluster_size,5,-,-,MEDIUM,largest cluster of picks within 0.005 calibrated P(NRFI): 5 (>=4 = MEDIUM; informational -- not predictive of pick quality)
