category,metric,today,baseline,delta,severity,note
categorical,home_pitcher_q=avg,0.0000,0.0220,-0.0220,OK,home_pitcher_q=avg: today=0.0% baseline=2.2% shift=-2.2%
categorical,home_pitcher_q=live,0.4545,0.6044,-0.1499,LOW,home_pitcher_q=live: today=45.5% baseline=60.4% shift=-15.0%
categorical,home_pitcher_q=ltd,0.5455,0.2418,+0.3037,HIGH,home_pitcher_q=ltd: today=54.5% baseline=24.2% shift=+30.4%
categorical,home_pitcher_q=sm,0.0000,0.1319,-0.1319,LOW,home_pitcher_q=sm: today=0.0% baseline=13.2% shift=-13.2%
categorical,away_pitcher_q=avg,0.0909,0.0000,+0.0909,OK,away_pitcher_q=avg: today=9.1% baseline=0.0% shift=+9.1%
categorical,away_pitcher_q=live,0.7273,0.7143,+0.0130,OK,away_pitcher_q=live: today=72.7% baseline=71.4% shift=+1.3%
categorical,away_pitcher_q=ltd,0.1818,0.1868,-0.0050,OK,away_pitcher_q=ltd: today=18.2% baseline=18.7% shift=-0.5%
categorical,away_pitcher_q=sm,0.0000,0.0989,-0.0989,OK,away_pitcher_q=sm: today=0.0% baseline=9.9% shift=-9.9%
categorical,home_top3c_source=lineup,1.0000,0.9780,+0.0220,OK,home_top3c_source=lineup: today=100.0% baseline=97.8% shift=+2.2%
categorical,home_top3c_source=team_fallback,0.0000,0.0220,-0.0220,OK,home_top3c_source=team_fallback: today=0.0% baseline=2.2% shift=-2.2%
categorical,away_top3c_source=lineup,1.0000,0.9780,+0.0220,OK,away_top3c_source=lineup: today=100.0% baseline=97.8% shift=+2.2%
categorical,away_top3c_source=team_fallback,0.0000,0.0220,-0.0220,OK,away_top3c_source=team_fallback: today=0.0% baseline=2.2% shift=-2.2%
numeric_mean,home_xera_mean,3.6873,4.0435,z=-0.35,OK,home_xera mean 3.687 vs baseline 4.044 (z=-0.35)
numeric_mean,away_xera_mean,3.9997,4.0745,z=-0.08,OK,away_xera mean 4.000 vs baseline 4.074 (z=-0.08)
numeric_mean,home_whiff_pct_rank_mean,67.6364,54.4396,z=+0.48,OK,home_whiff_pct_rank mean 67.636 vs baseline 54.440 (z=+0.48)
numeric_extreme,home_whiff_pct_rank_extreme,2,9,-7,MEDIUM,"home_whiff_pct_rank has 2/11 extreme values (outside [5.0, 95.0]); max=100.00"
numeric_mean,away_whiff_pct_rank_mean,48.0909,47.9780,z=+0.00,OK,away_whiff_pct_rank mean 48.091 vs baseline 47.978 (z=+0.00)
numeric_mean,home_top3c_obp_mean,0.3554,0.3467,z=+0.36,OK,home_top3c_obp mean 0.355 vs baseline 0.347 (z=+0.36)
numeric_mean,away_top3c_obp_mean,0.3445,0.3500,z=-0.23,OK,away_top3c_obp mean 0.344 vs baseline 0.350 (z=-0.23)
numeric_mean,home_top3c_iso_mean,0.1861,0.1766,z=+0.24,OK,home_top3c_iso mean 0.186 vs baseline 0.177 (z=+0.24)
numeric_mean,away_top3c_iso_mean,0.1670,0.1870,z=-0.38,OK,away_top3c_iso mean 0.167 vs baseline 0.187 (z=-0.38)
numeric_mean,home_p_last5_pitcher_nrfi_mean,0.7636,0.6985,z=+0.26,OK,home_p_last5_pitcher_nrfi mean 0.764 vs baseline 0.699 (z=+0.26)
numeric_mean,away_p_last5_pitcher_nrfi_mean,0.7545,0.7059,z=+0.20,OK,away_p_last5_pitcher_nrfi mean 0.755 vs baseline 0.706 (z=+0.20)
numeric_mean,home_p_last10_pitcher_nrfi_mean,0.7061,0.6928,z=+0.07,OK,home_p_last10_pitcher_nrfi mean 0.706 vs baseline 0.693 (z=+0.07)
numeric_mean,away_p_last10_pitcher_nrfi_mean,0.7318,0.7054,z=+0.14,OK,away_p_last10_pitcher_nrfi mean 0.732 vs baseline 0.705 (z=+0.14)
pick_cluster,max_cluster_size,2,-,-,OK,largest cluster of picks within 0.005 calibrated P(NRFI): 2 (>=4 = HIGH; >=3 = MEDIUM)
