category,metric,today,baseline,delta,severity,note
categorical,home_pitcher_q=avg,0.0000,0.0108,-0.0108,OK,home_pitcher_q=avg: today=0.0% baseline=1.1% shift=-1.1%
categorical,home_pitcher_q=live,0.6000,0.6774,-0.0774,OK,home_pitcher_q=live: today=60.0% baseline=67.7% shift=-7.7%
categorical,home_pitcher_q=ltd,0.3333,0.2258,+0.1075,LOW,home_pitcher_q=ltd: today=33.3% baseline=22.6% shift=+10.8%
categorical,home_pitcher_q=sm,0.0667,0.0860,-0.0194,OK,home_pitcher_q=sm: today=6.7% baseline=8.6% shift=-1.9%
categorical,away_pitcher_q=avg,0.0000,0.0108,-0.0108,OK,away_pitcher_q=avg: today=0.0% baseline=1.1% shift=-1.1%
categorical,away_pitcher_q=live,0.5333,0.7634,-0.2301,MEDIUM,away_pitcher_q=live: today=53.3% baseline=76.3% shift=-23.0%
categorical,away_pitcher_q=ltd,0.3333,0.1828,+0.1505,LOW,away_pitcher_q=ltd: today=33.3% baseline=18.3% shift=+15.1%
categorical,away_pitcher_q=sm,0.1333,0.0430,+0.0903,OK,away_pitcher_q=sm: today=13.3% baseline=4.3% shift=+9.0%
categorical,home_top3c_source=lineup,0.4667,0.9892,-0.5226,MEDIUM,home_top3c_source=lineup: today=46.7% baseline=98.9% shift=-52.3%
categorical,home_top3c_source=team_fallback,0.5333,0.0108,+0.5226,MEDIUM,home_top3c_source=team_fallback: today=53.3% baseline=1.1% shift=+52.3%
categorical,away_top3c_source=lineup,0.4000,1.0000,-0.6000,MEDIUM,away_top3c_source=lineup: today=40.0% baseline=100.0% shift=-60.0%
categorical,away_top3c_source=team_fallback,0.6000,0.0000,+0.6000,MEDIUM,away_top3c_source=team_fallback: today=60.0% baseline=0.0% shift=+60.0%
numeric_mean,home_xera_mean,4.1969,4.0699,z=+0.12,OK,home_xera mean 4.197 vs baseline 4.070 (z=+0.12)
numeric_mean,away_xera_mean,4.3321,4.0971,z=+0.27,OK,away_xera mean 4.332 vs baseline 4.097 (z=+0.27)
numeric_extreme,away_xera_extreme,3,2,+1,MEDIUM,"away_xera has 3/15 extreme values (outside [2.0, 7.0]); max=7.92"
numeric_mean,home_whiff_pct_rank_mean,41.4000,56.1290,z=-0.65,OK,home_whiff_pct_rank mean 41.400 vs baseline 56.129 (z=-0.65)
numeric_mean,away_whiff_pct_rank_mean,56.6000,48.6882,z=+0.30,OK,away_whiff_pct_rank mean 56.600 vs baseline 48.688 (z=+0.30)
numeric_mean,home_top3c_obp_mean,0.3365,0.3474,z=-0.57,OK,home_top3c_obp mean 0.337 vs baseline 0.347 (z=-0.57)
numeric_mean,away_top3c_obp_mean,0.3292,0.3472,z=-0.80,OK,away_top3c_obp mean 0.329 vs baseline 0.347 (z=-0.80)
numeric_mean,home_top3c_iso_mean,0.1947,0.1870,z=+0.21,OK,home_top3c_iso mean 0.195 vs baseline 0.187 (z=+0.21)
numeric_mean,away_top3c_iso_mean,0.1632,0.1824,z=-0.47,OK,away_top3c_iso mean 0.163 vs baseline 0.182 (z=-0.47)
numeric_mean,home_p_last5_pitcher_nrfi_mean,0.7333,0.6778,z=+0.25,OK,home_p_last5_pitcher_nrfi mean 0.733 vs baseline 0.678 (z=+0.25)
numeric_mean,away_p_last5_pitcher_nrfi_mean,0.6600,0.7577,z=-0.48,OK,away_p_last5_pitcher_nrfi mean 0.660 vs baseline 0.758 (z=-0.48)
numeric_mean,home_p_last10_pitcher_nrfi_mean,0.7800,0.6929,z=+0.43,OK,home_p_last10_pitcher_nrfi mean 0.780 vs baseline 0.693 (z=+0.43)
numeric_mean,away_p_last10_pitcher_nrfi_mean,0.6533,0.7365,z=-0.47,OK,away_p_last10_pitcher_nrfi mean 0.653 vs baseline 0.737 (z=-0.47)
numeric_mean,away_top3_ops_vs_oppHand_mean,0.7497,0.7948,z=-0.55,OK,away_top3_ops_vs_oppHand mean 0.750 vs baseline 0.795 (z=-0.55)
numeric_mean,home_top3_ops_vs_oppHand_mean,0.7631,0.8132,z=-0.61,OK,home_top3_ops_vs_oppHand mean 0.763 vs baseline 0.813 (z=-0.61)
default_rate,away_top3_ops_vs_oppHand_default_rate,0.6000,0.7200,9/15,HIGH,away_top3_ops_vs_oppHand defaulted to 0.72 in 9/15 rows (60%); heavy defaulting = predict pipeline failed
default_rate,home_top3_ops_vs_oppHand_default_rate,0.5333,0.7200,8/15,HIGH,home_top3_ops_vs_oppHand defaulted to 0.72 in 8/15 rows (53%); heavy defaulting = predict pipeline failed
pick_cluster,max_cluster_size,5,-,-,MEDIUM,largest cluster of picks within 0.005 calibrated P(NRFI): 5 (>=4 = MEDIUM; informational -- not predictive of pick quality)
