category,metric,today,baseline,delta,severity,note
categorical,home_pitcher_q=avg,0.0667,0.0312,+0.0354,OK,home_pitcher_q=avg: today=6.7% baseline=3.1% shift=+3.5%
categorical,home_pitcher_q=live,0.6000,0.7396,-0.1396,LOW,home_pitcher_q=live: today=60.0% baseline=74.0% shift=-14.0%
categorical,home_pitcher_q=ltd,0.2000,0.1667,+0.0333,OK,home_pitcher_q=ltd: today=20.0% baseline=16.7% shift=+3.3%
categorical,home_pitcher_q=sm,0.1333,0.0625,+0.0708,OK,home_pitcher_q=sm: today=13.3% baseline=6.2% shift=+7.1%
categorical,away_pitcher_q=avg,0.0000,0.0208,-0.0208,OK,away_pitcher_q=avg: today=0.0% baseline=2.1% shift=-2.1%
categorical,away_pitcher_q=live,0.6667,0.6771,-0.0104,OK,away_pitcher_q=live: today=66.7% baseline=67.7% shift=-1.0%
categorical,away_pitcher_q=ltd,0.2000,0.1875,+0.0125,OK,away_pitcher_q=ltd: today=20.0% baseline=18.8% shift=+1.3%
categorical,away_pitcher_q=sm,0.1333,0.1146,+0.0188,OK,away_pitcher_q=sm: today=13.3% baseline=11.5% shift=+1.9%
categorical,home_top3c_source=lineup,0.9333,1.0000,-0.0667,OK,home_top3c_source=lineup: today=93.3% baseline=100.0% shift=-6.7%
categorical,home_top3c_source=team_fallback,0.0667,0.0000,+0.0667,OK,home_top3c_source=team_fallback: today=6.7% baseline=0.0% shift=+6.7%
categorical,away_top3c_source=lineup,0.8667,1.0000,-0.1333,OK,away_top3c_source=lineup: today=86.7% baseline=100.0% shift=-13.3%
categorical,away_top3c_source=team_fallback,0.1333,0.0000,+0.1333,OK,away_top3c_source=team_fallback: today=13.3% baseline=0.0% shift=+13.3%
numeric_mean,home_xera_mean,3.9664,4.1688,z=-0.27,OK,home_xera mean 3.966 vs baseline 4.169 (z=-0.27)
numeric_mean,away_xera_mean,4.0071,3.9204,z=+0.09,OK,away_xera mean 4.007 vs baseline 3.920 (z=+0.09)
numeric_mean,home_whiff_pct_rank_mean,53.9333,46.5521,z=+0.28,OK,home_whiff_pct_rank mean 53.933 vs baseline 46.552 (z=+0.28)
numeric_mean,away_whiff_pct_rank_mean,50.0667,53.1146,z=-0.12,OK,away_whiff_pct_rank mean 50.067 vs baseline 53.115 (z=-0.12)
numeric_mean,home_top3c_obp_mean,0.3396,0.3495,z=-0.42,OK,home_top3c_obp mean 0.340 vs baseline 0.349 (z=-0.42)
numeric_mean,away_top3c_obp_mean,0.3501,0.3480,z=+0.09,OK,away_top3c_obp mean 0.350 vs baseline 0.348 (z=+0.09)
numeric_mean,home_top3c_iso_mean,0.1759,0.1833,z=-0.17,OK,home_top3c_iso mean 0.176 vs baseline 0.183 (z=-0.17)
numeric_mean,away_top3c_iso_mean,0.1846,0.1743,z=+0.22,OK,away_top3c_iso mean 0.185 vs baseline 0.174 (z=+0.22)
numeric_mean,home_p_last5_pitcher_nrfi_mean,0.7133,0.7240,z=-0.05,OK,home_p_last5_pitcher_nrfi mean 0.713 vs baseline 0.724 (z=-0.05)
numeric_mean,away_p_last5_pitcher_nrfi_mean,0.6600,0.7229,z=-0.30,OK,away_p_last5_pitcher_nrfi mean 0.660 vs baseline 0.723 (z=-0.30)
numeric_mean,home_p_last10_pitcher_nrfi_mean,0.7593,0.7341,z=+0.16,OK,home_p_last10_pitcher_nrfi mean 0.759 vs baseline 0.734 (z=+0.16)
numeric_mean,away_p_last10_pitcher_nrfi_mean,0.6654,0.6933,z=-0.16,OK,away_p_last10_pitcher_nrfi mean 0.665 vs baseline 0.693 (z=-0.16)
numeric_mean,away_top3_ops_vs_oppHand_mean,0.7929,0.7952,z=-0.02,OK,away_top3_ops_vs_oppHand mean 0.793 vs baseline 0.795 (z=-0.02)
numeric_mean,home_top3_ops_vs_oppHand_mean,0.7500,0.7840,z=-0.35,OK,home_top3_ops_vs_oppHand mean 0.750 vs baseline 0.784 (z=-0.35)
default_rate,away_top3_ops_vs_oppHand_default_rate,0.1333,0.7200,2/15,OK,away_top3_ops_vs_oppHand defaulted to 0.72 in 2/15 rows (13%); heavy defaulting = predict pipeline failed
default_rate,home_top3_ops_vs_oppHand_default_rate,0.1333,0.7200,2/15,OK,home_top3_ops_vs_oppHand defaulted to 0.72 in 2/15 rows (13%); heavy defaulting = predict pipeline failed
pick_cluster,max_cluster_size,3,-,-,MEDIUM,largest cluster of picks within 0.005 calibrated P(NRFI): 3 (>=4 = HIGH; >=3 = MEDIUM)
