category,metric,today,baseline,delta,severity,note
categorical,home_pitcher_q=avg,0.0667,0.0000,+0.0667,OK,home_pitcher_q=avg: today=6.7% baseline=0.0% shift=+6.7%
categorical,home_pitcher_q=live,0.6000,0.6508,-0.0508,OK,home_pitcher_q=live: today=60.0% baseline=65.1% shift=-5.1%
categorical,home_pitcher_q=ltd,0.2667,0.2381,+0.0286,OK,home_pitcher_q=ltd: today=26.7% baseline=23.8% shift=+2.9%
categorical,home_pitcher_q=sm,0.0667,0.1111,-0.0444,OK,home_pitcher_q=sm: today=6.7% baseline=11.1% shift=-4.4%
categorical,away_pitcher_q=live,0.6667,0.8095,-0.1429,LOW,away_pitcher_q=live: today=66.7% baseline=81.0% shift=-14.3%
categorical,away_pitcher_q=ltd,0.2000,0.1905,+0.0095,OK,away_pitcher_q=ltd: today=20.0% baseline=19.0% shift=+1.0%
categorical,away_pitcher_q=sm,0.1333,0.0000,+0.1333,LOW,away_pitcher_q=sm: today=13.3% baseline=0.0% shift=+13.3%
categorical,home_top3c_source=lineup,0.9333,0.9841,-0.0508,OK,home_top3c_source=lineup: today=93.3% baseline=98.4% shift=-5.1%
categorical,home_top3c_source=team_fallback,0.0667,0.0159,+0.0508,OK,home_top3c_source=team_fallback: today=6.7% baseline=1.6% shift=+5.1%
categorical,away_top3c_source=lineup,0.9333,0.9683,-0.0349,OK,away_top3c_source=lineup: today=93.3% baseline=96.8% shift=-3.5%
categorical,away_top3c_source=team_fallback,0.0667,0.0317,+0.0349,OK,away_top3c_source=team_fallback: today=6.7% baseline=3.2% shift=+3.5%
numeric_mean,home_xera_mean,3.9848,3.9556,z=+0.04,OK,home_xera mean 3.985 vs baseline 3.956 (z=+0.04)
numeric_extreme,home_xera_extreme,3,1,+2,MEDIUM,"home_xera has 3/15 extreme values (outside [2.0, 7.0]); max=7.92"
numeric_mean,away_xera_mean,4.0074,4.1360,z=-0.12,OK,away_xera mean 4.007 vs baseline 4.136 (z=-0.12)
numeric_mean,home_whiff_pct_rank_mean,52.8667,57.4603,z=-0.21,OK,home_whiff_pct_rank mean 52.867 vs baseline 57.460 (z=-0.21)
numeric_mean,away_whiff_pct_rank_mean,56.0000,52.0000,z=+0.16,OK,away_whiff_pct_rank mean 56.000 vs baseline 52.000 (z=+0.16)
numeric_mean,home_top3c_obp_mean,0.3425,0.3420,z=+0.03,OK,home_top3c_obp mean 0.343 vs baseline 0.342 (z=+0.03)
numeric_mean,away_top3c_obp_mean,0.3486,0.3511,z=-0.13,OK,away_top3c_obp mean 0.349 vs baseline 0.351 (z=-0.13)
numeric_mean,home_top3c_iso_mean,0.1855,0.1909,z=-0.15,OK,home_top3c_iso mean 0.186 vs baseline 0.191 (z=-0.15)
numeric_mean,away_top3c_iso_mean,0.1913,0.1862,z=+0.14,OK,away_top3c_iso mean 0.191 vs baseline 0.186 (z=+0.14)
numeric_mean,home_p_last5_pitcher_nrfi_mean,0.5467,0.7095,z=-0.73,OK,home_p_last5_pitcher_nrfi mean 0.547 vs baseline 0.710 (z=-0.73)
numeric_mean,away_p_last5_pitcher_nrfi_mean,0.6956,0.7190,z=-0.12,OK,away_p_last5_pitcher_nrfi mean 0.696 vs baseline 0.719 (z=-0.12)
numeric_mean,home_p_last10_pitcher_nrfi_mean,0.5896,0.7285,z=-0.77,OK,home_p_last10_pitcher_nrfi mean 0.590 vs baseline 0.729 (z=-0.77)
numeric_mean,away_p_last10_pitcher_nrfi_mean,0.6756,0.6984,z=-0.16,OK,away_p_last10_pitcher_nrfi mean 0.676 vs baseline 0.698 (z=-0.16)
numeric_mean,away_top3_ops_vs_oppHand_mean,0.7987,0.8095,z=-0.17,OK,away_top3_ops_vs_oppHand mean 0.799 vs baseline 0.809 (z=-0.17)
numeric_mean,home_top3_ops_vs_oppHand_mean,0.7912,0.7938,z=-0.05,OK,home_top3_ops_vs_oppHand mean 0.791 vs baseline 0.794 (z=-0.05)
default_rate,away_top3_ops_vs_oppHand_default_rate,0.0667,0.7200,1/15,OK,away_top3_ops_vs_oppHand defaulted to 0.72 in 1/15 rows (7%); heavy defaulting = predict pipeline failed
default_rate,home_top3_ops_vs_oppHand_default_rate,0.0667,0.7200,1/15,OK,home_top3_ops_vs_oppHand defaulted to 0.72 in 1/15 rows (7%); heavy defaulting = predict pipeline failed
pick_cluster,max_cluster_size,5,-,-,MEDIUM,largest cluster of picks within 0.005 calibrated P(NRFI): 5 (>=4 = MEDIUM; informational -- not predictive of pick quality)
