category,metric,today,baseline,delta,severity,note
categorical,home_pitcher_q=avg,0.0000,0.0220,-0.0220,OK,home_pitcher_q=avg: today=0.0% baseline=2.2% shift=-2.2%
categorical,home_pitcher_q=live,0.8000,0.6264,+0.1736,LOW,home_pitcher_q=live: today=80.0% baseline=62.6% shift=+17.4%
categorical,home_pitcher_q=ltd,0.0667,0.2198,-0.1531,LOW,home_pitcher_q=ltd: today=6.7% baseline=22.0% shift=-15.3%
categorical,home_pitcher_q=sm,0.1333,0.1319,+0.0015,OK,home_pitcher_q=sm: today=13.3% baseline=13.2% shift=+0.1%
categorical,away_pitcher_q=live,0.8000,0.6813,+0.1187,LOW,away_pitcher_q=live: today=80.0% baseline=68.1% shift=+11.9%
categorical,away_pitcher_q=ltd,0.0667,0.2088,-0.1421,LOW,away_pitcher_q=ltd: today=6.7% baseline=20.9% shift=-14.2%
categorical,away_pitcher_q=sm,0.1333,0.1099,+0.0234,OK,away_pitcher_q=sm: today=13.3% baseline=11.0% shift=+2.3%
categorical,home_top3c_source=lineup,1.0000,0.9670,+0.0330,OK,home_top3c_source=lineup: today=100.0% baseline=96.7% shift=+3.3%
categorical,home_top3c_source=team_fallback,0.0000,0.0330,-0.0330,OK,home_top3c_source=team_fallback: today=0.0% baseline=3.3% shift=-3.3%
categorical,away_top3c_source=lineup,1.0000,0.9670,+0.0330,OK,away_top3c_source=lineup: today=100.0% baseline=96.7% shift=+3.3%
categorical,away_top3c_source=team_fallback,0.0000,0.0330,-0.0330,OK,away_top3c_source=team_fallback: today=0.0% baseline=3.3% shift=-3.3%
numeric_mean,home_xera_mean,3.7133,4.0425,z=-0.40,OK,home_xera mean 3.713 vs baseline 4.042 (z=-0.40)
numeric_mean,away_xera_mean,3.7915,4.0057,z=-0.23,OK,away_xera mean 3.792 vs baseline 4.006 (z=-0.23)
numeric_mean,home_whiff_pct_rank_mean,55.5333,51.8901,z=+0.14,OK,home_whiff_pct_rank mean 55.533 vs baseline 51.890 (z=+0.14)
numeric_mean,away_whiff_pct_rank_mean,46.7333,51.0110,z=-0.16,OK,away_whiff_pct_rank mean 46.733 vs baseline 51.011 (z=-0.16)
numeric_mean,home_top3c_obp_mean,0.3502,0.3468,z=+0.15,OK,home_top3c_obp mean 0.350 vs baseline 0.347 (z=+0.15)
numeric_mean,away_top3c_obp_mean,0.3484,0.3496,z=-0.05,OK,away_top3c_obp mean 0.348 vs baseline 0.350 (z=-0.05)
numeric_mean,home_top3c_iso_mean,0.1839,0.1798,z=+0.10,OK,home_top3c_iso mean 0.184 vs baseline 0.180 (z=+0.10)
numeric_mean,away_top3c_iso_mean,0.1884,0.1879,z=+0.01,OK,away_top3c_iso mean 0.188 vs baseline 0.188 (z=+0.01)
numeric_mean,home_p_last5_pitcher_nrfi_mean,0.6044,0.7073,z=-0.43,OK,home_p_last5_pitcher_nrfi mean 0.604 vs baseline 0.707 (z=-0.43)
numeric_mean,away_p_last5_pitcher_nrfi_mean,0.7067,0.6811,z=+0.11,OK,away_p_last5_pitcher_nrfi mean 0.707 vs baseline 0.681 (z=+0.11)
numeric_mean,home_p_last10_pitcher_nrfi_mean,0.6496,0.7023,z=-0.30,OK,home_p_last10_pitcher_nrfi mean 0.650 vs baseline 0.702 (z=-0.30)
numeric_mean,away_p_last10_pitcher_nrfi_mean,0.7305,0.6855,z=+0.24,OK,away_p_last10_pitcher_nrfi mean 0.730 vs baseline 0.685 (z=+0.24)
pick_cluster,max_cluster_size,6,-,-,HIGH,largest cluster of picks within 0.005 calibrated P(NRFI): 6 (>=4 = HIGH; >=3 = MEDIUM)
