category,metric,today,baseline,delta,severity,note
categorical,home_pitcher_q=avg,0.0000,0.0213,-0.0213,OK,home_pitcher_q=avg: today=0.0% baseline=2.1% shift=-2.1%
categorical,home_pitcher_q=live,0.7500,0.6915,+0.0585,OK,home_pitcher_q=live: today=75.0% baseline=69.1% shift=+5.9%
categorical,home_pitcher_q=ltd,0.2500,0.2234,+0.0266,OK,home_pitcher_q=ltd: today=25.0% baseline=22.3% shift=+2.7%
categorical,home_pitcher_q=sm,0.0000,0.0638,-0.0638,OK,home_pitcher_q=sm: today=0.0% baseline=6.4% shift=-6.4%
categorical,away_pitcher_q=live,0.6875,0.7234,-0.0359,OK,away_pitcher_q=live: today=68.8% baseline=72.3% shift=-3.6%
categorical,away_pitcher_q=ltd,0.3125,0.2021,+0.1104,LOW,away_pitcher_q=ltd: today=31.2% baseline=20.2% shift=+11.0%
categorical,away_pitcher_q=sm,0.0000,0.0745,-0.0745,OK,away_pitcher_q=sm: today=0.0% baseline=7.4% shift=-7.4%
categorical,home_top3c_source=lineup,0.7500,0.8723,-0.1223,OK,home_top3c_source=lineup: today=75.0% baseline=87.2% shift=-12.2%
categorical,home_top3c_source=team_fallback,0.2500,0.1277,+0.1223,OK,home_top3c_source=team_fallback: today=25.0% baseline=12.8% shift=+12.2%
categorical,away_top3c_source=lineup,0.6875,0.8723,-0.1848,OK,away_top3c_source=lineup: today=68.8% baseline=87.2% shift=-18.5%
categorical,away_top3c_source=team_fallback,0.3125,0.1277,+0.1848,OK,away_top3c_source=team_fallback: today=31.2% baseline=12.8% shift=+18.5%
numeric_mean,home_xera_mean,4.4339,3.8991,z=+0.55,OK,home_xera mean 4.434 vs baseline 3.899 (z=+0.55)
numeric_mean,away_xera_mean,4.1705,4.1673,z=+0.00,OK,away_xera mean 4.171 vs baseline 4.167 (z=+0.00)
numeric_mean,home_whiff_pct_rank_mean,54.2500,50.9255,z=+0.14,OK,home_whiff_pct_rank mean 54.250 vs baseline 50.926 (z=+0.14)
numeric_extreme,home_whiff_pct_rank_extreme,3,5,-2,MEDIUM,"home_whiff_pct_rank has 3/16 extreme values (outside [5.0, 95.0]); max=100.00"
numeric_mean,away_whiff_pct_rank_mean,48.4375,52.1489,z=-0.15,OK,away_whiff_pct_rank mean 48.438 vs baseline 52.149 (z=-0.15)
numeric_mean,home_top3c_obp_mean,0.3431,0.3412,z=+0.10,OK,home_top3c_obp mean 0.343 vs baseline 0.341 (z=+0.10)
numeric_mean,away_top3c_obp_mean,0.3310,0.3416,z=-0.48,OK,away_top3c_obp mean 0.331 vs baseline 0.342 (z=-0.48)
numeric_mean,home_top3c_iso_mean,0.1893,0.1856,z=+0.11,OK,home_top3c_iso mean 0.189 vs baseline 0.186 (z=+0.11)
numeric_mean,away_top3c_iso_mean,0.1799,0.1885,z=-0.26,OK,away_top3c_iso mean 0.180 vs baseline 0.188 (z=-0.26)
numeric_mean,home_p_last5_pitcher_nrfi_mean,0.7812,0.6858,z=+0.42,OK,home_p_last5_pitcher_nrfi mean 0.781 vs baseline 0.686 (z=+0.42)
numeric_mean,away_p_last5_pitcher_nrfi_mean,0.7375,0.7128,z=+0.11,OK,away_p_last5_pitcher_nrfi mean 0.738 vs baseline 0.713 (z=+0.11)
numeric_mean,home_p_last10_pitcher_nrfi_mean,0.7500,0.6794,z=+0.38,OK,home_p_last10_pitcher_nrfi mean 0.750 vs baseline 0.679 (z=+0.38)
numeric_mean,away_p_last10_pitcher_nrfi_mean,0.6937,0.6925,z=+0.01,OK,away_p_last10_pitcher_nrfi mean 0.694 vs baseline 0.692 (z=+0.01)
numeric_mean,away_top3_ops_vs_oppHand_mean,0.7693,0.7928,z=-0.34,OK,away_top3_ops_vs_oppHand mean 0.769 vs baseline 0.793 (z=-0.34)
numeric_mean,home_top3_ops_vs_oppHand_mean,0.7949,0.7890,z=+0.10,OK,home_top3_ops_vs_oppHand mean 0.795 vs baseline 0.789 (z=+0.10)
default_rate,away_top3_ops_vs_oppHand_default_rate,0.3125,0.7200,5/16,MEDIUM,away_top3_ops_vs_oppHand defaulted to 0.72 in 5/16 rows (31%); heavy defaulting = predict pipeline failed
default_rate,home_top3_ops_vs_oppHand_default_rate,0.2500,0.7200,4/16,LOW,home_top3_ops_vs_oppHand defaulted to 0.72 in 4/16 rows (25%); heavy defaulting = predict pipeline failed
pick_cluster,max_cluster_size,2,-,-,OK,largest cluster of picks within 0.005 calibrated P(NRFI): 2 (>=4 = MEDIUM; informational -- not predictive of pick quality)
