rank,away,home,lambda,pick_side,pick_strength,pick_label,nrfi_pct,yrfi_pct,game_pk,game_number,double_header,game_time_et
1,ATL,MIA,1.0287,PASS,NO EDGE,PASS,49.0,51.0,823864,1,N,6:40 PM ET
2,COL,ARI,1.0926,PASS,NO EDGE,PASS,49.0,51.0,825083,1,N,9:40 PM ET
3,OAK,LAA,1.0598,YRFI,STRONG,STRONG YRFI,38.4,61.6,824031,1,N,9:38 PM ET
4,TOR,NYY,0.9852,YRFI,STRONG,STRONG YRFI,38.4,61.6,823545,1,N,7:05 PM ET
5,PIT,STL,0.9368,PASS,NO EDGE,PASS,49.0,51.0,823056,1,N,1:15 PM ET
6,NYM,WSH,0.9532,PASS,NO EDGE,PASS,49.0,51.0,822733,1,N,4:05 PM ET
7,CLE,DET,0.9094,NRFI,LEAN,LEAN NRFI,53.6,46.4,824274,1,N,1:10 PM ET
